WKT_GEOM;ID_A_PEDO;DENOMINAZI;CIRCOSCRIZ;ORD_IST;SUPERFICIE;COORD_X;COORD_Y
POLYGON ((1393055.321 4990625.519,1393024.55563732 4990630.60372875,1393023.87565702 4990627.01109246,1393021.818 4990615.457,1393015.57 4990616.48,1393015.897 4990618.471,1393011.937 4990619.121,1393011.46511646 4990616.51764249,1393007.022 4990617.323,1393007.489 4990619.85,1392998.137 4990621.544,1392994.48 4990622.207,1392994.015 4990619.68,1392989.57 4990620.475,1392990.036 4990623.012,1392976.662 4990625.434,1392976.197 4990622.9,1392971.772 4990623.691,1392972.239 4990626.235,1392958.742 4990628.679,1392958.278 4990626.15,1392953.837 4990626.931,1392954.305 4990629.483,1392944.063 4990631.338,1392943.598 4990628.805,1392942.65080077 4990628.95186701,1392943.049 4990631.52,1392938.671 4990632.314,1392938.335 4990630.504,1392937.36299454 4990630.67088046,1392937.676 4990632.494,1392931.80455959 4990633.61689298,1392931.62515319 4990632.6788036,1392930.213 4990632.948,1392927.77631128 4990603.38355387,1392929.517 4990603.19,1392935.146 4990602.225,1392935.463 4990603.841,1393001.013 4990591.975,1393000.673 4990590.005,1393016.598 4990587.04,1393013.783 4990571.432,1393012.715 4990571.496,1393012.174 4990563.642,1393010.91995034 4990563.68480708,1393010.635 4990559.584,1393009.639 4990559.597,1393008.69846512 4990544.20489762,1393007.323 4990544.289,1393007.098 4990540.192,1393006.011 4990539.911,1393005.158 4990524.853,1393002.734 4990524.915,1393002.52702105 4990520.44345475,1393003.401 4990520.403,1393002.94922761 4990513.07113676,1392993.48993612 4990513.67512076,1392992.756 4990502.191,1392918.415 4990506.31,1392916.063 4990481.442,1392991.3822846 4990477.2083628,1392990.739 4990465.816,1392994.529 4990465.602,1392986.551 4990421.223,1392977.28938128 4990416.97278738,1392979.877 4990411.39,1392981.643 4990407.348,1392983.40180791 4990403.3124962,1392988.446 4990405.634,1392992.395 4990404.148,1392985.83 4990386.109,1392984.75787331 4990383.163725,1393000.414 4990380.207,1393002.056 4990377.942,1393008.947 4990376.695,1393011.321 4990378.227,1393026.10153572 4990375.47129232,1393026.63037086 4990378.30775668,1393028.263 4990387.251,1393029.214 4990416.587,1393033.238 4990416.317,1393033.459 4990416.397,1393033.613 4990416.575,1393033.697 4990416.794,1393033.845 4990418.25,1393033.851 4990418.436,1393034.024 4990419.129,1393034.416 4990419.727,1393034.982 4990420.162,1393036.334 4990420.732,1393036.457 4990420.828,1393036.517 4990420.974,1393036.519 4990421.131,1393036.492 4990421.286,1393034.904 4990425.009,1393073.725 4990442.129,1393073.14918712 4990443.48931696,1393080.231 4990446.487,1393083.992 4990447.074,1393084.264 4990453.569,1393083.624 4990454.82,1393082.345 4990455.402,1393077.835 4990455.692,1393074.379 4990460.346,1393054.456 4990451.487,1393028.319 4990452.926,1393030.314 4990463.686,1393038.477 4990463.293,1393041.173 4990511.004,1393038.922 4990511.15,1393041.222 4990524.604,1393041.82082668 4990524.57900723,1393041.85 4990525.278,1393042.54858885 4990525.24901706,1393042.53170622 4990524.84208749,1393043.122 4990524.817,1393043.23000477 4990526.71708394,1393042.95 4990526.733,1393043.256 4990532.104,1393053.91896894 4990531.49737981,1393053.53028821 4990524.66527855,1393058.798 4990524.367,1393060.22398438 4990562.17182249,1393060.358 4990562.915,1393059.095 4990567.857,1393060.043 4990573.021,1393061.027 4990572.84,1393062.156 4990579.009,1393061.17625662 4990579.19414048,1393065.65309308 4990607.64552267,1393066.27903396 4990607.54704746,1393067.509 4990613.991,1393066.867 4990614.111,1393067.81103544 4990619.12299336,1393068.548 4990623.055,1393055.321 4990625.519));91;lancia;3;4605;16725;1393000,125;4990446,75
POLYGON ((1392781.703 4990513.841,1392775.88 4990489.182,1392821.81 4990486.674,1392821.07470086 4990473.83690258,1392823.33899943 4990473.70699007,1392822.155 4990453.096,1392823.934 4990452.994,1392823.215 4990440.49,1392821.43701953 4990440.59233937,1392820.14515343 4990417.0507539,1392817.22538306 4990417.21769941,1392816.592 4990406.11,1392813.19742692 4990406.30348986,1392813.06574837 4990403.89973988,1392849.301 4990401.971,1392849.43078169 4990404.35656527,1392846.05775499 4990404.51318738,1392846.57391436 4990415.62923817,1392843.824 4990415.781,1392845.12331028 4990439.32441679,1392843.318 4990439.42500002,1392844.01600006 4990451.953,1392845.80920964 4990451.85484201,1392846.937 4990472.458,1392849.22257869 4990472.34228929,1392849.93163287 4990485.16670293,1392901.687 4990482.354,1392903.944 4990507.081,1392781.703 4990513.841));92;lancia;3;4605;5166;1392839,875;4990456,5
POLYGON ((1392498.055 4990303.67,1392467.879 4990316.735,1392465.467 4990310.489,1392465.684 4990304.992,1392466.635 4990299.353,1392434.66 4990279.931,1392428.86 4990275.543,1392414.6 4990260.992,1392398.087 4990240.242,1392383.992 4990224.106,1392369.237 4990212.564,1392348.014 4990201.143,1392327.217 4990193.335,1392310.27 4990190.595,1392241.729 4990385.73,1392245.571 4990392.956,1392195.766 4990420.951,1392204.102 4990412.798,1392211.8474937 4990394,1392284.7999915 4990187.83018753,1392287.722 4990178.897,1392291.568 4990173.575,1392308.026 4990170.199,1392329.804 4990172.453,1392336.659 4990174.366,1392351.844 4990180.156,1392378.161 4990193.837,1392395.471 4990206.953,1392416.045 4990229.965,1392428.639 4990246.784,1392453.195 4990268.584,1392477.477 4990282.61,1392488.164 4990287.819,1392492.81 4990293.103,1392498.055 4990303.67));93;ruffini;3;;11016;1392477,1875;4990295,5
POLYGON ((1392245.571 4990392.956,1392467.879 4990316.735,1392498.055 4990303.67,1392502.855 4990318.416,1392504.38 4990323.212,1392508.506 4990335.476,1392508.903 4990339.242,1392508.378 4990341.734,1392506.713 4990344.732,1392511.872 4990354.576,1392511.251 4990365.54,1392329.8 4990428.75,1392340.028 4990616.965,1392343.295 4990622.527,1392521.871 4990688.236,1392527.351 4990683.024,1392531.374 4990689.692,1392534.484 4990692.018,1392547.789 4990716.516,1392533.97 4990744.306,1392525.024 4990733.496,1392426.466 4990697.35,1392404.797 4990690.116,1392335.33 4990663.74,1392306.225 4990652.84,1392138.43 4990590.51,1392123.95 4990604.49,1392120.448 4990606.15,1392099.16 4990540.203,1392124.733 4990539.84,1392130.582 4990554.531,1392138.067 4990559.708,1392144.751 4990569.439,1392215.862 4990596.1,1392220.987 4990598.001,1392227.785 4990600.523,1392235.974 4990603.562,1392243.856 4990606.486,1392249.514 4990608.585,1392280.731 4990620.167,1392295.782 4990613.888,1392286.097 4990433.015,1392285.306 4990430.728,1392282.471 4990431.708,1392271.545 4990431.092,1392240.331 4990441.886,1392236.38 4990443.252,1392208.028 4990453.057,1392156.878 4990470.745,1392156.099 4990467.645,1392155.611 4990457.146,1392151.497 4990445.422,1392152.441 4990434.907,1392195.766 4990420.951,1392245.571 4990392.956));94;ruffini;3;;43930;1392323,5;4990512,75
POLYGON ((1394299.47 4992248.25,1394276.984 4992247.291,1394272.94052928 4992236.89922462,1394269.73290473 4992226.3216679,1394271.15989807 4992225.93919483,1394271.581 4992229.048,1394297.52954676 4992225.63992819,1394297.777 4992227.524,1394309.582 4992233.624,1394311.303 4992232.768,1394323.58 4992255.82,1394325.591 4992259.805,1394313.071 4992266.41,1394313.656 4992255.529,1394299.207 4992254.91,1394299.47 4992248.25));95;bernini;3;1884;1041;1394297,4375;4992246
POLYGON ((1394238.71154076 4992245.6002652,1394223.061 4992244.986,1394222.624 4992254.538,1394216.74 4992254.36,1394211.39936054 4992255.457392,1394210.037 4992284.112,1394180.203 4992282.833,1394175.506 4992282.437,1394173.608 4992281.426,1394170.413 4992278.476,1394169.731 4992277.505,1394168.808 4992275.324,1394168.543 4992272.675,1394168.786 4992266.491,1394170.804 4992264.951,1394170.98879593 4992260.12140797,1394172.335 4992260.173,1394177.05 4992263.86,1394181.365 4992256.901,1394184.734 4992252.604,1394191.883 4992245.519,1394200.643 4992239.18,1394205.324 4992236.343,1394208.553 4992234.967,1394210.596 4992234.559,1394218.538 4992232.077,1394226.088 4992230.663,1394234.53 4992230.13,1394235.779 4992228.386,1394234.55 4992218.858,1394237.045 4992218.532,1394240.6571427 4992221.1762544,1394240.78478191 4992223.27269115,1394239.522 4992224.951,1394238.71154076 4992245.6002652));96;bernini;3;1884;1980;1394204,625;4992260,25
POLYGON ((1394208.089 4992322.391,1394182.122 4992336.889,1394179.69357787 4992332.61176687,1394180.131 4992332.377,1394180.492 4992331.253,1394176.501 4992324.58,1394172.955 4992316.331,1394171.91 4992315.55,1394172.51949998 4992300.741,1394174.395 4992299.973,1394175.215 4992299.956,1394208.87648518 4992301.37841978,1394208.089 4992322.391));97;bernini;4;1884;1010;1394191,0625;4992318,5
POLYGON ((1394225.26399997 4992340.213,1394239.68700019 4992340.213,1394238.34688443 4992360.12853691,1394234.55 4992360.06,1394230.473 4992359.932,1394226.452 4992359.555,1394218.512 4992358.089,1394214.219 4992356.878,1394210.443 4992355.478,1394206.796 4992353.868,1394201.183 4992350.836,1394196.528 4992347.766,1394193.37 4992345.333,1394191.114 4992343.397,1394187.15377309 4992345.51351582,1394185.72553365 4992342.84112742,1394207.676 4992331.176,1394207.545 4992334.513,1394225.34503701 4992334.70031546,1394225.26399997 4992340.213));98;bernini;4;1884;914;1394216,5625;4992345,5
POLYGON ((1394794.18611896 4990809.4439532,1394787.061 4990795.079,1394732.659 4990692.552,1394751.283 4990682.785,1394752.185 4990683.087,1394759.096 4990681.194,1394761.997 4990680.634,1394769.659 4990679.486,1394776.682 4990679.221,1394786.154 4990680.14,1394818.479 4990615.789,1394844.438 4990568.812,1394878.043 4990502.537,1394878.345 4990501.697,1394878.342 4990500.831,1394878.042 4990500.357,1394877.54 4990500.025,1394876.721 4990499.834,1394875.938 4990500.022,1394850.922 4990514.124,1394860.15 4990531.42,1394860.45 4990531.42,1394860.651 4990531.822,1394861.152 4990532.326,1394861.688 4990532.502,1394862.231 4990532.429,1394862.547 4990532.225,1394863.059 4990531.515,1394863.34482113 4990531.52440677,1394844.438 4990568.812,1394844.675 4990563.43,1394831.117 4990537.185,1394830.517 4990537.585,1394826.589 4990529.554,1394824.182 4990529.148,1394764.53 4990563.244,1394773.827 4990580.06,1394785.35 4990594.276,1394793.378 4990601.04,1394818.479 4990615.789,1394811.8854558 4990628.9150994,1394800.752 4990623.092,1394789.712 4990616.653,1394777.501 4990606.401,1394771.936 4990601.173,1394766.008 4990594.943,1394758.365 4990584.197,1394750.917 4990570.742,1394746.84047945 4990562.61789113,1394749.9788453 4990560.06033797,1394752.29638253 4990556.92368825,1394752.8760012 4990552.99061697,1394752.39317117 4990547.19986277,1394750.961 4990543.68,1394748.6133885 4990539.33172182,1394905.627 4990450.478,1394911.17 4990439.16,1394913.826 4990438.987,1394932.906 4990476.841,1394930.723 4990477.825,1394928.278 4990476.343,1394926.181 4990475.964,1394923.656 4990477.29,1394922.673 4990478.539,1394878.37 4990564.054,1394878.158 4990565.435,1394878.204 4990566.814,1394878.524 4990567.996,1394888.033 4990584.815,1394911.504 4990630.466,1394886.525 4990643.538,1394863.435 4990598.631,1394863.125 4990598.275,1394862.432 4990597.959,1394861.729 4990597.926,1394860.604 4990598.362,1394860.097 4990598.744,1394859.728 4990599.226,1394843.279 4990630.934,1394812.046 4990690.98,1394814.119 4990692.343,1394816.097 4990693.851,1394817.992 4990695.518,1394819.76 4990697.31,1394877.157 4990666.951,1394877.632 4990662.244,1394878.518 4990658.078,1394880.588 4990652.425,1394882.298 4990649.204,1394884.275 4990646.253,1394886.525 4990643.538,1394911.504 4990630.466,1394914.254 4990630.282,1394917.01 4990630.278,1394920.474 4990630.572,1394923.919 4990631.198,1394927.52 4990632.07,1394931.03 4990633.224,1394933.774 4990634.342,1394936.45 4990635.59,1394993.477 4990605.652,1395011.601 4990595.208,1395013.827 4990594.858,1395078.27 4990560.93,1395079.092 4990560.333,1395080.042 4990559.085,1395080.635 4990557.65,1395080.8 4990556.7,1395080.709 4990555.218,1395103.377 4990599.685,1395102.325 4990598.692,1395101.527 4990598.319,1395100.266 4990598.19,1395099.026 4990598.382,1395097.902 4990598.662,1395096.821 4990599.078,1395041.561 4990627.988,1395034.305 4990632.119,1395032.925 4990633.537,1395032.137 4990634.826,1395031.976 4990637.03,1395017.428 4990644.315,1395016.414 4990643.542,1395015.233 4990643.205,1395013.956 4990643.221,1395012.73 4990643.599,1394956.25 4990673.04,1394955.917 4990676.556,1394955.191 4990680.061,1394954.077 4990683.474,1394953.028 4990686.115,1394951.846 4990688.686,1394944.587 4990698.499,1394940.969 4990701.399,1394938.796 4990702.952,1394936.55 4990704.397,1394932.134 4990706.994,1394904.438 4990708.042,1394902.128 4990707.356,1394899.81 4990706.487,1394897.953 4990705.63,1394896.34 4990704.75,1394839.68 4990734.88,1394840.614 4990744.981,1394908.953 4990743.727,1394907.985 4990739.89,1394906.207 4990729.472,1394904.438 4990708.042,1394932.134 4990706.994,1394937.529 4990743.432,1395007.879 4990741.969,1395008.609 4990734.898,1395009.818 4990730.303,1395011.59 4990726.28,1395006.701 4990723.5,1395002.403 4990721.094,1394990.809 4990715.885,1394979.709 4990712.524,1394972.133 4990710.315,1394963.047 4990706.978,1394952.657 4990702.459,1394944.587 4990698.499,1394951.846 4990688.686,1394964.319 4990694.54,1394971.907 4990697.169,1394977.2 4990698.89,1394982.494 4990700.309,1394989.185 4990702.434,1395006.552 4990709.606,1395019.08 4990716.74,1395023.497 4990713.487,1395026.409 4990711.88,1395028.455 4990710.959,1395031.596 4990709.846,1395034.82 4990709.05,1395034.643 4990703.61,1395033.937 4990696.838,1395032.1 4990685.494,1395029.562 4990674.55,1395027.566 4990667.767,1395025.139 4990660.491,1395023.775 4990656.9,1395022.279 4990653.359,1395018.197 4990645.398,1395017.428 4990644.315,1395031.976 4990637.03,1395033.451 4990641.549,1395040.258 4990658.477,1395043.693 4990670.348,1395046.305 4990681.144,1395047.474 4990687.162,1395048.851 4990695.474,1395050.08 4990709.66,1395057.91 4990713.04,1395064.03 4990717.79,1395070.91 4990727.76,1395073.237 4990734.975,1395073.681 4990737.894,1395073.859 4990740.829,1395074.02311806 4990748.86910692,1395056.19918324 4990749.07920386,1395051.50030561 4990751.23169802,1395049.02030173 4990753.84082412,1395046.54035644 4990757.16740601,1395045.56139674 4990760.62444209,1395046.85 4990769.42,1394838.417 4990773.459,1394834.053 4990774.652,1394832.998 4990775.747,1394829.981 4990780.745,1394825.732 4990786.871,1394818.727 4990793.933,1394809.102 4990801.22,1394794.18611896 4990809.4439532));99;crocetta;1;;49605;1395003,4375;4990624
POLYGON ((1396331.4 4992232.269,1396285.805 4992254.779,1396282.322 4992247.639,1396321.15 4992228.926,1396320.952 4992228.333,1396327.719 4992224.926,1396331.4 4992232.269));100;sant'agostino;1;1128;397;1396307,25;4992240
POLYGON ((1396206.229 4992272.349,1396212.383 4992284.178,1396206.766 4992287.571,1396206.437 4992286.789,1396200.074 4992278.309,1396194.826 4992268.947,1396183.461 4992260.495,1396196.76 4992248.803,1396200.846 4992260.881,1396206.229 4992272.349));101;sant'agostino;1;1128;367;1396197,875;4992263,25
POLYGON ((1396184.782 4992230.278,1396192.542 4992241.593,1396183.027 4992248.713,1396169.104 4992216.778,1396163.66 4992205.488,1396170.523 4992202.938,1396184.782 4992230.278));102;sant'agostino;1;1128;402;1396178,125;4992227,5
POLYGON ((1397173.061 4991124.827,1397172.17036493 4991123.87965691,1397171.051 4991120.951,1397170.206 4991117.903,1397169.849 4991116.036,1397169.626 4991113.211,1397169.665 4991110.391,1397170.031 4991106.639,1397170.429 4991104.78,1397171.032 4991102.94,1397172.576 4991099.533,1397174.424 4991096.352,1397176.866 4991092.692,1397181.1 4991088.479,1397168.789 4991075.564,1397191.518 4991054.135,1397192.11698782 4991053.80501975,1397192.7928153 4991053.70047023,1397194.04773132 4991054.18950591,1397217.368 4991078.812,1397217.728 4991079.389,1397218.013 4991080.171,1397218.104 4991081.067,1397218.048 4991081.59,1397217.68943538 4991082.42,1397216.689 4991083.446,1397173.061 4991124.827));103;vittorio veneto;1;4939;1766;1397193,5;4991079,75
POLYGON ((1397227.67923988 4991093.82057704,1397229.38559175 4991093.33876019,1397231.09880651 4991093.79557451,1397231.901 4991094.449,1397254.99148366 4991118.96998706,1397255.33917072 4991120.26612738,1397254.767 4991121.48,1397238.667 4991136.677,1397241.42828009 4991139.61973718,1397242.67710316 4991140.95092111,1397235.856 4991147.35,1397219.83 4991130.09,1397214.886 4991133.919,1397212.435 4991135.595,1397209.805 4991137.037,1397207.06 4991138.145,1397204.194 4991138.926,1397200.538 4991139.603,1397196.882 4991139.81,1397190.635 4991139.007,1397186.242 4991137.514,1397184.02 4991136.49,1397183.31290683 4991135.74588955,1397227.67923988 4991093.82057704));104;vittorio veneto;1;4939;1819;1397227,4375;4991120,5
POLYGON ((1397270.919 4991028.06,1397227.021 4991069.255,1397226.61675542 4991069.57064846,1397225.85668471 4991069.92139094,1397225.02851128 4991070.04327821,1397224.19961702 4991069.92639326,1397223.43744255 4991069.5802461,1397222.804 4991069.033,1397201.875 4991046.87,1397250.128 4991001.347,1397270.972 4991023.602,1397271.269 4991023.97,1397271.642 4991024.73,1397271.788 4991025.564,1397271.696 4991026.405,1397271.372 4991027.187,1397270.919 4991028.06));105;vittorio veneto;1;4939;2223;1397238,25;4991035,5
POLYGON ((1397284.151 4991045.027,1397284.86321186 4991044.48502976,1397285.69343605 4991044.15080642,1397286.58250252 4991044.04815015,1397287.4670474 4991044.18437721,1397288.093 4991044.44,1397291.959 4991046.645,1397293.878 4991048.198,1397310.507 4991066.266,1397262.581 4991111.436,1397241.55417908 4991088.99596323,1397241.12784793 4991088.25589471,1397240.92309146 4991087.42671777,1397240.95591934 4991086.57326481,1397241.22376479 4991085.7622664,1397241.70568529 4991085.05713361,1397242.364 4991084.513,1397284.151 4991045.027));106;vittorio veneto;1;4939;2198;1397273,9375;4991077,5
POLYGON ((1397323.3681662 4990978.33859609,1397306.72655129 4990994.02412069,1397304.037 4990991.149,1397288.864 4991005.515,1397287.516 4991006.791,1397286.56000555 4991007.88094519,1397285.79657103 4991009.11345222,1397285.24654585 4991010.45486123,1397284.92495129 4991011.86853829,1397284.858 4991013.694,1397284.44895367 4991014.68486206,1397283.44002942 4991015.97508847,1397282.68812964 4991016.52372716,1397281.82130488 4991016.86280316,1397280.89671023 4991016.96995911,1397279.97530985 4991016.83812952,1397279.11785736 4991016.47600681,1397278.3808898 4991015.90746788,1397277.813 4991015.17,1397257.633 4990993.744,1397257.33710337 4990993.06939207,1397257.40834092 4990992.54907181,1397257.701 4990992.113,1397323.817 4990929.883,1397324.96110367 4990929.02504999,1397325.33913868 4990928.96983526,1397325.82820173 4990929.10189355,1397326.143 4990929.361,1397344.067 4990948.37,1397345.2181186 4990949.86273351,1397346.17044929 4990951.48950749,1397346.8526307 4990953.0547344,1397347.03002667 4990954.04849806,1397346.96866851 4990955.0561045,1397346.672 4990956.021,1397346.19027287 4990956.69867608,1397345.55038484 4990957.18454402,1397344.796 4990957.461,1397341.65104782 4990957.81557009,1397339.412 4990958.354,1397338.738 4990958.725,1397337.286 4990959.886,1397320.684 4990975.454,1397323.3681662 4990978.33859609));107;vittorio veneto;1;4939;3061;1397300,6875;4990973
POLYGON ((1397338.15898399 4990993.96127195,1397340.776 4990996.837,1397357.352 4990981.216,1397359.068 4990979.019,1397359.64264022 4990977.42784503,1397359.98663204 4990975.77144676,1397360.26283535 4990973.97975768,1397360.69485644 4990972.9573538,1397360.945 4990972.553,1397361.55774841 4990971.87088595,1397362.32594888 4990971.37027815,1397363.19741908 4990971.08518189,1397364.1129617 4990971.03496326,1397364.886 4990971.182,1397367.018 4990972.746,1397387.234 4990994.271,1397387.49149834 4990994.71860555,1397387.52212891 4990995.23408383,1397387.31945042 4990995.70903388,1397386.506 4990996.542,1397320.562 4991058.741,1397320.10497748 4991059.03313801,1397319.56700568 4991059.10242384,1397319.05087551 4991058.93561901,1397318.868 4991058.804,1397298.094 4991036.675,1397297.78443941 4991036.45276837,1397297.22757109 4991035.83947646,1397296.86874044 4991035.0928374,1397296.73775311 4991034.27486944,1397296.84548924 4991033.45351555,1397297.183 4991032.697,1397297.968 4991031.953,1397299.28558214 4991031.18678671,1397300.70697076 4991030.63655052,1397302.19703241 4991030.31589203,1397303.446 4991030.23,1397304.51891226 4991030.03941737,1397305.52436525 4991029.61926649,1397307.524 4991028.096,1397308.194 4991027.468,1397324.171 4991012.482,1397321.49762916 4991009.64132145,1397338.15898399 4990993.96127195));108;vittorio veneto;1;4939;3073;1397344,125;4991015
POLYGON ((1397416.458 4990920.284,1397417.45006879 4990919.47330195,1397418.57567705 4990918.86138865,1397420.083 4990918.434,1397421.32434684 4990918.32814304,1397422.9133954 4990918.50806037,1397424.1230011 4990918.92978747,1397425.23297766 4990919.5692808,1397426.29361566 4990920.49971742,1397444.583 4990939.941,1397444.83485473 4990940.25649669,1397444.97353475 4990940.76003452,1397444.87553023 4990941.27304291,1397444.561 4990941.69,1397396.58991144 4990986.99796753,1397396.1658811 4990987.23587146,1397395.67977007 4990987.24567245,1397395.24649498 4990987.02505356,1397374.22899298 4990964.72572076,1397373.66288867 4990964.07848564,1397373.29665395 4990963.30050139,1397373.1585435 4990962.45178893,1397373.25921247 4990961.59782574,1397373.59089431 4990960.80449446,1397374.128 4990960.133,1397416.458 4990920.284));109;vittorio veneto;1;4939;2368;1397407,3125;4990953
POLYGON ((1397403.751 4990901.467,1397365.724 4990938.321,1397365.23684594 4990938.7833054,1397364.3202714 4990939.3882859,1397363.29442271 4990939.78038887,1397362.208 4990939.941,1397360.05478997 4990939.87182553,1397357.75599554 4990939.56681591,1397355.501 4990939.026,1397351.93811124 4990937.68996994,1397349.67164077 4990936.52138048,1397346.35324674 4990934.27679128,1397343.91704651 4990932.25371172,1397333.855 4990921.746,1397381.891 4990875.24,1397382.333 4990874.96,1397382.854 4990874.904,1397383.39414845 4990875.09941956,1397402.561 4990895.374,1397403.27532194 4990896.32850188,1397403.78454665 4990897.40647212,1397404.06814167 4990898.56444603,1397404.11467226 4990899.75573296,1397404.067 4990900.046,1397403.92226218 4990900.93229917,1397403.751 4990901.467));110;vittorio veneto;1;4939;2250;1397373,125;4990907,5
POLYGON ((1397591.64931612 4991061.72546951,1397600.98040042 4991047.89244136,1397602.296 4991048.827,1397603.703 4991050.172,1397607.008 4991053.565,1397608.52 4991055.922,1397609.463 4991058.166,1397609.546 4991060.177,1397608.912 4991062.136,1397660.562 4991099.159,1397662.846 4991100.605,1397712.948 4991134.217,1397715.677 4991136.037,1397768.813 4991169.221,1397771.661 4991167.191,1397773.479 4991167.103,1397779.997 4991168.141,1397785.22 4991170.764,1397791.571 4991176.106,1397792.957 4991178.075,1397794.519 4991180.716,1397793.894 4991184.153,1397808.962 4991193.332,1397855.598 4991220.306,1397882.507 4991234.467,1397926.055 4991255.92,1397974.134 4991278.041,1398046.891 4991308.588,1398060.256 4991313.827,1398062.428 4991312.049,1398066.769 4991310.59,1398071.554 4991311.062,1398074.49 4991312.058,1398077.953 4991313.486,1398080.977 4991314.921,1398085.415 4991318.391,1398087.307 4991321.774,1398087.267 4991324.422,1398177.866 4991359.992,1398278.034 4991399.479,1398278.616 4991398.135,1398288.321 4991402.086,1398294.239 4991398.896,1398304.316 4991402.848,1398300.13 4991413.96,1398285.384 4991408.236,1398284.788 4991409.836,1398278.179 4991407.349,1398278.079 4991407.649,1398178.368 4991368.202,1398072.614 4991327.212,1398021.359 4991306.905,1398003.145 4991299.377,1398001.258 4991298.596,1397973.297 4991286.689,1397927.736 4991265.843,1397875.843 4991240.048,1397832.961 4991217.035,1397790.975 4991192.122,1397741.773 4991162.324,1397719.849 4991148.62,1397674.612 4991118.627,1397651.271 4991102.414,1397614.513 4991076.116,1397614.906 4991075.924,1397612.78 4991074.437,1397612.516 4991073.487,1397605.711 4991068.398,1397604.29 4991071.01,1397591.64931612 4991061.72546951));111;murazzi nord;7;5086;6835;1397867,3125;4991231
POLYGON ((1398062.672 4991336.473,1397986.254 4991305.325,1397931.967 4991281.442,1397888.209 4991260.027,1397877.87 4991254.24,1397851.959 4991240.166,1397816.913 4991221.121,1397762.972 4991189.119,1397762.349 4991189.814,1397742.052 4991176.987,1397725.403 4991166.463,1397722.295 4991164.601,1397709.393 4991156.87,1397684.432 4991140.489,1397664.318 4991126.639,1397632.898 4991105.219,1397625.083 4991099.314,1397624.27 4991098.403,1397613.346 4991090.714,1397616.812 4991086.819,1397620.99 4991089.967,1397649.13 4991109.8,1397649.894 4991108.806,1397665.467 4991119.52,1397664.803 4991120.513,1397697.982 4991142.811,1397698.669 4991141.959,1397714.231 4991152.012,1397713.624 4991152.863,1397744.272 4991171.955,1397744.837 4991170.984,1397760.917 4991180.889,1397760.212 4991181.862,1397802.737 4991206.917,1397803.203 4991206.028,1397819.319 4991215.692,1397818.892 4991216.54,1397848.522 4991233.224,1397849.106 4991232.192,1397865.651 4991241.168,1397865.126 4991242.118,1397912.837 4991266.249,1397913.415 4991264.878,1397930.665 4991273.124,1397930.034 4991274.693,1397955.887 4991286.607,1397956.399 4991285.057,1397973.784 4991292.735,1397973.112 4991294.329,1397988.353 4991300.698,1397991.412 4991301.831,1398001.215 4991305.846,1398001.777 4991304.551,1398019.648 4991311.36,1398019.007 4991312.832,1398077.76262116 4991335.45233836,1398086.273 4991338.75,1398083.91 4991344.93,1398073.899 4991341.103,1398074.19 4991339.897,1398062.893 4991335.59,1398062.672 4991336.473));112;murazzi nord;7;5086;3019;1397813,6875;4991216
POLYGON ((1397046.17898012 4993381.94240108,1397052.64189548 4993391.90845047,1397014.66091742 4993418.11376395,1397008.49135195 4993407.78291324,1397046.17898012 4993381.94240108));113;alimonda;7;;548;1397030,3125;4993400
POLYGON ((1396974.26144988 4993336.88157605,1396969.0154558 4993326.0154043,1397009.55666764 4993306.60818581,1397014.71007676 4993317.30529124,1396974.26144988 4993336.88157605));114;alimonda;7;;538;1396991,6875;4993321,5
POLYGON ((1396437.667 4991837.115,1396433.41 4991830.447,1396470.453 4991813.614,1396470.159 4991812.806,1396498.211 4991800.296,1396498.637 4991800.97,1396509.93 4991795.89,1396512.843 4991800.963,1396486.23 4991813.298,1396457.341 4991826.724,1396438.336 4991835.498,1396437.973 4991835.78,1396437.63 4991836.436,1396437.667 4991837.115));115;palazzo di citta;1;;553;1396471,75;4991816,5
POLYGON ((1395533.803 4992224.667,1395603.58743408 4992188.34743104,1395608.75262073 4992198.47171448,1395538.896 4992234.48,1395533.803 4992224.667));116;garibaldi;1;3000;882;1395571,4375;4992211,5
POLYGON ((1395626.829 4992176.571,1395664.903 4992156.7,1395670.352 4992166.528,1395631.964 4992186.41,1395626.829 4992176.571));117;garibaldi;1;3000;481;1395648,5625;4992171,5
POLYGON ((1395727.44 4992124.9,1395732.74 4992135.16,1395680.473 4992161.586,1395674.99485435 4992151.93000536,1395727.44 4992124.9));118;garibaldi;1;3000;665;1395704,3125;4992143
POLYGON ((1395737.413 4992120.173,1395796.01 4992089.8,1395801.881 4992100.161,1395742.74 4992130.23,1395737.413 4992120.173));119;garibaldi;1;3000;770;1395769,75;4992110
POLYGON ((1395806.449 4992084.99,1395864.521 4992055.173,1395869.881 4992065.097,1395811.328 4992094.736,1395806.449 4992084.99));120;garibaldi;1;3000;726;1395838,1875;4992075
POLYGON ((1395920.182 4992026.436,1395885.772 4991958.683,1395895.418 4991953.563,1395930.03 4992021.118,1395920.182 4992026.436));121;garibaldi;1;3000;840;1395907,875;4991990,25
