WKT_GEOM;ID_R_IMP_T;COMPETENZA;DENOMINAZI;POLIVALENT;SOCIETA_SP;INDIRIZZO;CITTA;CAP;CIRCOSCRIZ;URL;DISCIPLINA;COORD_X;COORD_Y
POINT (1393312.108 4990567.898);77;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;CALCIO;1393312,108;4990567,898
POINT (1393312.108 4990567.898);78;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;BOCCIOFILA;1393312,108;4990567,898
POINT (1393312.108 4990567.898);79;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;TENNIS;1393312,108;4990567,898
POINT (1393312.108 4990567.898);581;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;EDIFICI DI PERTINENZA;1393312,108;4990567,898
POINT (1393312.108 4990567.898);582;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;EDIFICI DI PERTINENZA;1393312,108;4990567,898
POINT (1396752.639 4989555.909);43;competenza del Settore Sport;Eridano;SI;Circolo ERIDANO;CORSO MONCALIERI 88;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=194;BOCCIOFILA;1396752,639;4989555,909
POINT (1396752.639 4989555.909);44;competenza del Settore Sport;Eridano;SI;Circolo ERIDANO;CORSO MONCALIERI 88;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=194;TENNIS;1396752,639;4989555,909
POINT (1396752.639 4989555.909);45;competenza del Settore Sport;Eridano;SI;Circolo ERIDANO;CORSO MONCALIERI 88;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=194;CANOA;1396752,639;4989555,909
POINT (1397441.731 4990634.565);33;competenza del Settore Sport;Canottieri Esperia;SI;Circolo ESPERIA;CORSO MONCALIERI 2;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=195;TENNIS;1397441,731;4990634,565
POINT (1397441.731 4990634.565);587;competenza del Settore Sport;Canottieri Esperia;SI;Circolo ESPERIA;CORSO MONCALIERI 2;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=195;EDIFICI DI PERTINENZA;1397441,731;4990634,565
POINT (1397441.731 4990634.565);588;competenza del Settore Sport;Canottieri Esperia;SI;Circolo ESPERIA;CORSO MONCALIERI 2;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=195;EDIFICI DI PERTINENZA;1397441,731;4990634,565
POINT (1397441.731 4990634.565);34;competenza del Settore Sport;Canottieri Esperia;SI;Circolo ESPERIA;CORSO MONCALIERI 2;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=195;CANOA;1397441,731;4990634,565
POINT (1396699.141 4989894.51);111;competenza del Settore Sport;Canottieri Armida;SI;SOC. CANOTTIERI ARMIDA;VIALE VIRGILIO 45;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=158;BOCCIOFILA;1396699,141;4989894,51
POINT (1396699.141 4989894.51);112;competenza del Settore Sport;Canottieri Armida;SI;SOC. CANOTTIERI ARMIDA;VIALE VIRGILIO 45;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=158;CANOA;1396699,141;4989894,51
POINT (1396699.141 4989894.51);589;competenza del Settore Sport;Canottieri Armida;SI;SOC. CANOTTIERI ARMIDA;VIALE VIRGILIO 45;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=158;EDIFICI DI PERTINENZA;1396699,141;4989894,51
POINT (1396699.141 4989894.51);590;competenza del Settore Sport;Canottieri Armida;SI;SOC. CANOTTIERI ARMIDA;VIALE VIRGILIO 45;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=158;EDIFICI DI PERTINENZA;1396699,141;4989894,51
POINT (1396699.141 4989894.51);591;competenza del Settore Sport;Canottieri Armida;SI;SOC. CANOTTIERI ARMIDA;VIALE VIRGILIO 45;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=158;EDIFICI DI PERTINENZA;1396699,141;4989894,51
POINT (1397165.033 4990262.441);26;competenza del Settore Sport;Canottieri Caprera;SI;SOC. CANOTTIERI CAPRERA;CORSO MONCALIERI 22/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=191;TENNIS;1397165,033;4990262,441
POINT (1397165.033 4990262.441);27;competenza del Settore Sport;Canottieri Caprera;SI;SOC. CANOTTIERI CAPRERA;CORSO MONCALIERI 22/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=191;CANOA;1397165,033;4990262,441
POINT (1397165.033 4990262.441);363;competenza del Settore Sport;Canottieri Caprera;SI;SOC. CANOTTIERI CAPRERA;CORSO MONCALIERI 22/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=191;PISCINA SCOPERTA;1397165,033;4990262,441
POINT (1397165.033 4990262.441);592;competenza del Settore Sport;Canottieri Caprera;SI;SOC. CANOTTIERI CAPRERA;CORSO MONCALIERI 22/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=191;EDIFICI DI PERTINENZA;1397165,033;4990262,441
POINT (1392379.169 4987601.078);58;competenza del Settore Sport;Tazzoli Tiro con l'arco giapponese - Kyudo;SI;Kyudo Sport Club;CORSO ENRICO TAZZOLI 78;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=277;TIRO CON ARCO;1392379,169;4987601,078
POINT (1392379.169 4987601.078);59;competenza del Settore Sport;Tazzoli Arrampicata;SI;S.A.S.P.;CORSO ENRICO TAZZOLI 78;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=176;ARRAMPICATA;1392379,169;4987601,078
POINT (1392379.169 4987601.078);60;competenza del Settore Sport;Tazzoli Arrampicata;SI;Fed.Ital. Hockey;CORSO ENRICO TAZZOLI 78;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=176;HOCKEY SU PRATO;1392379,169;4987601,078
POINT (1392379.169 4987601.078);364;competenza del Settore Sport;Tazzoli Arrampicata;SI;Fed.Ital. Hockey;CORSO ENRICO TAZZOLI 78;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=176;CALCETTO;1392379,169;4987601,078
POINT (1392379.169 4987601.078);593;competenza del Settore Sport;Tazzoli Arrampicata;SI;Fed.Ital. Hockey;CORSO ENRICO TAZZOLI 78;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=176;EDIFICI DI PERTINENZA;1392379,169;4987601,078
POINT (1394844.018 4993826.697);299;convenzione urbanistica;Sporting Dora (ex Michelin);NO;BRAMANTE 03 srl;CORSO UMBRIA 83;TORINO;10144;4;;TENNIS;1394844,018;4993826,697
POINT (1394844.018 4993826.697);365;convenzione urbanistica;Sporting Dora (ex Michelin);NO;BRAMANTE 03 srl;CORSO UMBRIA 83;TORINO;10144;4;;CALCETTO;1394844,018;4993826,697
POINT (1394844.018 4993826.697);366;convenzione urbanistica;Sporting Dora (ex Michelin);NO;BRAMANTE 03 srl;CORSO UMBRIA 83;TORINO;10144;4;;BOCCIOFILA;1394844,018;4993826,697
POINT (1394844.018 4993826.697);594;convenzione urbanistica;Sporting Dora (ex Michelin);NO;BRAMANTE 03 srl;CORSO UMBRIA 83;TORINO;10144;4;;EDIFICI DI PERTINENZA;1394844,018;4993826,697
POINT (1392337.085 4990563.847);107;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;CALCIO;1392337,085;4990563,847
POINT (1392337.085 4990563.847);108;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;ATLETICA;1392337,085;4990563,847
POINT (1392337.085 4990563.847);595;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;EDIFICI DI PERTINENZA;1392337,085;4990563,847
POINT (1392337.085 4990563.847);596;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;EDIFICI DI PERTINENZA;1392337,085;4990563,847
POINT (1392337.085 4990563.847);597;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;EDIFICI DI PERTINENZA;1392337,085;4990563,847
POINT (1393705.262 4986705.76);210;competenza del Settore Sport;Stadio Passo Buole;SI;ASD Bacicalupo/ACD Lingotto    Juve 98/Torino 3006                   Softball Junior Torino;VIA PASSO BUOLE 96;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=174;BASEBALL;1393705,262;4986705,76
POINT (1393705.262 4986705.76);212;competenza del Settore Sport;Stadio Passo Buole;SI;ASD Bacicalupo/ACD Lingotto    Juve 98/Torino 3006                   Softball Junior Torino;VIA PASSO BUOLE 96;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=174;CALCIO;1393705,262;4986705,76
POINT (1393705.262 4986705.76);602;competenza del Settore Sport;Stadio Passo Buole;SI;ASD Bacicalupo/ACD Lingotto    Juve 98/Torino 3006                   Softball Junior Torino;VIA PASSO BUOLE 96;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=174;EDIFICI DI PERTINENZA;1393705,262;4986705,76
POINT (1393705.262 4986705.76);609;competenza del Settore Sport;Stadio Passo Buole;SI;ASD Bacicalupo/ACD Lingotto    Juve 98/Torino 3006                   Softball Junior Torino;VIA PASSO BUOLE 96;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=174;EDIFICI DI PERTINENZA;1393705,262;4986705,76
POINT (1393705.262 4986705.76);211;competenza del Settore Sport;Stadio Passo Buole;SI;ASD Bacicalupo/ACD Lingotto    Juve 98/Torino 3006                   Softball Junior Torino;VIA PASSO BUOLE 96;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=174;SOFTBALL;1393705,262;4986705,76
POINT (1393661.206 4984881.385);114;competenza del Settore Sport;Le Cupole;SI;;VIA EMANUELE ARTOM 111;TORINO;10127;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=175;PALAZZETTO;1393661,206;4984881,385
POINT (1393661.206 4984881.385);576;competenza del Settore Sport;Le Cupole;SI;;VIA EMANUELE ARTOM 111;TORINO;10127;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=175;EDIFICI DI PERTINENZA;1393661,206;4984881,385
POINT (1392388.465 4990235.555);104;competenza del Settore Sport;Palazzo dello Sport Ruffini;SI;;VIALE BURDIN 10;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=172;PALAZZETTO;1392388,465;4990235,555
POINT (1392388.465 4990235.555);577;competenza del Settore Sport;Palazzo dello Sport Ruffini;SI;;VIALE BURDIN 10;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=172;EDIFICI DI PERTINENZA;1392388,465;4990235,555
POINT (1394067.3245213 4990489.67356205);131;competenza del Settore Sport;Centro Arrampicata Torino;NO;C.A.T. SSD a R.L.;VIA PAOLO BRACCINI 18;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=258;ARRAMPICATA;1394067,3245213;4990489,67356205
POINT (1392050.44895833 4992557.0484375);204;competenza del Settore Sport;Palestra scolastica Pacchiotti;NO;Federazione Ginnastica d'Italia;VIA GIACINTO PACCHIOTTI 71;TORINO;10146;4;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=4;PALESTRA;1392050,44895833;4992557,0484375
POINT (1392050.44895833 4992557.0484375);362;competenza del Settore Sport;Palestra scolastica Pacchiotti;NO;Federazione Ginnastica d'Italia;VIA GIACINTO PACCHIOTTI 71;TORINO;10146;4;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=4;CALCETTO;1392050,44895833;4992557,0484375
POINT (1392050.44895833 4992557.0484375);603;competenza del Settore Sport;Palestra scolastica Pacchiotti;NO;Federazione Ginnastica d'Italia;VIA GIACINTO PACCHIOTTI 71;TORINO;10146;4;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=4;EDIFICI DI PERTINENZA;1392050,44895833;4992557,0484375
POINT (1392587.74583333 4987454.94270834);243;competenza del Settore Sport;Stadio del Ghiaccio Tazzoli;NO;;VIA SANREMO 67;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=177;GHIACCIO;1392587,74583333;4987454,94270834
POINT (1392587.74583333 4987454.94270834);601;competenza del Settore Sport;Stadio del Ghiaccio Tazzoli;NO;;VIA SANREMO 67;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=177;EDIFICI DI PERTINENZA;1392587,74583333;4987454,94270834
POINT (1399092.539 4991403.854);14;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;CALCIO;1399092,539;4991403,854
POINT (1399092.539 4991403.854);336;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;CICLISMO;1399092,539;4991403,854
POINT (1399092.539 4991403.854);604;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;EDIFICI DI PERTINENZA;1399092,539;4991403,854
POINT (1399092.539 4991403.854);605;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;EDIFICI DI PERTINENZA;1399092,539;4991403,854
POINT (1399092.539 4991403.854);606;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;EDIFICI DI PERTINENZA;1399092,539;4991403,854
POINT (1399092.539 4991403.854);607;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;EDIFICI DI PERTINENZA;1399092,539;4991403,854
POINT (1399092.539 4991403.854);608;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;EDIFICI DI PERTINENZA;1399092,539;4991403,854
POINT (1399092.539 4991403.854);335;competenza del Settore Sport;Motovelodromo Fausto Coppi;SI;Comitato per la gestione del Motovelodromo;CORSO CASALE 144;TORINO;10132;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=193;ATLETICA;1399092,539;4991403,854
POINT (1392516.929 4990514.009);62;competenza del Settore Sport;Tamburello;NO;ATS Amatori Tamburello;CORSO TRAPANI 196/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=202;TAMBURELLO;1392516,929;4990514,009
POINT (1392516.929 4990514.009);598;competenza del Settore Sport;Tamburello;NO;ATS Amatori Tamburello;CORSO TRAPANI 196/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=202;EDIFICI DI PERTINENZA;1392516,929;4990514,009
POINT (1392516.929 4990514.009);599;competenza del Settore Sport;Tamburello;NO;ATS Amatori Tamburello;CORSO TRAPANI 196/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=202;EDIFICI DI PERTINENZA;1392516,929;4990514,009
POINT (1393301.229 4985476.554);208;competenza del Settore Sport;Golf Colonnetti;NO;FEDER. ITALIANA GOLF  COMIT. Reg.Piemonte;VIA MODESTO PANETTI 30;TORINO;10127;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=259;GOLF;1393301,229;4985476,554
POINT (1392654.599 4987639.606);697;;Palestra scolastica Vidari;NO;;VIA SANREMO 46;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=30;PALESTRA SCOLASTICA;1392654,599;4987639,606
POINT (1394864.825 4995948.43);696;;Palestra scolastica Vian;NO;    ;VIA ETTORE STAMPINI 25;TORINO;10148;5;http://www.smsvian.it;PALESTRA SCOLASTICA;1394864,825;4995948,43
POINT (1396246.007 4991627.549);695;competenza della Circoscrizione;Palestra scolastica Valfrè;NO;;VIA S. TOMMASO 17;TORINO;10121;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=20;PALESTRA SCOLASTICA;1396246,007;4991627,549
POINT (1392497.589 4995174.116);694;competenza della Circoscrizione;Palestra scolastica Turoldo;NO;    ;VIA DELLE MAGNOLIE 9;TORINO;10151;5;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=297;PALESTRA SCOLASTICA;1392497,589;4995174,116
POINT (1396755.549 4990742.568);693;competenza della Circoscrizione;Palestra scolastica Tommaseo;NO;;VIA DEI MILLE 15;TORINO;10123;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=13;PALESTRA SCOLASTICA;1396755,549;4990742,568
POINT (1395323.108 4987646.095);692;competenza della Circoscrizione;Palestra Scolastica Succursale Peyron (ex Enrico Fermi);NO;    ;PIAZZA CARLO GIACOMINI 24;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=223;PALESTRA SCOLASTICA;1395323,108;4987646,095
POINT (1393420.042 4986105.243);691;competenza della Circoscrizione;Palestra Scolastica Succursale  Collodi (ex Rodari);NO;    ;VIA PIACENZA 16;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=225;PALESTRA SCOLASTICA;1393420,042;4986105,243
POINT (1395712.213 4989065.699);690;competenza della Circoscrizione;Palestra Scolastica Silvio Pellico;NO;    ;VIA MADAMA CRISTINA 102;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=314;PALESTRA SCOLASTICA;1395712,213;4989065,699
POINT (1399192.099 4989538.988);689;competenza della Circoscrizione;Palestra Scolastica Santa Margherita;NO;    ;STRADA DI PECETTO 12;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=316;PALESTRA SCOLASTICA;1399192,099;4989538,988
POINT (1396212.659 4989978.355);688;competenza della Circoscrizione;Palestra Scolastica Rayneri;NO;    ;CORSO GUGLIELMO MARCONI 28;TORINO;10125;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=315;PALESTRA SCOLASTICA;1396212,659;4989978,355
POINT (1395066.124 4986560.11);687;competenza della Circoscrizione;Palestra Scolastica Peyron;NO;    ;VIA VALENZA 71;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=220;PALESTRA SCOLASTICA;1395066,124;4986560,11
POINT (1396260.214 4988384.396);686;competenza della Circoscrizione;Palestra Scolastica Parato (Succursale Scuola S. Pellico);NO;    ;VIA AQUILEIA 8;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=310;PALESTRA SCOLASTICA;1396260,214;4988384,396
POINT (1396180.909 4988279.134);685;competenza della Circoscrizione;Palestra Scolastica Matteotti;NO;    ;CORSO SICILIA 40;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=312;PALESTRA SCOLASTICA;1396180,909;4988279,134
POINT (1396261.86 4989899.684);684;competenza della Circoscrizione;Palestra Scolastica Manzoni;NO;    ;VIA GIUSEPPE GIACOSA 25;TORINO;10125;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=311;PALESTRA SCOLASTICA;1396261,86;4989899,684
POINT (1393441.373 4986904.332);683;;Palestra Scolastica Istituto Comprensivo Via Sidoli (ex Dogliotti);NO;;VIA GIUDITTA SIDOLI 10;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=230;PALESTRA SCOLASTICA;1393441,373;4986904,332
POINT (1394047.717 4986421.167);682;;Palestra Scolastica Istituto Comprensivo Via Sidoli ( ex Jovine succursale Dogliotti);NO;;VIA GIOVANNI FLECCHIA 8/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=224;PALESTRA SCOLASTICA;1394047,717;4986421,167
POINT (1394124.148 4987956.064);681;;Palestra scolastica Istituto Comprensivo Via Montevideo Ex Vico (Succursale);NO;;VIA TUNISI 102;TORINO;10134;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=227;PALESTRA SCOLASTICA;1394124,148;4987956,064
POINT (1394124.148 4987956.064);680;;Palestra Scolastica Istituto Comprensivo di Via Montevideo (ex Vico);NO;;VIA TUNISI 102;TORINO;10134;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=222;PALESTRA SCOLASTICA;1394124,148;4987956,064
POINT (1393420.042 4986105.243);679;competenza della Circoscrizione;Palestra Scolastica Istituto Comprensivo Calamadrei  Centrale (ex  Fontanesi);NO;    ;VIA PIACENZA 16;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=231;PALESTRA SCOLASTICA;1393420,042;4986105,243
POINT (1397189.136 4990038.135);678;competenza della Circoscrizione;Palestra Scolastica Don Bosco;NO;    ;VIA LUCIANO MANARA 10;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=309;PALESTRA SCOLASTICA;1397189,136;4990038,135
POINT (1393248.117 4986137.194);676;;Palestra Scolastica Collodi;NO;;CORSO BENEDETTO CROCE 26;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=229;PALESTRA SCOLASTICA;1393248,117;4986137,194
POINT (1392765.327 4986464.291);675;;Palestra Scolastica Calamandrei Succursale (ex Giovanni XXIII);NO;;VIA NICHELINO 7;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=217;PALESTRA SCOLASTICA;1392765,327;4986464,291
POINT (1397150.909 4989938.863);674;competenza della Circoscrizione;Palestra Scolastica Nievo;NO;    ;VIA MENTANA 14;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=313;PALESTRA SCOLASTICA;1397150,909;4989938,863
POINT (1395496.437 4992367.443);673;competenza della Circoscrizione;Palestra scolastica Sclopis;NO;;VIA DEL CARMINE 27;TORINO;10122;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=5;PALESTRA SCOLASTICA;1395496,437;4992367,443
POINT (1392225.879 4989268.631);672;;Palestra scolastica Sclarandi;NO;;VIA BALTIMORA 171;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=28;PALESTRA SCOLASTICA;1392225,879;4989268,631
POINT (1390385.641 4986032.891);671;;Palestra scolastica Salvemini Sede;NO;Istituto Comprensivo Salvemini;VIA CELESTE NEGARVILLE 30 int. 6;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=182;PALESTRA SCOLASTICA;1390385,641;4986032,891
POINT (1396003.232 4994905.892);670;;Palestra scolastica Saba;NO;;VIA CARLO LORENZINI 4;TORINO;10147;5;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=295;PALESTRA SCOLASTICA;1396003,232;4994905,892
