Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data;Ora
Convivenza Civile;Altro;3;MARSIGLI/LUIGI FERDINANDO (VIA);;28/01/2014;
Convivenza Civile;Altro;4;PINELLI/PIERDIONIGI (VIA);;28/01/2014;
Convivenza Civile;Altro;7;LA SALLE/S. GIOVANNI BATTISTA (VIA);;28/01/2014;
Convivenza Civile;Altro;1;RE UMBERTO/(CORSO);;28/01/2014;12.42
Convivenza Civile;Altro;3;SESTRIERE/(VIA);;29/01/2014;
Convivenza Civile;Altro;4;FOGAZZARO/ANTONIO (VIA);;29/01/2014;
Convivenza Civile;Altro;5;CINCINNATO/L. QUINZIO (CORSO);;29/01/2014;
Convivenza Civile;Altro;1;S. SECONDO/(VIA);;30/01/2014;
Convivenza Civile;Altro;3;MODANE/(VIA);;30/01/2014;
Convivenza Civile;Altro;5;BIBIANA/(VIA);;30/01/2014;
Convivenza Civile;Altro;2;FILADELFIA/(VIA);;31/01/2014;12.09
Convivenza Civile;Altro;4;COSSA/PIETRO (VIA);;03/02/2014;
Convivenza Civile;Altro;4;PACCHIOTTI/GIACINTO (VIA);;03/02/2014;
Convivenza Civile;Altro;4;SERVAIS/GIOVANNI (VIA);;03/02/2014;
Convivenza Civile;Altro;6;CENTALLO/(VIA);;03/02/2014;
Convivenza Civile;Altro;4;CIBRARIO/LUIGI (VIA);;04/02/2014;
Convivenza Civile;Altro;7;BELLARDO/(STRADA DEL);;04/02/2014;
Convivenza Civile;Altro;9;NIZZA/(VIA);;04/02/2014;
Convivenza Civile;Altro;1;PRINCIPE EUGENIO/(CORSO);;05/02/2014;
Convivenza Civile;Altro;1;SICCARDI/GIUSEPPE (CORSO);;05/02/2014;
Convivenza Civile;Altro;5;BIBIANA/(VIA);;05/02/2014;
Convivenza Civile;Altro;5;CHIESA DELLA SALUTE/(VIA);;05/02/2014;
Convivenza Civile;Altro;5;NIGRA/COSTANTINO (VIA);;05/02/2014;
Convivenza Civile;Altro;6;FELETTO/(VIA);;05/02/2014;
Convivenza Civile;Altro;7;MONGRENO/(STRADA);;05/02/2014;
Convivenza Civile;Altro;2;TRIPOLI/(VIA);;05/02/2014;13.04
Convivenza Civile;Altro;1;PRINCIPE EUGENIO/(CORSO);;05/02/2014;13.46
Convivenza Civile;Altro;6;LAZIO/(LUNGO STURA);;07/02/2014;
Convivenza Civile;Altro;7;CIRIE'/(VIA);;07/02/2014;
Convivenza Civile;Altro;5;LOMBARDIA/(CORSO);;10/02/2014;
Convivenza Civile;Altro;8;MARCONI/GUGLIELMO (CORSO);;10/02/2014;
Convivenza Civile;Altro;3;QUARTO DEI MILLE/(VIA);;10/02/2014;8.00
Convivenza Civile;Altro;2;BOSTON/(VIA);;11/02/2014;
Convivenza Civile;Altro;5;PITTARA/CARLO (VIA);;12/02/2014;
Convivenza Civile;Altro;5;QUINCINETTO/(VIA);;12/02/2014;
Convivenza Civile;Altro;6;CONTI REBAUDENGO (PIAZZA);;12/02/2014;
Convivenza Civile;Altro;6;TARANTO/(CORSO);;12/02/2014;
Convivenza Civile;Altro;7;CECCHI/ANTONIO (VIA);;12/02/2014;
Convivenza Civile;Altro;7;LESSOLO/(VIA);;12/02/2014;
Convivenza Civile;Altro;2;BARLETTA/(VIA);;13/02/2014;
Convivenza Civile;Altro;5;ALA DI STURA/(VIA);;13/02/2014;
Convivenza Civile;Altro;8;BARETTI/GIUSEPPE (VIA);;13/02/2014;
Convivenza Civile;Altro;8;BARETTI/GIUSEPPE (VIA);;13/02/2014;
Convivenza Civile;Altro;8;MADAMA CRISTINA/(PIAZZA);;13/02/2014;
Convivenza Civile;Altro;5;RANDACCIO/GIOVANNI (VIA);;14/02/2014;
Convivenza Civile;Altro;7;MARTINI/LORENZO (VIA);;16/02/2014;
Convivenza Civile;Altro;4;COLLEASCA/(VIA);;17/02/2014;
Convivenza Civile;Altro;3;VIBERTI/CANDIDO (VIA);Area Verde;17/02/2014;10.10
Convivenza Civile;Altro;1;CARLE/GIUSEPPE E ANTONIO (VIA);;18/02/2014;
Convivenza Civile;Altro;3;CASTELLINO/ONORATO (VIA);;18/02/2014;
Convivenza Civile;Altro;6;GIULIO CESARE/(CORSO);;18/02/2014;
Convivenza Civile;Altro;9;NIZZA/(VIA);;18/02/2014;9.15
Convivenza Civile;Altro;2;DEL PRETE/CARLO (VIA);;19/02/2014;
Convivenza Civile;Altro;6;CENA/GIOVANNI (VIA);;19/02/2014;
Convivenza Civile;Altro;3;SUSA/(VIA);;20/02/2014;
Convivenza Civile;Altro;3;SUSA/(VIA);;20/02/2014;
Convivenza Civile;Altro;6;OXILIA/NINO (VIA);;20/02/2014;
Convivenza Civile;Altro;8;PELLICO/SILVIO (VIA);;24/02/2014;
Convivenza Civile;Altro;5;SAORGIO/(VIA);;25/02/2014;
Convivenza Civile;Altro;7;PAVIA/(VIA);;26/02/2014;13.04
Convivenza Civile;Altro;3;GROPELLO/GIAMBATTISTA (VIA);;27/02/2014;
Convivenza Civile;Altro;3;MARTINI MAURI/ENRICO (VIA);;27/02/2014;
Convivenza Civile;Altro;4;COSSA/PIETRO (VIA);;27/02/2014;
Convivenza Civile;Altro;6;MONTE ROSA/(VIA);;27/02/2014;
Convivenza Civile;Altro;1;SAVOIA/(PIAZZA);;27/02/2014;9.44
Convivenza Civile;Altro;4;SERVAIS/GIOVANNI (VIA);;28/02/2014;10.26
Convivenza Civile;Altro;2;GAIDANO/PAOLO (VIA);;03/03/2014;
Convivenza Civile;Altro;6;PACINI/GIOVANNI (VIA);;03/03/2014;
Convivenza Civile;Altro;8;VALPERGA/CALUSO (VIA);;03/03/2014;9.50
Convivenza Civile;Altro;8;GALLIARI/BERNARDINO (VIA);;03/03/2014;10.00
Convivenza Civile;Altro;6;D'ANDRADE/ALFREDO (VIA);;03/03/2014;17.07
Convivenza Civile;Altro;5;ORBETELLO/(VIA);;04/03/2014;11.26
Convivenza Civile;Altro;10;DE MAISTRE FRATELLI/(VIA);;05/03/2014;9.00
Convivenza Civile;Altro;2;ORBASSANO/(LARGO);;06/03/2014;
Convivenza Civile;Altro;6;CUORGNE'/(STRADA);;06/03/2014;
Convivenza Civile;Altro;3;FRANCIA/(CORSO);;06/03/2014;12.48
Convivenza Civile;Altro;2;SIRACUSA/(CORSO);;07/03/2014;
Convivenza Civile;Altro;3;CARAGLIO/(VIA);;07/03/2014;
Convivenza Civile;Altro;5;BREGLIO/(VIA);;07/03/2014;
Convivenza Civile;Altro;5;GLADIOLI/(VIA DEI);;07/03/2014;
Convivenza Civile;Altro;3;VANDALINO/(VIA);;08/03/2014;
Convivenza Civile;Altro;6;TARANTO/(CORSO);;10/03/2014;
Convivenza Civile;Altro;7;CUNEO/(VIA);;10/03/2014;
Convivenza Civile;Altro;8;BRAMANTE/(CORSO);;10/03/2014;12.36
Convivenza Civile;Altro;2;DEL PRETE/CARLO (VIA);;11/03/2014;16.33
Convivenza Civile;Altro;8;CAGNI/UMBERTO (VIALE);;12/03/2014;
Convivenza Civile;Altro;9;BOSSOLI/CARLO (VIA);;12/03/2014;
Convivenza Civile;Altro;7;MODENA/(VIA);;13/03/2014;8.00
Convivenza Civile;Altro;6;BOITO/ARRIGO (VIA);;14/03/2014;
Convivenza Civile;Altro;6;RESPIGHI/OTTORINO (PIAZZA);;14/03/2014;
Convivenza Civile;Altro;8;BIDONE/GIORGIO (VIA);;14/03/2014;8.00
Convivenza Civile;Altro;6;PORPORA/NICOLA (VIA);;17/03/2014;
Convivenza Civile;Altro;7;CADORE/(CORSO);;17/03/2014;
Convivenza Civile;Altro;9;PASSO BUOLE/(VIA);;18/03/2014;9.00
Convivenza Civile;Altro;7;MONGRANDO/(VIA);;19/03/2014;
Convivenza Civile;Altro;10;FORMIGGINI/ANGELO FORTUNATO (VIA);;19/03/2014;
Convivenza Civile;Altro;1;BAVA/EUSEBIO (VIA);;20/03/2014;
Convivenza Civile;Altro;5;PALLI/NATALE (VIA);;20/03/2014;
Convivenza Civile;Altro;1;CORTE D'APPELLO/(VIA);;21/03/2014;
Convivenza Civile;Altro;9;SPAZZAPAN/LUIGI (VIA);;24/03/2014;
Convivenza Civile;Altro;5;TOSCANA/(CORSO);;25/03/2014;
Convivenza Civile;Altro;8;MADAMA CRISTINA/(VIA);;25/03/2014;
Convivenza Civile;Altro;5;BRIN/BENEDETTO (CORSO);;25/03/2014;10.20
Convivenza Civile;Altro;6;MONTE ROSA/(VIA);;25/03/2014;11.22
Convivenza Civile;Altro;2;MONTEZEMOLO/(VIA);;26/03/2014;
Convivenza Civile;Altro;2;ORBASSANO/(CORSO);;26/03/2014;
Convivenza Civile;Altro;4;TELESIO/BERNARDINO (CORSO);;26/03/2014;
Convivenza Civile;Altro;8;MATTIOLI/PIER ANDREA (VIALE);Area Verde;27/03/2014;14.43
Convivenza Civile;Altro;1;VENTI SETTEMBRE/(VIA);;27/03/2014;12.54
Convivenza Civile;Altro;1;DE GASPERI/ALCIDE (CORSO);;31/03/2014;
Convivenza Civile;Altro;1;VERDI/GIUSEPPE (VIA);;31/03/2014;
Convivenza Civile;Altro;5;LEMIE/(VIA);;31/03/2014;
Convivenza Civile;Altro;6;CRUTO/ALESSANDRO (VIA);;31/03/2014;
Convivenza Civile;Altro;1;PO/(VIA);;01/04/2014;
Convivenza Civile;Altro;3;MONTE CUCCO/(CORSO);;01/04/2014;
Convivenza Civile;Altro;5;CAMPIGLIA/(VIA);;01/04/2014;
Convivenza Civile;Altro;4;MONASTERO/(PIAZZA DEL);;01/04/2014;16.35
Convivenza Civile;Altro;8;BRAMANTE/(CORSO);;02/04/2014;12.35
Convivenza Civile;Altro;4;BALME/(VIA);;02/04/2014;9.21
Convivenza Civile;Altro;5;VIBO'/(VIA);;02/04/2014;12.15
Convivenza Civile;Altro;2;GORIZIA/(VIA);;03/04/2014;
Convivenza Civile;Altro;5;ORBETELLO/(VIA);;03/04/2014;11.04
Convivenza Civile;Altro;1;RE UMBERTO/(CORSO);;03/04/2014;8.26
Convivenza Civile;Altro;1;CHISONE/(VIA);;04/04/2014;11.30
Convivenza Civile;Altro;1;PALAZZO DI CITTA'/(PIAZZA);;07/04/2014;
Convivenza Civile;Altro;1;ROMA/(VIA);;07/04/2014;
Convivenza Civile;Altro;6;GIULIO CESARE/(CORSO);;07/04/2014;
Convivenza Civile;Altro;8;MONCALIERI/(CORSO);;07/04/2014;
Convivenza Civile;Altro;8;NIZZA/(VIA);;07/04/2014;
Convivenza Civile;Altro;10;VIGLIANI/ONORATO (VIA);;07/04/2014;10.12
Convivenza Civile;Altro;1;POMBA/GIUSEPPE (VIA);;07/04/2014;8.50
Convivenza Civile;Altro;1;NIZZA/(VIA);;08/04/2014;
Convivenza Civile;Altro;1;AMENDOLA/GIOVANNI (VIA);;09/04/2014;
Convivenza Civile;Altro;3;BRUNELLESCHI/FILIPPO (CORSO);;09/04/2014;8.31
Convivenza Civile;Altro;8;VILLA QUIETE/(VIA ALLA);;09/04/2014;9.00
Convivenza Civile;Altro;1;S. FRANCESCO DA PAOLA/(VIA);;09/04/2014;9.30
Convivenza Civile;Altro;3;FATTORI/GIOVANNI (VIA);;09/04/2014;11.45
Convivenza Civile;Altro;7;SELLA/QUINTINO (CORSO);;10/04/2014;
Convivenza Civile;Altro;8;MONCALIERI/(CORSO);;10/04/2014;13.50
Convivenza Civile;Altro;8;MONCALIERI/(CORSO);;10/04/2014;13.50
Convivenza Civile;Altro;4;RISORGIMENTO/(PIAZZA);;11/04/2014;
Convivenza Civile;Altro;5;CIAMARELLA/(VIA);;14/04/2014;
Convivenza Civile;Altro;1;S. ANTONIO DA PADOVA/(VIA);;14/04/2014;12.10
Convivenza Civile;Altro;4;LE CHIUSE/(VIA);;15/04/2014;
Convivenza Civile;Altro;6;BORRIANA/(VIA);;15/04/2014;9.15
Convivenza Civile;Altro;1;GARIBALDI/GIUSEPPE (VIA);;16/04/2014;9.57
Convivenza Civile;Altro;4;BASSE DI DORA/(STRADA);;17/04/2014;
Convivenza Civile;Altro;5;VILLAR DORA/(STRADA);;17/04/2014;
Convivenza Civile;Altro;7;VANCHIGLIA/(VIA);;17/04/2014;
Convivenza Civile;Altro;1;BUOZZI/BRUNO (VIA);;17/04/2014;9.00
Convivenza Civile;Altro;1;S. AGOSTINO/(VIA);;18/04/2014;
Convivenza Civile;Altro;1;S. SECONDO/(VIA);;18/04/2014;
Convivenza Civile;Altro;7;CIGNA/FRANCESCO (VIA);;18/04/2014;10.49
Convivenza Civile;Altro;6;SETTIMO/(STRADA DI);;18/04/2014;9.13
Convivenza Civile;Altro;7;VARALLO/(VIA);;18/04/2014;9.23
Convivenza Civile;Altro;6;TARANTO/(CORSO);;18/04/2014;13.20
Convivenza Civile;Altro;4;MIGLIARA/GIOVANNI (LARGO);;22/04/2014;
Convivenza Civile;Altro;4;PIANEZZA/(VIA);;22/04/2014;
Convivenza Civile;Altro;6;MONTE ROSA/(VIA);;22/04/2014;
Convivenza Civile;Altro;1;BOGINO/CONTE GIAMBATTISTA (VIA);;23/04/2014;
Convivenza Civile;Altro;4;REGINA MARGHERITA/(CORSO);;24/04/2014;9.59
Convivenza Civile;Altro;6;LAZIO/(LUNGO STURA);;28/04/2014;
Convivenza Civile;Altro;6;MADDALENE/(VIA);;28/04/2014;
Convivenza Civile;Altro;3;TRAPANI/(CORSO);;28/04/2014;9.59
Convivenza Civile;Altro;6;CALVI/PIER FORTUNATO (VIA);;29/04/2014;
Convivenza Civile;Altro;7;TERAMO/(VIA);;29/04/2014;
Convivenza Civile;Altro;8;MONTI/VINCENZO (VIA);;29/04/2014;
Convivenza Civile;Altro;7;BELGIO/(CORSO);;30/04/2014;
Convivenza Civile;Altro;5;SOSPELLO/(VIA);Area Verde;03/05/2014;
Convivenza Civile;Altro;6;BENACO/(VIA);;05/05/2014;10.42
Convivenza Civile;Altro;4;CREVACUORE/(VIA);;06/05/2014;
Convivenza Civile;Altro;6;SANTHIA'/(VIA);;06/05/2014;13.06
Convivenza Civile;Altro;2;MONTEZEMOLO/(VIA);;06/05/2014;10.19
Convivenza Civile;Altro;7;BRESCIA/(CORSO);;07/05/2014;
Convivenza Civile;Altro;5;COPPINO/MICHELE (VIA);;07/05/2014;9.56
Convivenza Civile;Altro;1;ARBARELLO/VINCENZO (PIAZZA);;09/05/2014;
Convivenza Civile;Altro;3;RUBIANA/(VIA);;09/05/2014;10.23
Convivenza Civile;Altro;7;SIENA/(LUNGO DORA);;09/05/2014;10.32
Convivenza Civile;Altro;7;TOMMASEO/NICOLO' (VIA);;09/05/2014;11.51
Convivenza Civile;Altro;1;S. CROCE/(VIA);;12/05/2014;
Convivenza Civile;Altro;1;DUCA DEGLI ABRUZZI/(CORSO);;13/05/2014;
Convivenza Civile;Altro;1;MAZZINI/GIUSEPPE (VIA);;13/05/2014;
Convivenza Civile;Altro;4;CAPUA/(VIA);;13/05/2014;
Convivenza Civile;Altro;6;BETULLE/(VIA DELLE);;13/05/2014;
Convivenza Civile;Altro;6;QUITTENGO/(VIA);;13/05/2014;
Convivenza Civile;Altro;8;D'AZEGLIO/MASSIMO (CORSO);;13/05/2014;9.15
Convivenza Civile;Altro;1;RE UMBERTO/(CORSO);;14/05/2014;
Convivenza Civile;Altro;3;MORETTA/(VIA);;14/05/2014;
Convivenza Civile;Altro;9;GENOVA/(VIA);;14/05/2014;
Convivenza Civile;Altro;5;COSSA/PIETRO (VIA);;14/05/2014;9.00
Convivenza Civile;Altro;8;NIZZA/(VIA);;15/05/2014;9.30
Convivenza Civile;Altro;7;REGIO PARCO/(CORSO);;15/05/2014;10.30
Convivenza Civile;Altro;2;ROSSELLI/CARLO E NELLO (CORSO);;16/05/2014;9.56
Convivenza Civile;Altro;2;TRIPOLI/(VIA);;16/05/2014;14.57
Convivenza Civile;Altro;1;CARLO ALBERTO/(VIA);;17/05/2014;
Convivenza Civile;Altro;8;MARCONI/GUGLIELMO (CORSO);;17/05/2014;
Convivenza Civile;Altro;1;CASTELLO/(PIAZZA);;20/05/2014;
Convivenza Civile;Altro;1;MAGELLANO/FERDINANDO (VIA);;20/05/2014;
Convivenza Civile;Altro;1;S. SECONDO/(VIA);;20/05/2014;
Convivenza Civile;Altro;1;BRAMANTE/(CORSO);;20/05/2014;8.43
Convivenza Civile;Altro;1;ROCCA/(VIA DELLA);;21/05/2014;
Convivenza Civile;Altro;1;EMANUELE FILIBERTO/(PIAZZA);;23/05/2014;
Convivenza Civile;Altro;1;S. MASSIMO/(VIA);;23/05/2014;
Convivenza Civile;Altro;3;BRUNELLESCHI/FILIPPO (CORSO);;23/05/2014;9.00
Convivenza Civile;Altro;3;AVIGLIANA/(VIA);;27/05/2014;
Convivenza Civile;Altro;6;LOMBARDORE/(VIA);;27/05/2014;
Convivenza Civile;Altro;1;CORPUS DOMINI/(PIAZZA);;28/05/2014;
Convivenza Civile;Altro;3;FRANCIA/(CORSO);;28/05/2014;
Convivenza Civile;Altro;1;BIANCAMANO/UMBERTO (VIA);;29/05/2014;
Convivenza Civile;Altro;2;CASTELNUOVO DELLE LANZE/CARLO (VIA);;30/05/2014;
Convivenza Civile;Altro;10;MIRAFIORI/(STRADA DI);;30/05/2014;
Convivenza Civile;Altro;3;BRUNELLESCHI/FILIPPO (CORSO);;30/05/2014;13.23
Convivenza Civile;Altro;1;RE UMBERTO/(CORSO);;02/06/2014;
Convivenza Civile;Altro;2;TIRRENO/(LARGO);;03/06/2014;12.21
Convivenza Civile;Altro;1;VITTORIO EMANUELE II/(CORSO);;05/06/2014;
Convivenza Civile;Altro;1;LAMARMORA/ALFONSO (VIA);;06/06/2014;
Convivenza Civile;Altro;1;PRINCIPE EUGENIO/(CORSO);;06/06/2014;
Convivenza Civile;Altro;1;PRINCIPE EUGENIO/(CORSO);;06/06/2014;
Convivenza Civile;Altro;6;VALPRATO/(VIA);;06/06/2014;9.50
Convivenza Civile;Altro;7;PALERMO/(CORSO);;09/06/2014;9.37
Convivenza Civile;Altro;3;RACCONIGI/(LARGO);;09/06/2014;11.10
Convivenza Civile;Altro;2;ROMITA/GIUSEPPE (VIA);;09/06/2014;12.54
Convivenza Civile;Altro;6;PALESTRINA/PIER LUIGI (VIA);;10/06/2014;
Convivenza Civile;Altro;6;QUERCE/(VIA DELLE);;11/06/2014;
Convivenza Civile;Altro;6;S. MAURO/(STRADA);;11/06/2014;
Convivenza Civile;Altro;5;CHIESA DELLA SALUTE/(VIA);;11/06/2014;14.27
Convivenza Civile;Altro;4;TELESIO/BERNARDINO (CORSO);;14/06/2014;
Convivenza Civile;Altro;6;VERCELLI/(CORSO);;14/06/2014;
Convivenza Civile;Altro;8;CANOVA/ANTONIO (VIA);;16/06/2014;9.38
Convivenza Civile;Altro;7;PADOVA/(VIA);;17/06/2014;
Convivenza Civile;Altro;5;FORLI'/(VIA);;17/06/2014;13.08
