Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data Segnalazione;Ora Segnalazione
Qualità Urbana;Altro;9;SEBASTOPOLI/(CORSO)                                                   ;;31/05/2012;
Qualità Urbana;Altro;1;VESPUCCI/AMERIGO (VIA)                                                ;;01/06/2012;
Qualità Urbana;Altro;6;MERCADANTE/SAVERIO (VIA)                                              ;;04/06/2012;
Qualità Urbana;Altro;1;EGEO/(VIA)                                                            ;;04/06/2012;08.00
Qualità Urbana;Altro;6;AEROPORTO/(STRADA DELL')                                              ;;05/06/2012;
Qualità Urbana;Altro;3;CARAGLIO/(VIA)                                                        ;;07/06/2012;
Qualità Urbana;Altro;6;S. MAURO/(STRADA)                                                     ;;07/06/2012;
Qualità Urbana;Altro;8;NOBILE/(STRADA DEL)                                                   ;;07/06/2012;
Qualità Urbana;Altro;10;PORTONE/(STRADA DEL)                                                  ;;07/06/2012;12.38
Qualità Urbana;Altro;4;TELESIO/BERNARDINO (CORSO)                                            ;;08/06/2012;
Qualità Urbana;Altro;6;BOTTESINI/GIOVANNI (PIAZZA)                                           ;;11/06/2012;
Qualità Urbana;Altro;6;S. BENIGNO/(VIA)                                                      ;;11/06/2012;
Qualità Urbana;Altro;1;CAIROLI/(CORSO)                                                       ;;11/06/2012;09.36
Qualità Urbana;Altro;5;ZUBIENA/(VIA)                                                         ;;13/06/2012;
Qualità Urbana;Altro;6;TOSCANINI/ARTURO (VIA)                                                ;;15/06/2012;08.00
Qualità Urbana;Altro;10;SETTEMBRINI/LUIGI (CORSO)                                             ;;19/06/2012;14.38
Qualità Urbana;Altro;8;BRAMANTE/(CORSO)                                                      ;;21/06/2012;12.50
Qualità Urbana;Altro;1;VENTI SETTEMBRE/(VIA)                                                 ;;25/06/2012;10.50
Qualità Urbana;Altro;3;CHIOMONTE/(VIA)                                                       ;;27/06/2012;
Qualità Urbana;Altro;3;PAOLINI/FEDERICO (VIA)                                                ;;27/06/2012;
Qualità Urbana;Altro;5;LOMBARDIA/(CORSO)                                                     ;;27/06/2012;08.59
Qualità Urbana;Altro;6;SEMPIONE/(VIA)                                                        ;Area Verde;28/06/2012;
Qualità Urbana;Altro;6;CATANZARO/(VIA)                                                       ;;03/07/2012;
Qualità Urbana;Altro;6;TORRE PELLICE/(VIA)                                                   ;;03/07/2012;
Qualità Urbana;Altro;8;NIZZA/(VIA)                                                           ;;03/07/2012;
Qualità Urbana;Altro;10;DROSSO/(STRADA DEL)                                                   ;;03/07/2012;08.00
Qualità Urbana;Altro;8;MONCALIERI/(CORSO)                                                    ;;03/07/2012;18.15
Qualità Urbana;Altro;6;TERNENGO/(VIA)                                                        ;Area Verde;04/07/2012;
Qualità Urbana;Altro;3;MONTE CUCCO/(CORSO)                                                   ;;05/07/2012;
Qualità Urbana;Altro;4;ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ;;05/07/2012;
Qualità Urbana;Altro;4;RIVOLI/(PIAZZA)                                                       ;;06/07/2012;
Qualità Urbana;Altro;3;MONTE CUCCO/(CORSO)                                                   ;;09/07/2012;12.19
Qualità Urbana;Altro;1;S. CARLO/(PIAZZA)                                                     ;;10/07/2012;
Qualità Urbana;Altro;3;INGHILTERRA/(CORSO)                                                   ;;10/07/2012;
Qualità Urbana;Altro;4;VALGIOIE/(VIA)                                                        ;;13/07/2012;
Qualità Urbana;Altro;9;UNIONE SOVIETICA/(CORSO)                                              ;;13/07/2012;
Qualità Urbana;Altro;4;MARCHE/(CORSO)                                                        ;;17/07/2012;
Qualità Urbana;Altro;3;POZZO STRADA/(VIA)                                                    ;;18/07/2012;
Qualità Urbana;Altro;5;CALTANISSETTA/VIA)                                                    ;;18/07/2012;11.42
Qualità Urbana;Altro;1;BERTOLA/ANTONIO GIUSEPPE (VIA)                                        ;;19/07/2012;
Qualità Urbana;Altro;2;FILADELFIA/(VIA)                                                      ;;19/07/2012;
Qualità Urbana;Altro;7;DOBERDO'/(VIA)                                                        ;;19/07/2012;10.37
Qualità Urbana;Altro;5;MASSA/(VIA)                                                           ;;23/07/2012;
Qualità Urbana;Altro;8;MONCALIERI/(CORSO)                                                    ;;23/07/2012;
Qualità Urbana;Altro;10;POLA/(VIA)                                                            ;;23/07/2012;
Qualità Urbana;Altro;1;MAZZINI/GIUSEPPE (VIA)                                                ;;23/07/2012;11.52
Qualità Urbana;Altro;4;LECCE/(CORSO)                                                         ;;24/07/2012;
Qualità Urbana;Altro;8;S. VITO REVIGLIASCO/(STRADA)                                          ;;26/07/2012;
Qualità Urbana;Altro;2;ORBASSANO/(CORSO)                                                     ;Area Verde;27/07/2012;11.23
Qualità Urbana;Altro;3;BEAUMONT/CLAUDIO (VIA)                                                ;;30/07/2012;
Qualità Urbana;Altro;1;BOLZANO/(CORSO)                                                       ;;06/08/2012;
Qualità Urbana;Altro;10;CASTELLO DI MIRAFIORI/(STRADA)                                        ;Area Verde;07/08/2012;09.53
Qualità Urbana;Altro;1;CARLO ALBERTO/(PIAZZA)                                                ;;10/08/2012;10.54
Qualità Urbana;Altro;9;UNITA' D'ITALIA/(CORSO)                                               ;;14/08/2012;07.57
Qualità Urbana;Altro;4;S. DONATO/(VIA)                                                       ;;28/08/2012;10.54
Qualità Urbana;Altro;1;FERRARIS/GALILEO (CORSO)                                              ;;30/08/2012;
Qualità Urbana;Altro;6;SEMPIONE/(LARGO)                                                      ;;05/09/2012;
Qualità Urbana;Altro;4;FRANCIA/(CORSO)                                                       ;Area Verde;06/09/2012;10.30
Qualità Urbana;Altro;9;ZURETTI/GIANFRANCO (VIA)                                              ;;10/09/2012;
Qualità Urbana;Altro;5;PETTINENGO/(VIA)                                                      ;;12/09/2012;
Qualità Urbana;Altro;1;MAGENTA/(VIA)                                                         ;;21/09/2012;
Qualità Urbana;Altro;8;SALUZZO/(VIA)                                                         ;;26/09/2012;
Qualità Urbana;Altro;3;BEAUMONT/CLAUDIO (VIA)                                                ;;27/09/2012;
Qualità Urbana;Altro;1;MATTEOTTI/GIACOMO (CORSO)                                             ;;28/09/2012;
Qualità Urbana;Altro;6;PAISIELLO/GIOVANNI (VIA)                                              ;;01/10/2012;
Qualità Urbana;Altro;9;ARDIGO'/ROBERTO (VIA)                                                 ;;01/10/2012;
Qualità Urbana;Altro;5;ORVIETO/(VIA)                                                         ;;01/10/2012;09.21
Qualità Urbana;Altro;2;MOMBARCARO/(VIA)                                                      ;;05/10/2012;
Qualità Urbana;Altro;4;SALUGGIA/(VIA)                                                        ;;05/10/2012;07.35
Qualità Urbana;Altro;2;AGNELLI/GIOVANNI (CORSO)                                              ;;08/10/2012;08.00
Qualità Urbana;Altro;1;CAVOUR (VIA)                                                          ;;08/10/2012;17.30
Qualità Urbana;Altro;2;BOSTON/(VIA)                                                          ;;08/10/2012;12.53
Qualità Urbana;Altro;1;DUCA DEGLI ABRUZZI/(CORSO)                                            ;;10/10/2012;
Qualità Urbana;Altro;8;SALUZZO/(LARGO)                                                       ;;10/10/2012;09.26
Qualità Urbana;Altro;2;TINTORETTO/(VIA)                                                      ;;11/10/2012;
Qualità Urbana;Altro;6;SIGNORINI/TELEMACO (VIA)                                              ;;14/10/2012;11.02
Qualità Urbana;Altro;2;FILADELFIA/(VIA)                                                      ;;15/10/2012;
Qualità Urbana;Altro;2;FILADELFIA/(VIA)                                                      ;;15/10/2012;
Qualità Urbana;Altro;2;MONFALCONE/(VIA)                                                      ;;15/10/2012;
Qualità Urbana;Altro;2;RENI/GUIDO (VIA)                                                      ;;15/10/2012;
Qualità Urbana;Altro;9;SPEZIA/(CORSO)                                                        ;;15/10/2012;
Qualità Urbana;Altro;9;SPEZIA/(CORSO)                                                        ;;15/10/2012;
Qualità Urbana;Altro;2;AGNELLI/GIOVANNI (CORSO)                                              ;;16/10/2012;08.00
Qualità Urbana;Altro;6;BRANDIZZO/(VIA)                                                       ;;17/10/2012;
Qualità Urbana;Altro;6;REGIO PARCO/(CORSO)                                                   ;;17/10/2012;
Qualità Urbana;Altro;7;FARINI/CARLO LUIGI (CORSO)                                            ;;17/10/2012;
Qualità Urbana;Altro;4;S. DONATO/(VIA)                                                       ;;17/10/2012;08.00
Qualità Urbana;Altro;3;D'ANNUNZIO/GABRIELE (VIA)                                             ;;17/10/2012;09.27
Qualità Urbana;Altro;8;GENOVA/(VIA)                                                          ;;17/10/2012;11.00
Qualità Urbana;Altro;;;;18/10/2012;
Qualità Urbana;Altro;6;BALTEA/(VIA)                                                          ;;18/10/2012;
Qualità Urbana;Altro;4;CIBRARIO/LUIGI (VIA)                                                  ;;19/10/2012;
Qualità Urbana;Altro;4;MARCHE/(CORSO)                                                        ;;23/10/2012;
Qualità Urbana;Altro;3;DI NANNI/DANTE (VIA)                                                  ;;24/10/2012;
Qualità Urbana;Altro;3;TRAPANI/(CORSO)                                                       ;Area Verde;24/10/2012;
Qualità Urbana;Altro;7;MORAZZONE/(VIA)                                                       ;;24/10/2012;
Qualità Urbana;Altro;2;BALTIMORA/(VIA)                                                       ;;25/10/2012;
Qualità Urbana;Altro;9;MADONNA DELLE ROSE/(VIA)                                              ;;26/10/2012;
Qualità Urbana;Altro;8;VENTICINQUE APRILE/(VIALE)                                            ;;29/10/2012;
Qualità Urbana;Altro;5;PIANEZZA/(STRADA)                                                     ;;05/11/2012;
Qualità Urbana;Altro;7;BORROMINI/FRANCESCO (PIAZZA)                                          ;;05/11/2012;
Qualità Urbana;Altro;8;BARETTI/GIUSEPPE (VIA)                                                ;;05/11/2012;
Qualità Urbana;Altro;7;BOLOGNA/(VIA)                                                         ;;06/11/2012;
Qualità Urbana;Altro;1;VERDI/GIUSEPPE (VIA)                                                  ;;07/11/2012;
Qualità Urbana;Altro;6;GIULIO CESARE/(CORSO)                                                 ;;07/11/2012;
Qualità Urbana;Altro;7;S. MAURIZIO/(CORSO)                                                   ;;07/11/2012;
Qualità Urbana;Altro;7;REPUBBLICA/(PIAZZA DELLA)                                             ;;09/11/2012;
Qualità Urbana;Altro;4;ROSAI/OTTONE(CORSO)                                                   ;;12/11/2012;
Qualità Urbana;Altro;5;BREGLIO/(VIA)                                                         ;;12/11/2012;
Qualità Urbana;Altro;5;MASSARI/GIUSEPPE (VIA)                                                ;;15/11/2012;10.30
Qualità Urbana;Altro;10;BISCARETTI DI RUFFIA/ROBERTO (VIA)                                    ;;19/11/2012;
Qualità Urbana;Altro;1;VERDI/GIUSEPPE (VIA)                                                  ;;20/11/2012;
Qualità Urbana;Altro;8;MACRINO D'ALBA/(VIA)                                                  ;;21/11/2012;
Qualità Urbana;Altro;10;PAVESE/CESARE (VIA)                                                   ;;23/11/2012;
Qualità Urbana;Altro;7;CATANIA/(VIA)                                                         ;;26/11/2012;
Qualità Urbana;Altro;7;MONGRANDO/(VIA)                                                       ;;26/11/2012;
Qualità Urbana;Altro;7;MONTEBELLO/(VIA)                                                      ;;26/11/2012;
Qualità Urbana;Altro;10;MORANDI/RODOLFO (VIA)                                                 ;;26/11/2012;
Qualità Urbana;Altro;7;PALLANZA/(VIA)                                                        ;;29/11/2012;
Qualità Urbana;Altro;1;FERRARIS/GALILEO (CORSO)                                              ;;05/12/2012;
Qualità Urbana;Altro;4;COSSA/PIETRO (VIA)                                                    ;;05/12/2012;
Qualità Urbana;Altro;5;GROSSETO/(CORSO)                                                      ;;05/12/2012;
Qualità Urbana;Altro;7;AGUDIO/TOMMASO (VIA)                                                  ;Area Verde;06/12/2012;
Qualità Urbana;Altro;7;VERCELLI/(CORSO)                                                      ;;06/12/2012;
Qualità Urbana;Altro;4;ZUMAGLIA/(VIA)                                                        ;;11/12/2012;
Qualità Urbana;Altro;6;VERCELLI/(CORSO)                                                      ;;11/12/2012;
Qualità Urbana;Altro;;;;12/12/2012;
Qualità Urbana;Altro;1;MARIA VITTORIA/(VIA)                                                  ;;12/12/2012;
Qualità Urbana;Altro;6;CHATILLON/(VIA)                                                       ;;13/12/2012;
Qualità Urbana;Altro;6;VILLARETTO/(STRADA DEL)                                               ;;14/12/2012;
Qualità Urbana;Altro;1;PALESTRO/(CORSO)                                                      ;;17/12/2012;
Qualità Urbana;Altro;6;CHIESA/DAMIANO (VIA)                                                  ;;19/12/2012;08.00
Qualità Urbana;Altro;8;VAL SALICE/(STRADA)                                                   ;;20/12/2012;
Qualità Urbana;Altro;7;CALLERI/(STRADA DEI)                                                  ;;21/12/2012;
Qualità Urbana;Altro;1;CONSOLATA/(PIAZZA DELLA)                                              ;;27/12/2012;
Qualità Urbana;Altro;4;GAMBA/ENRICO (CORSO)                                                  ;;02/01/2013;
Qualità Urbana;Altro;1;BAVA/EUSEBIO (VIA)                                                    ;;03/01/2013;08.00
Qualità Urbana;Altro;4;PRINCIPI D'ACAJA/(VIA)                                                ;;08/01/2013;
Qualità Urbana;Altro;7;CADORE/(CORSO)                                                        ;;08/01/2013;
Qualità Urbana;Altro;2;AGNELLI/GIOVANNI (CORSO)                                              ;;09/01/2013;
Qualità Urbana;Altro;8;BARETTI/GIUSEPPE (VIA)                                                ;;09/01/2013;
Qualità Urbana;Altro;5;VENARIA/(VIA)                                                         ;;11/01/2013;21.36
Qualità Urbana;Altro;3;PESCHIERA/(CORSO)                                                     ;;14/01/2013;
Qualità Urbana;Altro;6;TERNENGO/(VIA)                                                        ;Area Verde;14/01/2013;
Qualità Urbana;Altro;7;SELLA/QUINTINO (CORSO)                                                ;;14/01/2013;08.00
Qualità Urbana;Altro;3;FREJUS/(VIA)                                                          ;;15/01/2013;
Qualità Urbana;Altro;4;PACCHIOTTI/GIACINTO (VIA)                                             ;;15/01/2013;
Qualità Urbana;Altro;5;PIANEZZA/(VIA)                                                        ;;15/01/2013;
Qualità Urbana;Altro;7;RAGAZZONI/ERNESTO (VIA)                                               ;;15/01/2013;
Qualità Urbana;Altro;8;MARENCO/CARLO (VIA)                                                   ;;21/01/2013;
Qualità Urbana;Altro;1;TIRRENO/(VIA)                                                         ;;22/01/2013;
Qualità Urbana;Altro;2;TINTORETTO/(VIA)                                                      ;;25/01/2013;
Qualità Urbana;Altro;3;GENOLA/(VIA)                                                          ;;25/01/2013;17.10
Qualità Urbana;Altro;7;MONTEBELLO/(VIA)                                                      ;;26/01/2013;21.17
Qualità Urbana;Altro;6;QUITTENGO/(VIA)                                                       ;;28/01/2013;
Qualità Urbana;Altro;7;MONGRENO/(STRADA)                                                     ;;31/01/2013;
Qualità Urbana;Altro;4;FRANCIA/(CORSO)                                                       ;;06/02/2013;
Qualità Urbana;Altro;8;SELLA/QUINTINO (CORSO)                                                ;;06/02/2013;
Qualità Urbana;Altro;2;S. MARINO/(VIA)                                                       ;;07/02/2013;
Qualità Urbana;Altro;2;ROSSELLI/CARLO E NELLO (CORSO)                                        ;;07/02/2013;15.07
Qualità Urbana;Altro;6;MADDALENE/(VIA)                                                       ;;08/02/2013;
Qualità Urbana;Altro;6;CIGNA/FRANCESCO (VIA)                                                 ;;08/02/2013;08.00
Qualità Urbana;Altro;5;ALA DI STURA/(VIA)                                                    ;;08/02/2013;09.57
Qualità Urbana;Altro;2;TIRRENO/(LARGO)                                                       ;;09/02/2013;
Qualità Urbana;Altro;3;BIXIO/NINO (VIA)                                                      ;;11/02/2013;
Qualità Urbana;Altro;8;SALUZZO/(LARGO)                                                       ;;18/02/2013;
Qualità Urbana;Altro;1;MERCANTI/(VIA)                                                        ;;19/02/2013;
Qualità Urbana;Altro;8;VILLA QUIETE/(VIA ALLA)                                               ;;20/02/2013;
Qualità Urbana;Altro;4;ROCCIAMELONE/(VIA)                                                    ;;25/02/2013;
Qualità Urbana;Altro;10;SETTEMBRINI/LUIGI (CORSO)                                             ;;26/02/2013;
Qualità Urbana;Altro;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;27/02/2013;
Qualità Urbana;Altro;3;TRAPANI/(CORSO)                                                       ;;27/02/2013;
Qualità Urbana;Altro;1;GIOLITTI/GIOVANNI (VIA)                                               ;Area Verde;28/02/2013;
Qualità Urbana;Altro;2;COSENZA/(CORSO)                                                       ;;28/02/2013;
Qualità Urbana;Altro;5;CASTELDELFINO/(VIA)                                                   ;;28/02/2013;
Qualità Urbana;Altro;8;RAFFAELLO/(CORSO)                                                     ;;28/02/2013;
Qualità Urbana;Altro;3;PEROSA/(VIA)                                                          ;;04/03/2013;22.24
Qualità Urbana;Altro;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;06/03/2013;
Qualità Urbana;Altro;1;GIOLITTI/GIOVANNI (VIA)                                               ;;06/03/2013;12.30
Qualità Urbana;Altro;1;BOLZANO/(CORSO)                                                       ;;07/03/2013;
Qualità Urbana;Altro;2;TIRRENO/(VIA)                                                         ;;07/03/2013;
Qualità Urbana;Altro;7;NAPIONE/GIOVANNI FRANCESCO (VIA)                                      ;;07/03/2013;
Qualità Urbana;Altro;4;VALGIOIE/(VIA)                                                        ;;08/03/2013;15.03
Qualità Urbana;Altro;4;TASSONI/ALESSANDRO (CORSO)                                            ;;11/03/2013;08.32
Qualità Urbana;Altro;3;PRONDA/(STRADA DELLA)                                                 ;;12/03/2013;08.00
Qualità Urbana;Altro;7;SASSI/(STRADA DI)                                                     ;;13/03/2013;14.26
Qualità Urbana;Altro;6;BALTEA/(VIA)                                                          ;;14/03/2013;
Qualità Urbana;Altro;7;DELEDDA/GRAZIA (VIA)                                                  ;;18/03/2013;12.00
Qualità Urbana;Altro;;;;20/03/2013;
Qualità Urbana;Altro;1;GALLIANO/GIUSEPPE (VIA)                                               ;;21/03/2013;13.22
Qualità Urbana;Altro;4;FABRIZI/NICOLA (VIA)                                                  ;;22/03/2013;
Qualità Urbana;Altro;2;BARLETTA/(VIA)                                                        ;;25/03/2013;
Qualità Urbana;Altro;8;MONCALIERI/(CORSO)                                                    ;;25/03/2013;
Qualità Urbana;Altro;2;S. RITA DA CASCIA/(PIAZZA)                                            ;;27/03/2013;
Qualità Urbana;Altro;6;SESIA/(VIA)                                                           ;;27/03/2013;
Qualità Urbana;Altro;2;OSOPPO/(VIA)                                                          ;;03/04/2013;
Qualità Urbana;Altro;4;PILO/ROSOLINO (VIA)                                                   ;;03/04/2013;
Qualità Urbana;Altro;7;CASALE/(CORSO)                                                        ;;03/04/2013;
Qualità Urbana;Altro;10;SETTE COMUNI/(VIA)                                                    ;;04/04/2013;
Qualità Urbana;Altro;1;CARLO ALBERTO/(VIA)                                                   ;;08/04/2013;
Qualità Urbana;Altro;7;PISA/(VIA)                                                            ;;11/04/2013;
Qualità Urbana;Altro;1;DES AMBROIS/LUIGI (VIA)                                               ;;12/04/2013;
Qualità Urbana;Altro;;;Area Verde;15/04/2013;
Qualità Urbana;Altro;6;SEMPIONE/(VIA)                                                        ;;15/04/2013;
Qualità Urbana;Altro;7;CASALE/(CORSO)                                                        ;Area Verde;15/04/2013;
Qualità Urbana;Altro;2;UNIONE SOVIETICA/(CORSO)                                              ;;16/04/2013;
Qualità Urbana;Altro;10;ARTOM/EMANUELE (VIA)                                                  ;;16/04/2013;
Qualità Urbana;Altro;10;SETTEMBRINI/LUIGI (CORSO)                                             ;;16/04/2013;
Qualità Urbana;Altro;8;RAFFAELLO/(CORSO)                                                     ;;21/04/2013;
Qualità Urbana;Altro;8;BIDONE/GIORGIO (VIA)                                                  ;;22/04/2013;
Qualità Urbana;Altro;7;ARTISTI/(VIA)                                                         ;;23/04/2013;
Qualità Urbana;Altro;8;RAFFAELLO/(CORSO)                                                     ;;23/04/2013;10.33
Qualità Urbana;Altro;;;;24/04/2013;
Qualità Urbana;Altro;7;MONGRENO/(STRADA)                                                     ;;24/04/2013;
Qualità Urbana;Altro;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;29/04/2013;08.00
Qualità Urbana;Altro;6;MADDALENE/(VIA)                                                       ;;03/05/2013;
Qualità Urbana;Altro;2;COSENZA/(CORSO)                                                       ;;06/05/2013;
Qualità Urbana;Altro;3;BARDONECCHIA/(VIA)                                                    ;;06/05/2013;
Qualità Urbana;Altro;3;TRAPANI/(CORSO)                                                       ;;06/05/2013;
Qualità Urbana;Altro;8;VIRGILIO/(VIALE)                                                      ;;07/05/2013;08.00
Qualità Urbana;Altro;6;BALTEA/(VIA)                                                          ;;08/05/2013;
Qualità Urbana;Altro;4;CEVA/(VIA)                                                            ;;13/05/2013;
Qualità Urbana;Altro;5;SANSOVINO/ANDREA (VIA)                                                ;;14/05/2013;
Qualità Urbana;Altro;;;;20/05/2013;
Qualità Urbana;Altro;7;BIELLA/(VIA)                                                          ;;20/05/2013;
Qualità Urbana;Altro;;;;23/05/2013;
Qualità Urbana;Altro;7;PRINCIPE ODDONE/(CORSO)                                               ;;23/05/2013;
Qualità Urbana;Altro;6;CIGNA/FRANCESCO (VIA)                                                 ;;24/05/2013;
Qualità Urbana;Altro;3;FRANCIA/(CORSO)                                                       ;;29/05/2013;
Qualità Urbana;Altro;3;VAL LAGARINA/(VIA)                                                    ;;31/05/2013;
Qualità Urbana;Altro;4;MEDICI/GIACOMO (VIA)                                                  ;;04/06/2013;
Qualità Urbana;Altro;9;GIORDANO/BRUNO (VIA)                                                  ;;05/06/2013;
Qualità Urbana;Altro;6;DERNA/(PIAZZA)                                                        ;;06/06/2013;
Qualità Urbana;Altro;6;VALPRATO/(VIA)                                                        ;;06/06/2013;
Qualità Urbana;Altro;3;SARRE/(VIA)                                                           ;;07/06/2013;
Qualità Urbana;Altro;7;NAPOLI/(LUNGO DORA)                                                   ;;11/06/2013;10.30
Qualità Urbana;Altro;4;BIANCHI/NICOMEDE (VIA)                                                ;;13/06/2013;
Qualità Urbana;Altro;9;TRAIANO/(CORSO)                                                       ;;14/06/2013;
Qualità Urbana;Altro;6;MONTE ROSA/(VIA)                                                      ;;18/06/2013;
Qualità Urbana;Altro;9;TRAIANO/(CORSO)                                                       ;;18/06/2013;23.53
Qualità Urbana;Altro;9;PASSO BUOLE/(VIA)                                                     ;;26/06/2013;
Qualità Urbana;Altro;5;VEROLENGO/(VIA)                                                       ;Area Verde;26/06/2013;08.00
Qualità Urbana;Altro;1;ARQUATA/(VIA)                                                         ;;28/06/2013;
Qualità Urbana;Altro;7;S. GIULIA/(VIA)                                                       ;;28/06/2013;16.01
Qualità Urbana;Altro;1;GIOLITTI/GIOVANNI (VIA)                                               ;;02/07/2013;
Qualità Urbana;Altro;8;ORMEA/(VIA)                                                           ;;02/07/2013;
Qualità Urbana;Altro;8;TONCO/(VIA)                                                           ;;02/07/2013;
Qualità Urbana;Altro;5;BRIN/BENEDETTO (CORSO)                                                ;;09/07/2013;
Qualità Urbana;Altro;8;VILLA DELLA REGINA/(VIA)                                              ;;09/07/2013;
Qualità Urbana;Altro;5;GIACHINO/ERRICO (VIA)                                                 ;;10/07/2013;11.22
Qualità Urbana;Altro;1;DUCA D'AOSTA/(CORSO)                                                  ;;15/07/2013;
Qualità Urbana;Altro;8;MARCONI/GUGLIELMO (CORSO)                                             ;;16/07/2013;
Qualità Urbana;Altro;4;RIVARA/(VIA)                                                          ;;17/07/2013;14.53
Qualità Urbana;Altro;2;S. MARINO/(VIA)                                                       ;;24/07/2013;14.39
Qualità Urbana;Altro;8;MARCONI/GUGLIELMO (CORSO)                                             ;;24/07/2013;15.12
Qualità Urbana;Altro;4;CHIRONI/GIAMPIETRO (PIAZZA)                                           ;;25/07/2013;11.19
Qualità Urbana;Altro;6;SETTIMO/(STRADA DI)                                                   ;;25/07/2013;08.09
Qualità Urbana;Altro;1;CABOTO/SEBASTIANO (VIA)                                               ;;25/07/2013;10.05
Qualità Urbana;Altro;9;GARESSIO/(VIA)                                                        ;;30/07/2013;09.58
Qualità Urbana;Altro;7;PASINI/ALBERTO (PIAZZA)                                               ;;31/07/2013;
Qualità Urbana;Altro;5;GROSSETO/(CORSO)                                                      ;;02/08/2013;
Qualità Urbana;Altro;3;PRAGELATO/(VIA)                                                       ;;02/08/2013;13.14
Qualità Urbana;Altro;6;GERMAGNANO/(VIA)                                                      ;;06/08/2013;
Qualità Urbana;Altro;9;FILZI/FABIO (PIAZZA)                                                  ;;07/08/2013;10.10
Qualità Urbana;Altro;7;SELLA/QUINTINO (CORSO)                                                ;;08/08/2013;
Qualità Urbana;Altro;7;NIETZSCHE/FEDERICO (VIA)                                              ;;13/08/2013;
Qualità Urbana;Altro;10;SAPRI/(VIA)                                                           ;;22/08/2013;
Qualità Urbana;Altro;6;TERNENGO/(VIA)                                                        ;;23/08/2013;
Qualità Urbana;Altro;8;MONCALIERI/(CORSO)                                                    ;;27/08/2013;
Qualità Urbana;Altro;6;ROSSI/ERNESTO (VIA)                                                   ;Area Verde;02/09/2013;
Qualità Urbana;Altro;3;TRAPANI/(CORSO)                                                       ;Area Verde;06/09/2013;14.16
Qualità Urbana;Altro;2;SEBASTOPOLI/(CORSO)                                                   ;;10/09/2013;
Qualità Urbana;Altro;8;VENTICINQUE APRILE/(VIALE)                                            ;;11/09/2013;
Qualità Urbana;Altro;6;SANTHIA'/(VIA)                                                        ;;12/09/2013;
Qualità Urbana;Altro;5;FORLI'/(VIA)                                                          ;;14/09/2013;
Qualità Urbana;Altro;3;DUCHESSA JOLANDA/(VIA)                                                ;;18/09/2013;
Qualità Urbana;Altro;1;GARIBALDI/GIUSEPPE (VIA)                                              ;;20/09/2013;
Qualità Urbana;Altro;9;LA LOGGIA/(VIA)                                                       ;Area Verde;22/09/2013;
Qualità Urbana;Altro;;;;24/09/2013;
Qualità Urbana;Altro;5;GROSSETO/(CORSO)                                                      ;;24/09/2013;
Qualità Urbana;Altro;;;Area Verde;25/09/2013;
Qualità Urbana;Altro;6;VIGEVANO/(CORSO)                                                      ;;25/09/2013;
Qualità Urbana;Altro;6;SPONTINI/GASPARE (VIA)                                                ;;26/09/2013;
Qualità Urbana;Altro;6;VILLARETTO/(STRADA DEL)                                               ;;27/09/2013;
Qualità Urbana;Altro;4;PEYRON/AMEDEO (VIA)                                                   ;;28/09/2013;
Qualità Urbana;Altro;1;ROMA/(VIA)                                                            ;;29/09/2013;
Qualità Urbana;Altro;7;MAMELI/GOFFREDO (VIA)                                                 ;;30/09/2013;
Qualità Urbana;Altro;5;FOLIGNO/(VIA)                                                         ;;01/10/2013;
Qualità Urbana;Altro;7;CHIERI/(CORSO)                                                        ;;01/10/2013;
Qualità Urbana;Altro;7;REGIO PARCO/(CORSO)                                                   ;;01/10/2013;
Qualità Urbana;Altro;3;VANDALINO/(VIA)                                                       ;;02/10/2013;
Qualità Urbana;Altro;4;VIVERONE/(VIA)                                                        ;;03/10/2013;
Qualità Urbana;Altro;1;PRINCIPE ODDONE/(CORSO)                                               ;;04/10/2013;
Qualità Urbana;Altro;6;CHIESA/DAMIANO (VIA)                                                  ;;04/10/2013;
Qualità Urbana;Altro;1;CASSINI/GIAN DOMENICO (VIA)                                           ;;07/10/2013;
Qualità Urbana;Altro;6;MARTORELLI/RENATO (VIA)                                               ;;07/10/2013;
Qualità Urbana;Altro;10;PLAVA/(VIA)                                                           ;;07/10/2013;
Qualità Urbana;Altro;3;BARGE/(VIA)                                                           ;;08/10/2013;
Qualità Urbana;Altro;6;FOSSATA/(VIA)                                                         ;;08/10/2013;
Qualità Urbana;Altro;4;CAPUA/(VIA)                                                           ;;09/10/2013;
Qualità Urbana;Altro;5;VAL DELLA TORRE/(VIA)                                                 ;;10/10/2013;
Qualità Urbana;Altro;1;NOTA/ALBERTO (VIA)                                                    ;;15/10/2013;
Qualità Urbana;Altro;;;;16/10/2013;
Qualità Urbana;Altro;7;PRIOCCA/CLEMENTE DAMIANO (VIA)                                        ;;17/10/2013;
Qualità Urbana;Altro;1;VITTORIO VENETO/(PIAZZA)                                              ;;22/10/2013;
Qualità Urbana;Altro;4;CARRERA/VALENTINO (VIA)                                               ;;23/10/2013;
