Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data Segnalazione;Ora Segnalazione
Convivenza Civile;Altro;1;CASTELLO/(PIAZZA)                                                     ;;10/12/2013;
Convivenza Civile;Altro;1;GIOLITTI/GIOVANNI (VIA)                                               ;;10/12/2013;
Convivenza Civile;Altro;2;S. RITA DA CASCIA/(PIAZZA)                                            ;;11/12/2013;
Convivenza Civile;Altro;3;TRAPANI/(CORSO)                                                       ;;12/12/2013;
Convivenza Civile;Altro;5;BORGARO/(VIA)                                                         ;;12/12/2013;
Convivenza Civile;Altro;1;GALLERIA SUBALPINA/                                                   ;;12/12/2013;10.30
Convivenza Civile;Altro;7;GIULIA DI BAROLO/(VIA)                                                ;;13/12/2013;
Convivenza Civile;Altro;8;ASTI/(VIA)                                                            ;;13/12/2013;
Convivenza Civile;Altro;3;RENIER/RODOLFO (VIA)                                                  ;;15/12/2013;
Convivenza Civile;Altro;1;QUATTRO MARZO/(VIA)                                                   ;;16/12/2013;
Convivenza Civile;Altro;4;CHIRONI/GIAMPIETRO (PIAZZA)                                           ;;16/12/2013;
Convivenza Civile;Altro;7;BRESCIA/(LARGO)                                                       ;;16/12/2013;
Convivenza Civile;Altro;7;CASALE/(CORSO)                                                        ;;16/12/2013;11.17
Convivenza Civile;Altro;1;ROCCA/(VIA DELLA)                                                     ;;17/12/2013;
Convivenza Civile;Altro;4;ZUMAGLIA/(VIA)                                                        ;;18/12/2013;
Convivenza Civile;Altro;1;BELLEZIA/GIAN FRANCESCO (VIA)                                         ;;19/12/2013;
Convivenza Civile;Altro;4;CEVA/(VIA)                                                            ;;19/12/2013;
Convivenza Civile;Altro;8;BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ;;19/12/2013;
Convivenza Civile;Altro;9;NIZZA/(VIA)                                                           ;;19/12/2013;
Convivenza Civile;Altro;1;NIZZA/(VIA)                                                           ;;21/12/2013;
Convivenza Civile;Altro;1;LAMARMORA/ALFONSO (VIA)                                               ;;23/12/2013;
Convivenza Civile;Altro;7;BELGIO/(CORSO)                                                        ;;23/12/2013;
Convivenza Civile;Altro;5;LANZO/(VIA)                                                           ;;24/12/2013;09.17
Convivenza Civile;Altro;1;EINAUDI/LUIGI (CORSO)                                                 ;;30/12/2013;
Convivenza Civile;Altro;3;DELLEANI/LORENZO (VIA)                                                ;;31/12/2013;
Convivenza Civile;Altro;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;31/12/2013;12.30
Convivenza Civile;Comportamenti molesti;10;MONASTIR/(VIA)                                                        ;;03/02/2012;
Convivenza Civile;Comportamenti molesti;1;REPUBBLICA/(PIAZZA DELLA)                                             ;;06/02/2012;14.01
Convivenza Civile;Comportamenti molesti;3;TOFANE/(VIA)                                                          ;;06/03/2012;
Convivenza Civile;Comportamenti molesti;9;BENGASI/(PIAZZA)                                                      ;;06/03/2012;
Convivenza Civile;Comportamenti molesti;1;S. MASSIMO/(VIA)                                                      ;;07/03/2012;10.05
Convivenza Civile;Comportamenti molesti;1;CERNAIA/(VIA)                                                         ;;13/03/2012;
Convivenza Civile;Comportamenti molesti;1;JUVARRA/FILIPPO(VIA)                                                  ;;16/03/2012;
Convivenza Civile;Comportamenti molesti;6;DESANA/(VIA)                                                          ;;16/03/2012;
Convivenza Civile;Comportamenti molesti;6;PUCCINI/GIACOMO (VIA)                                                 ;;16/03/2012;10.32
Convivenza Civile;Comportamenti molesti;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;19/03/2012;
Convivenza Civile;Comportamenti molesti;1;SAVOIA/(PIAZZA)                                                       ;;22/03/2012;08.33
Convivenza Civile;Comportamenti molesti;5;GIACHINO/ERRICO (VIA)                                                 ;;26/03/2012;
Convivenza Civile;Comportamenti molesti;6;PORPORA/NICOLA (VIA)                                                  ;;26/03/2012;08.00
Convivenza Civile;Comportamenti molesti;9;VENTIMIGLIA/(VIA)                                                     ;;28/03/2012;08.00
Convivenza Civile;Comportamenti molesti;1;REGINA MARGHERITA/(CORSO)                                             ;Area Verde;29/03/2012;08.00
Convivenza Civile;Comportamenti molesti;2;MONTE LUNGO/(CORSO)                                                   ;Area Verde;02/04/2012;10.06
Convivenza Civile;Comportamenti molesti;7;ANTONELLI/ALESSANDRO (LUNGO PO)                                       ;;03/04/2012;
Convivenza Civile;Comportamenti molesti;8;NIZZA/(VIA)                                                           ;;03/04/2012;
Convivenza Civile;Comportamenti molesti;1;VITTORIO EMANUELE II/(CORSO)                                          ;;06/04/2012;
Convivenza Civile;Comportamenti molesti;5;LANZO/(VIA)                                                           ;;13/04/2012;
Convivenza Civile;Comportamenti molesti;1;VITTORIO VENETO/(PIAZZA)                                              ;;16/04/2012;08.00
Convivenza Civile;Comportamenti molesti;6;PELLIZZA DA VOLPEDO/(VIA)                                             ;;17/04/2012;07.50
Convivenza Civile;Comportamenti molesti;9;SOMMARIVA/(VIA)                                                       ;;02/05/2012;10.38
Convivenza Civile;Comportamenti molesti;1;SACCHI/PAOLO (VIA)                                                    ;;03/05/2012;
Convivenza Civile;Comportamenti molesti;7;FORTINO/(STRADA DEL)                                                  ;;25/05/2012;14.49
Convivenza Civile;Comportamenti molesti;5;LANZO/(VIA)                                                           ;;28/05/2012;11.26
Convivenza Civile;Comportamenti molesti;7;TOTI/ENRICO (PIAZZA)                                                  ;;29/05/2012;08.00
Convivenza Civile;Comportamenti molesti;2;AGNELLI/GIOVANNI (CORSO)                                              ;;07/06/2012;10.41
Convivenza Civile;Comportamenti molesti;3;MONTE CUCCO/(CORSO)                                                   ;;12/06/2012;08.00
Convivenza Civile;Comportamenti molesti;4;TASSONI/ALESSANDRO (CORSO)                                            ;;13/06/2012;
Convivenza Civile;Comportamenti molesti;3;MONTE ALBERGIAN/(VIA)                                                 ;Area Verde;19/06/2012;12.48
Convivenza Civile;Comportamenti molesti;6;RONDISSONE/(VIA)                                                      ;;22/06/2012;08.00
Convivenza Civile;Comportamenti molesti;8;DANTE/(CORSO)                                                         ;;25/06/2012;08.00
Convivenza Civile;Comportamenti molesti;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;25/06/2012;14.12
Convivenza Civile;Comportamenti molesti;5;VAL DELLA TORRE/(VIA)                                                 ;;25/06/2012;14.15
Convivenza Civile;Comportamenti molesti;5;CASTELDELFINO/(VIA)                                                   ;Area Verde;27/06/2012;
Convivenza Civile;Comportamenti molesti;7;NAPOLI/(LUNGO DORA)                                                   ;;03/07/2012;
Convivenza Civile;Comportamenti molesti;2;MONTE LUNGO/(CORSO)                                                   ;;03/07/2012;08.00
Convivenza Civile;Comportamenti molesti;1;BODONI/GIAMBATTISTA (PIAZZA)                                          ;;05/07/2012;08.00
Convivenza Civile;Comportamenti molesti;10;PORTOFINO/(VIA)                                                       ;;09/07/2012;
Convivenza Civile;Comportamenti molesti;1;MARCO POLO/(VIA)                                                      ;;10/07/2012;09.50
Convivenza Civile;Comportamenti molesti;;;;12/07/2012;
Convivenza Civile;Comportamenti molesti;2;DE CANAL/BERNARDO (VIA)                                               ;;13/07/2012;
Convivenza Civile;Comportamenti molesti;2;TINTORETTO/(VIA)                                                      ;;20/07/2012;07.55
Convivenza Civile;Comportamenti molesti;2;BOSTON/(VIA)                                                          ;;20/07/2012;12.57
Convivenza Civile;Comportamenti molesti;1;CASTELLO/(PIAZZA)                                                     ;;23/07/2012;15.22
Convivenza Civile;Comportamenti molesti;3;FRANCIA/(CORSO)                                                       ;;24/07/2012;
Convivenza Civile;Comportamenti molesti;4;PARAVIA/ALESSANDRO (VIA)                                              ;;01/08/2012;
Convivenza Civile;Comportamenti molesti;9;TRAIANO/(CORSO)                                                       ;;01/08/2012;
Convivenza Civile;Comportamenti molesti;1;BELLINI/VINCENZO (VIA)                                                ;;10/08/2012;09.17
Convivenza Civile;Comportamenti molesti;9;PIO VII/(VIA)                                                         ;;14/08/2012;08.32
Convivenza Civile;Comportamenti molesti;6;BELLACOMBA/(STRADA)                                                   ;Area Verde;20/08/2012;
Convivenza Civile;Comportamenti molesti;4;FOGAZZARO/ANTONIO (VIA)                                               ;;23/08/2012;
Convivenza Civile;Comportamenti molesti;4;BELLI/PIETRINO (VIA)                                                  ;;23/08/2012;13.56
Convivenza Civile;Comportamenti molesti;4;LIVORNO/(VIA)                                                         ;Area Verde;27/08/2012;
Convivenza Civile;Comportamenti molesti;6;BELMONTE/(VIA)                                                        ;;27/08/2012;20.07
Convivenza Civile;Comportamenti molesti;6;PUCCINI/GIACOMO (VIA)                                                 ;;28/08/2012;
Convivenza Civile;Comportamenti molesti;5;VILLARI/PASQUALE (PIAZZA)                                             ;;29/08/2012;
Convivenza Civile;Comportamenti molesti;1;PRINCIPE AMEDEO/(VIA)                                                 ;;31/08/2012;10.43
Convivenza Civile;Comportamenti molesti;6;TARANTO/(CORSO)                                                       ;Area Verde;03/09/2012;08.00
Convivenza Civile;Comportamenti molesti;7;PAVIA/(VIA)                                                           ;;04/09/2012;
Convivenza Civile;Comportamenti molesti;8;ORMEA/(VIA)                                                           ;;05/09/2012;12.14
Convivenza Civile;Comportamenti molesti;9;PASSO BUOLE/(VIA)                                                     ;;20/09/2012;
Convivenza Civile;Comportamenti molesti;3;COLLEGNO/GIACINTO (VIA)                                               ;;21/09/2012;08.00
Convivenza Civile;Comportamenti molesti;8;NIZZA/(PIAZZA)                                                        ;;25/09/2012;
Convivenza Civile;Comportamenti molesti;6;GIULIO CESARE/(CORSO)                                                 ;Area Verde;08/10/2012;
Convivenza Civile;Comportamenti molesti;8;GALLIARI/BERNARDINO (VIA)                                             ;;08/10/2012;09.55
Convivenza Civile;Comportamenti molesti;2;FILADELFIA/(VIA)                                                      ;;10/10/2012;
Convivenza Civile;Comportamenti molesti;4;CAMPANELLA/TOMMASO (PIAZZA)                                           ;;22/10/2012;
Convivenza Civile;Comportamenti molesti;1;PERRONE/ETTORE (VIA)                                                  ;;06/11/2012;
Convivenza Civile;Comportamenti molesti;1;QUARTIERI/(VIA DEI)                                                   ;;11/11/2012;12.24
Convivenza Civile;Comportamenti molesti;7;FORTINO/(STRADA DEL)                                                  ;;15/11/2012;
Convivenza Civile;Comportamenti molesti;1;CARLE/GIUSEPPE E ANTONIO (VIA)                                        ;;16/11/2012;
Convivenza Civile;Comportamenti molesti;1;VINZAGLIO/(CORSO)                                                     ;;16/11/2012;
Convivenza Civile;Comportamenti molesti;4;ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ;;19/11/2012;
Convivenza Civile;Comportamenti molesti;4;BASSE DI DORA/(STRADA)                                                ;;19/11/2012;
Convivenza Civile;Comportamenti molesti;3;BRUNELLESCHI/FILIPPO (CORSO)                                          ;;21/11/2012;
Convivenza Civile;Comportamenti molesti;4;MUSINE'/(VIA)                                                         ;;21/11/2012;
Convivenza Civile;Comportamenti molesti;6;LEONCAVALLO/RUGGERO (VIA)                                             ;;21/11/2012;
Convivenza Civile;Comportamenti molesti;6;ULIVI/(VIA DEGLI)                                                     ;;24/11/2012;
Convivenza Civile;Comportamenti molesti;5;ROCCAVIONE CONTE DI/(VIA)                                             ;;03/12/2012;
Convivenza Civile;Comportamenti molesti;1;FERRARIS/GALILEO (CORSO)                                              ;;10/01/2013;
Convivenza Civile;Comportamenti molesti;10;GARRONE FRATELLI (VIA)                                                ;;11/02/2013;11.19
Convivenza Civile;Comportamenti molesti;5;LANZO/(VIA)                                                           ;;04/03/2013;
Convivenza Civile;Comportamenti molesti;9;UNITA' D'ITALIA/(CORSO)                                               ;;14/03/2013;09.10
Convivenza Civile;Comportamenti molesti;7;BRESCIA/(CORSO)                                                       ;;25/03/2013;
Convivenza Civile;Comportamenti molesti;2;CASTELGOMBERTO/(VIA)                                                  ;;27/03/2013;
Convivenza Civile;Comportamenti molesti;4;FABRIZI/NICOLA (LARGO)                                                ;;09/04/2013;
Convivenza Civile;Comportamenti molesti;6;ELVO/(VIA)                                                            ;;17/04/2013;11.15
Convivenza Civile;Comportamenti molesti;3;THURES/(VIA)                                                          ;;29/04/2013;
Convivenza Civile;Comportamenti molesti;7;VANCHIGLIA/(VIA)                                                      ;;15/05/2013;
Convivenza Civile;Comportamenti molesti;5;VEROLENGO/(VIA)                                                       ;;24/05/2013;
Convivenza Civile;Comportamenti molesti;10;MIRAFIORI/(STRADA DI)                                                 ;;13/06/2013;08.00
Convivenza Civile;Comportamenti molesti;7;GIULIO CESARE/(CORSO)                                                 ;;19/06/2013;14.41
Convivenza Civile;Comportamenti molesti;7;MEISINO/(STRADA DEL)                                                  ;;20/06/2013;
Convivenza Civile;Comportamenti molesti;2;GRIOLI/DON GIOVANNI (VIA)                                             ;;26/06/2013;12.10
Convivenza Civile;Comportamenti molesti;6;VERCELLI/(CORSO)                                                      ;;27/06/2013;12.00
Convivenza Civile;Comportamenti molesti;9;SPAZZAPAN/LUIGI (VIA)                                                 ;;02/07/2013;
Convivenza Civile;Comportamenti molesti;3;RIVALTA/(VIA)                                                         ;;04/07/2013;
Convivenza Civile;Comportamenti molesti;9;NIZZA/(VIA)                                                           ;;05/07/2013;10.13
Convivenza Civile;Comportamenti molesti;8;PELLICO/SILVIO (VIA)                                                  ;;09/07/2013;11.11
Convivenza Civile;Comportamenti molesti;5;MATTIROLO/LUIGI (PIAZZA)                                              ;;10/07/2013;08.00
Convivenza Civile;Comportamenti molesti;6;ROSSI/ERNESTO (VIA)                                                   ;Area Verde;16/07/2013;09.59
Convivenza Civile;Comportamenti molesti;5;VILLAR/(VIA)                                                          ;;01/08/2013;
Convivenza Civile;Comportamenti molesti;6;GERMAGNANO/(VIA)                                                      ;;02/08/2013;
Convivenza Civile;Comportamenti molesti;7;ANTONELLI/ALESSANDRO (LUNGO PO)                                       ;;27/08/2013;
Convivenza Civile;Comportamenti molesti;5;LUCENTO/(VIA)                                                         ;;29/08/2013;
Convivenza Civile;Comportamenti molesti;7;GIULIO CESARE/(CORSO)                                                 ;;29/08/2013;08.00
Convivenza Civile;Comportamenti molesti;3;ROSSELLI/CARLO E NELLO (CORSO)                                        ;;30/08/2013;
Convivenza Civile;Comportamenti molesti;4;DOMODOSSOLA/(VIA)                                                     ;;04/09/2013;
Convivenza Civile;Comportamenti molesti;8;CELLINI/BENVENUTO (VIA)                                               ;;04/09/2013;
Convivenza Civile;Comportamenti molesti;3;VOLVERA/(VIA)                                                         ;;10/09/2013;
Convivenza Civile;Comportamenti molesti;1;MASSENA/ANDREA (VIA)                                                  ;;10/09/2013;10.07
Convivenza Civile;Comportamenti molesti;9;FILADELFIA/(VIA)                                                      ;;12/09/2013;
Convivenza Civile;Comportamenti molesti;2;BUENOS AIRES/(VIA)                                                    ;;13/09/2013;
Convivenza Civile;Comportamenti molesti;4;MONTE GRAPPA/(CORSO)                                                  ;;07/10/2013;
Convivenza Civile;Comportamenti molesti;6;BELMONTE/(VIA)                                                        ;;14/10/2013;
Convivenza Civile;Comportamenti molesti;2;BONFANTE/PIETRO (VIA)                                                 ;;15/10/2013;
Convivenza Civile;Comportamenti molesti;1;CAVOUR (PIAZZA)                                                       ;;28/10/2013;
Convivenza Civile;Comportamenti molesti;3;DROVETTI/BERNARDINO (VIA)                                             ;;05/11/2013;09.45
Convivenza Civile;Comportamenti molesti;8;BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ;;06/11/2013;
Convivenza Civile;Comportamenti molesti;1;BELLEZIA/GIAN FRANCESCO (VIA)                                         ;;11/11/2013;
Convivenza Civile;Comportamenti molesti;1;SACCHI/PAOLO (VIA)                                                    ;;11/11/2013;
Convivenza Civile;Comportamenti molesti;5;DEPANIS/GIUSEPPE (VIA)                                                ;;12/11/2013;
Convivenza Civile;Comportamenti molesti;9;ASUNCION/(VIA)                                                        ;;14/11/2013;
Convivenza Civile;Comportamenti molesti;1;CARLO ALBERTO/(VIA)                                                   ;;18/11/2013;
Convivenza Civile;Comportamenti molesti;6;VERCELLI/(CORSO)                                                      ;;18/11/2013;
Convivenza Civile;Comportamenti molesti;1;VITTORIO EMANUELE II/(CORSO)                                          ;;21/11/2013;
Convivenza Civile;Comportamenti molesti;5;TIRABOSCHI/GEROLAMO (VIA)                                             ;;21/11/2013;
Convivenza Civile;Comportamenti molesti;8;RAFFAELLO/(CORSO)                                                     ;;21/11/2013;
Convivenza Civile;Comportamenti molesti;6;CHATILLON/(VIA)                                                       ;;21/11/2013;13.05
Convivenza Civile;Comportamenti molesti;4;CIBRARIO/LUIGI (VIA)                                                  ;;26/11/2013;
Convivenza Civile;Comportamenti molesti;5;VILLAR/(VIA)                                                          ;;03/12/2013;
Convivenza Civile;Disturbi altri animali;1;SACCHI/PAOLO (VIA)                                                    ;;11/01/2012;
Convivenza Civile;Disturbi altri animali;1;S. FRANCESCO D'ASSISI/(VIA)                                           ;;12/03/2012;
Convivenza Civile;Disturbi altri animali;6;FORONI/JACOPO (VIA)                                                   ;;15/05/2012;
Convivenza Civile;Disturbi altri animali;4;COSSA/PIETRO (VIA)                                                    ;;25/05/2012;09.00
Convivenza Civile;Disturbi altri animali;2;DE BERNARDI/LAMBERTO (VIA)                                            ;;28/05/2012;08.00
Convivenza Civile;Disturbi altri animali;6;S. MAURO/(STRADA)                                                     ;;07/08/2012;09.30
Convivenza Civile;Disturbi altri animali;1;BELLEZIA/GIAN FRANCESCO (VIA)                                         ;;14/12/2012;
Convivenza Civile;Disturbi altri animali;1;DE NICOLA/ENRICO (CORSO)                                              ;Area Verde;28/03/2013;12.30
Convivenza Civile;Disturbi altri animali;5;VITERBO/(VIA)                                                         ;;04/04/2013;08.00
Convivenza Civile;Disturbi altri animali;6;GIULIO CESARE/(CORSO)                                                 ;;17/07/2013;
Convivenza Civile;Disturbi Cani;5;TOSCANA/(CORSO)                                                       ;Area Verde;02/01/2012;08.00
Convivenza Civile;Disturbi Cani;7;S. MAURIZIO/(CORSO)                                                   ;;04/01/2012;08.00
Convivenza Civile;Disturbi Cani;5;VAL DELLA TORRE/(VIA)                                                 ;;09/01/2012;09.48
Convivenza Civile;Disturbi Cani;5;CINCINNATO/L. QUINZIO (CORSO)                                         ;;11/01/2012;
Convivenza Civile;Disturbi Cani;9;PIO VII/(VIA)                                                         ;;11/01/2012;
Convivenza Civile;Disturbi Cani;1;CAVOUR (PIAZZA)                                                       ;Area Verde;12/01/2012;
Convivenza Civile;Disturbi Cani;3;VALSUGANA/(VIA)                                                       ;;18/01/2012;
Convivenza Civile;Disturbi Cani;4;CAPUA/(VIA)                                                           ;;20/01/2012;
Convivenza Civile;Disturbi Cani;4;VIDUA/CARLO (VIA)                                                     ;;23/01/2012;
Convivenza Civile;Disturbi Cani;1;VITTORIO EMANUELE II/(CORSO)                                          ;Area Verde;25/01/2012;
Convivenza Civile;Disturbi Cani;6;SESIA/(VIA)                                                           ;;26/01/2012;
Convivenza Civile;Disturbi Cani;7;MACHIAVELLI/NICOLO' (LUNGO PO)                                        ;;27/01/2012;
Convivenza Civile;Disturbi Cani;7;MONGRENO/(STRADA)                                                     ;;27/01/2012;
Convivenza Civile;Disturbi Cani;1;MASSENA/ANDREA (VIA)                                                  ;;30/01/2012;
Convivenza Civile;Disturbi Cani;2;MONTE LUNGO/(CORSO)                                                   ;;30/01/2012;
Convivenza Civile;Disturbi Cani;7;GERDIL/SIGISMONDO (VIA)                                               ;;06/02/2012;
Convivenza Civile;Disturbi Cani;;;Area Verde;13/02/2012;
Convivenza Civile;Disturbi Cani;1;VESPUCCI/AMERIGO (VIA)                                                ;;13/02/2012;
Convivenza Civile;Disturbi Cani;3;FREJUS/(VIA)                                                          ;;15/02/2012;
Convivenza Civile;Disturbi Cani;3;TRAPANI/(CORSO)                                                       ;;16/02/2012;
Convivenza Civile;Disturbi Cani;4;TASSONI/ALESSANDRO (CORSO)                                            ;;16/02/2012;
Convivenza Civile;Disturbi Cani;6;LEINI'/(VIA)                                                          ;;16/02/2012;
Convivenza Civile;Disturbi Cani;7;MACHIAVELLI/NICOLO' (LUNGO PO)                                        ;;16/02/2012;
Convivenza Civile;Disturbi Cani;3;BRUNELLESCHI/FILIPPO (CORSO)                                          ;;17/02/2012;
Convivenza Civile;Disturbi Cani;2;FILADELFIA/(VIA)                                                      ;Area Verde;20/02/2012;
Convivenza Civile;Disturbi Cani;3;BORSELLINO/PAOLO (VIA)/                                               ;Area Verde;20/02/2012;
Convivenza Civile;Disturbi Cani;7;S. GIULIA/(VIA)                                                       ;;21/02/2012;
Convivenza Civile;Disturbi Cani;9;ARDIGO'/ROBERTO (VIA)                                                 ;;21/02/2012;
Convivenza Civile;Disturbi Cani;9;PASSO BUOLE/(VIA)                                                     ;;21/02/2012;
Convivenza Civile;Disturbi Cani;8;BARETTI/GIUSEPPE (VIA)                                                ;;22/02/2012;
Convivenza Civile;Disturbi Cani;3;RIETI/(VIA)                                                           ;;23/02/2012;
Convivenza Civile;Disturbi Cani;6;VERRES/(VIA)                                                          ;;23/02/2012;
Convivenza Civile;Disturbi Cani;1;GIOLITTI/GIOVANNI (VIA)                                               ;;07/03/2012;
Convivenza Civile;Disturbi Cani;7;BELGIO/(CORSO)                                                        ;;12/03/2012;10.03
Convivenza Civile;Disturbi Cani;4;MARTINETTO/(VIA)                                                      ;Area Verde;13/03/2012;
Convivenza Civile;Disturbi Cani;6;GIULIO CESARE/(CORSO)                                                 ;;29/03/2012;
Convivenza Civile;Disturbi Cani;1;ARQUATA/(VIA)                                                         ;Area Verde;06/04/2012;
Convivenza Civile;Disturbi Cani;4;COSSA/PIETRO (VIA)                                                    ;;06/04/2012;
Convivenza Civile;Disturbi Cani;4;S. GIOVANNI BOSCO/(VIA)                                               ;;10/04/2012;
Convivenza Civile;Disturbi Cani;8;ASPROMONTE/(VIA)                                                      ;;10/04/2012;
Convivenza Civile;Disturbi Cani;6;VILLARETTO/(STRADA DEL)                                               ;;11/04/2012;08.00
Convivenza Civile;Disturbi Cani;4;REGINA MARGHERITA/(CORSO)                                             ;;11/04/2012;11.14
Convivenza Civile;Disturbi Cani;6;NOVARA/(CORSO)                                                        ;;17/04/2012;
Convivenza Civile;Disturbi Cani;3;LANCIA/VINCENZO (VIA)                                                 ;;21/04/2012;
Convivenza Civile;Disturbi Cani;9;PIO VII/(VIA)                                                         ;Area Verde;30/04/2012;12.06
Convivenza Civile;Disturbi Cani;5;LULLI/G. BATTISTA (VIA)                                               ;;11/05/2012;10.27
Convivenza Civile;Disturbi Cani;1;CONSOLATA/(PIAZZA DELLA)                                              ;;21/05/2012;08.00
Convivenza Civile;Disturbi Cani;3;VIBERTI/CANDIDO (VIA)                                                 ;;21/05/2012;08.00
Convivenza Civile;Disturbi Cani;8;MADAMA CRISTINA/(VIA)                                                 ;;25/05/2012;13.20
Convivenza Civile;Disturbi Cani;5;TERNI/(VIA)                                                           ;;28/05/2012;
Convivenza Civile;Disturbi Cani;6;ROSTAGNI/AUGUSTO (PIAZZA)                                             ;Area Verde;31/05/2012;
Convivenza Civile;Disturbi Cani;6;BOCCHERINI/LUIGI (VIA)                                                ;Area Verde;04/06/2012;
Convivenza Civile;Disturbi Cani;8;MONCALIERI/(CORSO)                                                    ;;04/06/2012;08.00
Convivenza Civile;Disturbi Cani;5;VENARIA/(STRADA ANTICA DELLA)                                         ;;06/06/2012;
Convivenza Civile;Disturbi Cani;7;PADOVA/(VIA)                                                          ;;06/06/2012;10.22
Convivenza Civile;Disturbi Cani;1;PORTA PALATINA/(VIA)                                                  ;;08/06/2012;14.37
Convivenza Civile;Disturbi Cani;3;ENVIE/(VIA)                                                           ;;15/06/2012;
Convivenza Civile;Disturbi Cani;1;RE UMBERTO/(LARGO)                                                    ;Area Verde;19/06/2012;
Convivenza Civile;Disturbi Cani;6;PATETTA/FEDERICO (VIA)                                                ;;19/06/2012;
Convivenza Civile;Disturbi Cani;8;PICCO/ALBERTO (CORSO)                                                 ;;21/06/2012;11.45
Convivenza Civile;Disturbi Cani;3;SERRANO/(VIA)                                                         ;Area Verde;28/06/2012;09.58
Convivenza Civile;Disturbi Cani;7;REGIO PARCO/(CORSO)                                                   ;;03/07/2012;
Convivenza Civile;Disturbi Cani;5;MOSCA/GAETANO (VIA)                                                   ;;09/07/2012;
Convivenza Civile;Disturbi Cani;3;GERMONIO/ANASTASIO (VIA)                                              ;Area Verde;10/07/2012;
Convivenza Civile;Disturbi Cani;7;CASALE/(CORSO)                                                        ;;17/07/2012;
Convivenza Civile;Disturbi Cani;6;CIMAROSA/DOMENICO (VIA)                                               ;;18/07/2012;
Convivenza Civile;Disturbi Cani;3;ISONZO/(VIA)                                                          ;Area Verde;28/07/2012;08.36
Convivenza Civile;Disturbi Cani;8;VIRGILIO/(VIALE)                                                      ;Area Verde;06/08/2012;08.00
Convivenza Civile;Disturbi Cani;3;LIMONE/(VIA)                                                          ;;08/08/2012;09.26
Convivenza Civile;Disturbi Cani;4;REGINA MARGHERITA/(CORSO)                                             ;;09/08/2012;07.39
Convivenza Civile;Disturbi Cani;6;PORPORA/NICOLA (VIA)                                                  ;;13/08/2012;
Convivenza Civile;Disturbi Cani;9;NICHELINO/(VIA)                                                       ;;13/08/2012;
Convivenza Civile;Disturbi Cani;7;VANCHIGLIA/(VIA)                                                      ;;13/08/2012;08.00
Convivenza Civile;Disturbi Cani;7;MEISINO/(STRADA DEL)                                                  ;;13/08/2012;10.28
Convivenza Civile;Disturbi Cani;2;CAPRERA/(VIA)                                                         ;;14/08/2012;
Convivenza Civile;Disturbi Cani;5;NOLE/(VIA)                                                            ;;29/08/2012;
Convivenza Civile;Disturbi Cani;4;CREVACUORE/(VIA)                                                      ;;05/09/2012;
Convivenza Civile;Disturbi Cani;9;GALIMBERTI/TANCREDI (PIAZZA)                                          ;;07/09/2012;13.09
Convivenza Civile;Disturbi Cani;1;GOVONE/GIUSEPPE (CORSO)                                               ;;10/09/2012;08.33
Convivenza Civile;Disturbi Cani;2;ORBASSANO/(CORSO)                                                     ;;20/09/2012;
Convivenza Civile;Disturbi Cani;1;COLOMBO/CRISTOFORO (VIA)                                              ;;24/09/2012;
Convivenza Civile;Disturbi Cani;3;VIBERTI/CANDIDO (VIA)                                                 ;;24/09/2012;
Convivenza Civile;Disturbi Cani;8;MURATORI/LODOVICO ANTONIO (VIA)                                       ;Area Verde;25/09/2012;
Convivenza Civile;Disturbi Cani;5;GROSSETO/(CORSO)                                                      ;;17/10/2012;
Convivenza Civile;Disturbi Cani;7;PESARO/(VIA)                                                          ;;19/10/2012;09.58
Convivenza Civile;Disturbi Cani;;;;06/11/2012;
Convivenza Civile;Disturbi Cani;5;SOSPELLO/(VIA)                                                        ;;15/11/2012;
Convivenza Civile;Disturbi Cani;1;STATUTO/(PIAZZA)                                                      ;Area Verde;20/11/2012;
Convivenza Civile;Disturbi Cani;6;TARANTO/(CORSO)                                                       ;;05/12/2012;
Convivenza Civile;Disturbi Cani;9;RICHELMY/PROSPERO (VIA)                                               ;;05/12/2012;
Convivenza Civile;Disturbi Cani;9;PIO VII/(VIA)                                                         ;;07/12/2012;
Convivenza Civile;Disturbi Cani;6;GHIRLANDAIO/(PIAZZA)                                                  ;;10/12/2012;
Convivenza Civile;Disturbi Cani;7;CATANIA/(VIA)                                                         ;;17/12/2012;
Convivenza Civile;Disturbi Cani;3;MONTE ALBERGIAN/(VIA)                                                 ;;18/12/2012;
Convivenza Civile;Disturbi Cani;2;MONTE LUNGO/(CORSO)                                                   ;;10/01/2013;
Convivenza Civile;Disturbi Cani;2;SIRACUSA/(CORSO)                                                      ;;15/01/2013;14.40
Convivenza Civile;Disturbi Cani;6;CORNELIANO D'ALBA/(VIA)                                               ;;22/01/2013;
Convivenza Civile;Disturbi Cani;7;MICHELOTTI/SUOR GIOVANNA FRANCESCA (VIALE)                            ;;23/01/2013;
