WKT_GEOM;ID_AREE;DENOM;AMBITO;TIPO;LOTTO;GESTIONE;COORD_X;COORD_Y
POLYGON ((1397122.37 4991739.516,1397202.205 4991621.892,1397202.405 4991621.391,1397202.429 4991620.856,1397202.184 4991619.995,1397201.668 4991619.177,1397201.144 4991618.654,1397199.792 4991617.769,1397199.042 4991617.63,1397198.498 4991617.924,1397197.94 4991618.489,1397196.264 4991620.811,1397115.298 4991740.308,1397115.218 4991740.833,1397117.827 4991745.25,1397118.113 4991745.445,1397118.486 4991745.272,1397122.37 4991739.516));7771;CORSO SAN MAURIZIO;C. S. MAURIZIO / V. ROSSINI / V. MONTEBELLO;BANCHINA ALBERATA;1;COMUNALE;1397158,875;4991681
POLYGON ((1393198.905 4992738.262,1393198.203 4992737.899,1393197.861 4992737.855,1393088.765 4992742.634,1393088.276 4992742.857,1393088.061 4992743.403,1393088.415 4992750.438,1393088.489 4992751.018,1393088.732 4992751.58,1393089.155 4992752.013,1393089.686 4992752.17,1393197.941 4992747.03,1393198.525 4992746.807,1393198.878 4992746.156,1393198.905 4992738.262));1790;PIAZZA CHIRONI GIAMPIETRO;PIAZZA CHIRONI GIAMPIETRO;BANCHINA ALBERATA;4;DI QUARTIERE;1393143,5;4992745
POLYGON ((1393878.562 4991924.754,1393877.436 4991925.307,1393877.1 4991925.578,1393876.89 4991925.965,1393876.743 4991926.608,1393877.699 4991931.166,1393878.742 4991931.718,1393879.155 4991931.695,1393879.92 4991931.199,1393881.628 4991930.448,1393890.596 4991925.798,1394051.719 4991840.79,1394054.435 4991839.104,1394058 4991835.934,1394056.157 4991832.838,1394050.681 4991834.327,1394045.736 4991836.639,1393883.487 4991922.281,1393880.29 4991923.964,1393878.562 4991924.754));5778;CORSO VITTORIO EMANUELE II;CORSO VITTORIO EMANUELE II (BANCHINA);BANCHINA ALBERATA;3;COMUNALE;1393966,1875;4991882,5
POLYGON ((1394836.856 4990009.631,1394836.734 4990010.038,1394836.743 4990010.675,1394858.957 4990054.505,1394878.833 4990093.936,1394879.219 4990094.089,1394879.917 4990094.19,1394886.117 4990090.978,1394886.643 4990090.351,1394886.557 4990089.636,1394886.38 4990089.078,1394844.714 4990006.674,1394844.325 4990006.187,1394843.94 4990006.084,1394843.547 4990006.187,1394837.112 4990009.332,1394836.856 4990009.631));6775;CORSO FERRARIS GALILEO;V. VESPUCCI / V. COLOMBO  / C. G. FERRARIS;BANCHINA ALBERATA;1;COMUNALE;1394861,75;4990050
POLYGON ((1396603.092 4991441.07,1396603.438 4991442.527,1396604.426 4991443.945,1396605.414 4991444.762,1396606.55 4991445.531,1396607.882 4991446.09,1396608.996 4991446.423,1396610.156 4991446.646,1396611.59 4991446.671,1396614.356 4991446.274,1396617.32 4991445.406,1396619.151 4991444.546,1396620.383 4991443.721,1396621.716 4991442.631,1396623.001 4991441.218,1396623.849 4991440.083,1396625.174 4991437.873,1396625.619 4991436.509,1396625.94 4991434.304,1396625.816 4991433.412,1396625.595 4991432.594,1396625.157 4991431.445,1396624.755 4991430.76,1396624.087 4991429.992,1396623.249 4991429.273,1396622.211 4991428.722,1396620.976 4991428.331,1396619.345 4991428.009,1396617.839 4991428.034,1396614.381 4991428.579,1396612.577 4991429.149,1396611.047 4991429.769,1396609.804 4991430.447,1396607.637 4991431.875,1396606.131 4991433.264,1396605.292 4991434.156,1396604.179 4991435.841,1396603.711 4991436.956,1396603.488 4991437.774,1396603.191 4991439.608,1396603.092 4991441.07));9495;PIAZZA CARLO ALBERTO;MONUMENTO;GIARDINO;1;COMUNALE;1396614,5;4991437,5
POLYGON ((1397297.553 4991505.637,1397295.621 4991504.326,1397223.481 4991610.652,1397217.034 4991620.428,1397219.978 4991625.903,1397217.308 4991629.85,1397217.104 4991630.343,1397217.069 4991630.951,1397217.315 4991632.177,1397218.766 4991634.394,1397219.453 4991635.015,1397219.871 4991635.18,1397220.251 4991635.17,1397221.156 4991634.619,1397222.349 4991633.107,1397304.532 4991511.601,1397304.852 4991510.954,1397304.988 4991510.271,1397304.842 4991509.489,1397304.401 4991508.796,1397302.331 4991506.713,1397301.758 4991506.457,1397301.158 4991506.581,1397300.334 4991507.394,1397297.553 4991505.637));7772;CORSO SAN MAURIZIO;C. S. MAURIZIO / V. S. OTTAVIO / V. MONTEBELLO;BANCHINA ALBERATA;1;COMUNALE;1397261;4991565,75
POLYGON ((1393186.615 4992713.918,1393197.999 4992713.31,1393198.581 4992713.084,1393198.915 4992712.557,1393198.957 4992705.018,1393198.254 4992704.655,1393197.906 4992704.611,1393088.585 4992710.096,1393087.827 4992710.332,1393087.201 4992710.816,1393086.975 4992711.21,1393086.944 4992711.68,1393087.325 4992712.727,1393087.8 4992713.408,1393088.545 4992714.156,1393090.586 4992715.658,1393092.72 4992716.78,1393094.267 4992717.248,1393097.911 4992717.935,1393101.559 4992718.332,1393103.999 4992718.333,1393186.615 4992713.918));1791;PIAZZA CHIRONI GIAMPIETRO;PIAZZA CHIRONI GIAMPIETRO;BANCHINA ALBERATA;4;DI QUARTIERE;1393142,9375;4992711,5
POLYGON ((1393873.44 4991909.352,1393873.745 4991909.588,1393874.786 4991909.751,1393875.334 4991909.715,1393877.136 4991908.635,1393885.686 4991904.227,1394042.043 4991822.018,1394047.807 4991817.013,1394045.922 4991812.728,1394036.995 4991817.746,1393880.643 4991899.829,1393875.919 4991902.296,1393873.13 4991903.607,1393872.352 4991904.496,1393873.44 4991909.352));5779;CORSO VITTORIO EMANUELE II;CORSO VITTORIO EMANUELE II;BANCHINA ALBERATA;3;COMUNALE;1393960,8125;4991861
POLYGON ((1394869.177 4990117.464,1394869.097 4990118.323,1394869.205 4990118.697,1394954.551 4990284.76,1394955.071 4990285.083,1394955.643 4990285.298,1394956.247 4990285.398,1394956.859 4990285.379,1394957.455 4990285.24,1394958.012 4990284.989,1394958.51 4990284.633,1394958.932 4990284.195,1394959.184 4990283.702,1394959.471 4990283.097,1394959.573 4990282.493,1394959.555 4990281.882,1394951.162 4990258.358,1394877.215 4990114.174,1394876.948 4990113.942,1394875.956 4990113.749,1394875.751 4990113.781,1394869.473 4990117.207,1394869.177 4990117.464));6776;CORSO FERRARIS GALILEO;C. EINAUDI / V. COLOMBO  / C. G. FERRARIS;BANCHINA ALBERATA;1;COMUNALE;1394914,375;4990196,5
POLYGON ((1396064.805 4990723.088,1396079.99 4990715.009,1396080.324 4990714.762,1396080.603 4990714.425,1396080.783 4990714.036,1396080.749 4990713.648,1396082.367 4990712.765,1396082.667 4990712.439,1396082.873 4990712.046,1396082.957 4990711.406,1396082.778 4990710.781,1396076.443 4990698.678,1396068.355 4990702.881,1396061.162 4990709.57,1396060.029 4990714.149,1396064.805 4990723.088));8770;VIA NIZZA;VIA NIZZA / C. VITTORIO EMANUELE II (PORTA NUOVA);BANCHINA ALBERATA;8P;COMUNALE;1396071,8125;4990711
POLYGON ((1396583.983 4991408.803,1396584.109 4991409.315,1396591.989 4991423.623,1396595.226 4991429.426,1396595.555 4991429.9,1396595.983 4991430.217,1396596.492 4991430.37,1396597.116 4991430.304,1396597.623 4991430.155,1396598.082 4991429.798,1396598.397 4991429.256,1396598.499 4991428.692,1396598.461 4991425.424,1396598.867 4991422.076,1396600.943 4991415.183,1396602.903 4991412.177,1396605.331 4991409.183,1396605.562 4991408.802,1396605.665 4991408.163,1396605.511 4991407.678,1396605.147 4991407.193,1396598.518 4991402.043,1396597.053 4991401.197,1396595.837 4991401.46,1396584.172 4991407.822,1396584 4991408.285,1396583.983 4991408.803));9479;PIAZZA CARLO ALBERTO;PIAZZA CARLO ALBERTO/VIA CARLO ALBERTO (AIUOLA SUD;GIARDINO;1;COMUNALE;1396594,875;4991415,25
POLYGON ((1397206.995 4991604.458,1397205.023 4991607.359,1397204.807 4991608.041,1397204.877 4991608.735,1397205.639 4991610.787,1397205.943 4991611.201,1397206.7 4991611.575,1397207.502 4991611.68,1397208.523 4991611.471,1397209.003 4991611.217,1397209.376 4991610.855,1397211.785 4991607.415,1397288.887 4991493.293,1397288.867 4991492.637,1397288.611 4991491.908,1397287.36 4991490.071,1397287.015 4991489.744,1397286.31 4991489.472,1397285.587 4991489.415,1397284.943 4991489.548,1397284.418 4991489.933,1397206.995 4991604.458));7773;CORSO SAN MAURIZIO;C. S. MAURIZIO / V. S. OTTAVIO / V. MONTEBELLO;BANCHINA ALBERATA;1;COMUNALE;1397246,875;4991550,5
POLYGON ((1393201.176 4992861.834,1393200.731 4992862.134,1393200.336 4992862.561,1393189.333 4992874.88,1393188.966 4992875.382,1393188.888 4992875.636,1393189.002 4992875.804,1393189.504 4992875.887,1393200.723 4992874.621,1393201.185 4992874.385,1393201.407 4992873.805,1393201.714 4992862.927,1393201.655 4992862.384,1393201.419 4992861.909,1393201.176 4992861.834));1792;LARGO FABRIZI NICOLA;LARGO FABRIZI NICOLA;PIAZZALE ALBERATO;4;DI QUARTIERE;1393195,25;4992871,5
POLYGON ((1393574.801 4992085.52,1393326.988 4992215.706,1393329.878 4992221.287,1393557.137 4992101.985,1393578.992 4992090.275,1393580.698 4992089.48,1393578.814 4992083.593,1393574.801 4992085.52));5780;CORSO VITTORIO EMANUELE II;CORSO VITTORIO EMANUELE II (BANCHINA);BANCHINA ALBERATA;3;COMUNALE;1393454,1875;4992152,5
POLYGON ((1394893.55 4990104.365,1394892.69 4990104.755,1394886.54 4990108.098,1394886.523 4990108.532,1394886.625 4990109.021,1394955.94 4990245.491,1394974.762 4990274.178,1394975.475 4990274.609,1394976.28 4990274.82,1394977.113 4990274.794,1394977.903 4990274.532,1394978.588 4990274.057,1394979.109 4990273.408,1394979.424 4990272.637,1394979.506 4990272.103,1394977.902 4990269.302,1394976.877 4990267.147,1394894.373 4990104.99,1394894.07 4990104.696,1394893.55 4990104.365));6777;CORSO FERRARIS GALILEO;C. EINAUDI / V. COLOMBO  / C. G. FERRARIS;BANCHINA ALBERATA;1;COMUNALE;1394933;4990190,75
POLYGON ((1396071.096 4990694.377,1396073.465 4990693.116,1396043.341 4990636.536,1396040.57 4990636.652,1396037.805 4990638.14,1396037.225 4990638.716,1396037.047 4990639.408,1396037.225 4990640.1,1396037.712 4990640.622,1396038.391 4990640.845,1396042.968 4990641.152,1396071.096 4990694.377));8771;VIA NIZZA;VIA NIZZA / C. VITTORIO EMANUELE II  (PORTA NUOVA);GIARDINO;8P;COMUNALE;1396055,25;4990661,75
POLYGON ((1396602.765 4991398.297,1396602.818 4991398.863,1396603.089 4991399.337,1396610.171 4991404.749,1396610.609 4991404.923,1396611.053 4991404.942,1396611.495 4991404.841,1396612.49 4991404.271,1396613.797 4991403.687,1396615.141 4991403.36,1396616.383 4991403.196,1396618.767 4991403.053,1396620.561 4991403.128,1396627.533 4991405.182,1396629.909 4991406.63,1396632.84 4991408.671,1396633.685 4991408.967,1396634.337 4991408.875,1396635.04 4991408.589,1396635.773 4991408.017,1396636.119 4991407.128,1396636.088 4991406.362,1396635.751 4991405.585,1396625.729 4991386.701,1396625.233 4991386.025,1396624.628 4991385.907,1396623.905 4991385.963,1396613.683 4991391.643,1396613.819 4991392.265,1396613.727 4991392.484,1396613.495 4991392.663,1396612.994 4991392.622,1396612.739 4991392.474,1396612.551 4991392.221,1396603.413 4991397.242,1396603.154 4991397.422,1396602.93 4991397.719,1396602.765 4991398.297));9496;PIAZZA CARLO ALBERTO;PIAZZA CARLO ALBERTO/VIA P. AMEDEO (AIUOLA SUD);GIARDINO;1;COMUNALE;1396617,25;4991397,5
POLYGON ((1397307.958 4991496.648,1397307.24 4991497.643,1397307.159 4991498.049,1397307.249 4991498.24,1397310.365 4991502.28,1397310.731 4991502.474,1397311.176 4991502.252,1397345.637 4991450.64,1397345.987 4991449.961,1397346.019 4991449.522,1397345.835 4991449.116,1397343.045 4991445.93,1397342.537 4991445.621,1397341.973 4991445.636,1397341.356 4991446.078,1397339.58 4991448.749,1397334.271 4991445.181,1397320.864 4991465.072,1397321.732 4991465.661,1397305.88 4991489.353,1397310.764 4991492.753,1397307.958 4991496.648));7774;CORSO SAN MAURIZIO;C. S. MAURIZIO / V. S. OTTAVIO / V. GUASTALLA;BANCHINA ALBERATA;1;COMUNALE;1397326;4991468,75
POLYGON ((1393188.372 4992886.067,1393188.694 4992886.475,1393200.994 4992896.567,1393201.451 4992896.895,1393201.927 4992896.978,1393202.399 4992896.568,1393202.6 4992895.951,1393202.139 4992884.806,1393202.024 4992884.298,1393201.664 4992883.89,1393201.23 4992883.773,1393200.796 4992883.818,1393188.962 4992885.412,1393188.308 4992885.838,1393188.372 4992886.067));1793;LARGO FABRIZI NICOLA;LARGO FABRIZI NICOLA;PIAZZALE ALBERATO;4;DI QUARTIERE;1393197,9375;4992890,5
POLYGON ((1393573.116 4992068.597,1393574.629 4992067.812,1393572.868 4992061.756,1393315.694 4992197.506,1393307.997 4992201.472,1393307.774 4992201.654,1393307.642 4992201.91,1393307.626 4992202.198,1393307.726 4992202.468,1393310.266 4992204.616,1393310.823 4992205.036,1393311.443 4992205.355,1393312.109 4992205.563,1393312.801 4992205.654,1393313.498 4992205.625,1393314.348 4992205.421,1393318.57 4992203.166,1393320.015 4992202.519,1393323.446 4992200.63,1393573.116 4992068.597));5781;CORSO VITTORIO EMANUELE II;CORSO VITTORIO EMANUELE II (BANCHINA);BANCHINA ALBERATA;3;COMUNALE;1393443,3125;4992133,5
POLYGON ((1394962.852 4990292.181,1394962.491 4990291.597,1394961.953 4990291.171,1394961.301 4990290.954,1394960.614 4990290.974,1394959.976 4990291.226,1394959.462 4990291.682,1394957.44 4990294.179,1394955.788 4990296.554,1394954.339 4990299.058,1394953.545 4990300.67,1394952.37 4990303.545,1394951.452 4990306.434,1394950.765 4990309.387,1394950.314 4990312.384,1394950.207 4990315.8,1394950.373 4990318.763,1394950.777 4990321.703,1394951 4990322.12,1394951.397 4990322.377,1394951.869 4990322.409,1394952.124 4990322.323,1394963.905 4990316.045,1394965 4990315.346,1394965.949 4990314.458,1394966.718 4990313.411,1394967.282 4990312.24,1394967.622 4990310.986,1394967.726 4990309.69,1394967.59 4990308.398,1394962.852 4990292.181));6778;CORSO EINAUDI LUIGI;C. EINAUDI / C. G. FERRARIS;AIUOLA SPARTITRAFFICO;1;COMUNALE;1394959;4990305,5
POLYGON ((1395879.412 4990191.082,1395878.919 4990191.588,1395878.861 4990192.207,1395879.222 4990192.817,1395879.802 4990193.052,1395880.371 4990192.91,1395880.873 4990192.426,1395881.476 4990192.98,1395888.75 4990184.711,1395888.076 4990184.095,1395889.817 4990181.342,1395891.244 4990178.338,1395892.287 4990175.207,1395892.821 4990172.838,1395893.269 4990169.26,1395893.35 4990165.662,1395893.244 4990162.724,1395892.964 4990159.12,1395892.479 4990158.499,1395891.708 4990158.339,1395891.266 4990158.503,1395890.786 4990159.127,1395891.098 4990163.274,1395891.16 4990166.646,1395890.984 4990170.35,1395890.357 4990174.026,1395889.641 4990176.455,1395888.284 4990179.706,1395886.564 4990182.713,1395886.388 4990182.552,1395879.225 4990190.91,1395879.412 4990191.082));8772;CORSO MARCONI GUGLIELMO;CORSO MARCONI GUGLIELMO;BANCHINA ALBERATA;8P;COMUNALE;1395886,125;4990185,25
POLYGON ((1397101.792 4990534.729,1397101.895 4990535.029,1397106.02 4990541.579,1397106.3 4990541.841,1397106.622 4990541.958,1397107.005 4990541.954,1397114.039 4990537.601,1397109.163 4990529.94,1397102.248 4990534.185,1397101.949 4990534.387,1397101.792 4990534.729));9497;CORSO CAIROLI;MONUMENTO;VERDE VARIO;1;COMUNALE;1397107,875;4990536
POLYGON ((1397294.957 4991474.43,1397292.938 4991477.327,1397292.541 4991478.138,1397292.48 4991478.575,1397292.575 4991478.982,1397292.94 4991479.496,1397293.718 4991480.079,1397294.626 4991480.497,1397295.856 4991480.756,1397296.47 4991480.699,1397297.035 4991480.477,1397297.951 4991479.826,1397298.678 4991478.994,1397310.403 4991461.67,1397422.224 4991297.468,1397422.819 4991296.287,1397422.961 4991295.163,1397422.594 4991294.262,1397421.82 4991293.431,1397420.616 4991292.527,1397420.009 4991292.28,1397419.42 4991292.248,1397418.682 4991292.561,1397418.138 4991293.093,1397416.152 4991296.117,1397342.801 4991404.043,1397340.466 4991407.554,1397340.133 4991410.107,1397328.286 4991427.752,1397325.381 4991429.674,1397294.957 4991474.43));7775;CORSO SAN MAURIZIO;C. S. MAURIZIO / V. G. DI BAROLO / V. MONTEBELLO;BANCHINA ALBERATA;1;COMUNALE;1397357,75;4991387
POLYGON ((1393211.256 4992860.434,1393211.061 4992860.604,1393211.013 4992861.746,1393211.234 4992872.32,1393211.092 4992873.329,1393211.27 4992873.661,1393211.676 4992873.744,1393212.098 4992873.612,1393223.446 4992873.049,1393224.059 4992872.915,1393224.492 4992872.597,1393224.483 4992872.317,1393224.106 4992871.851,1393212.317 4992860.951,1393211.807 4992860.597,1393211.256 4992860.434));1794;LARGO FABRIZI NICOLA;LARGO FABRIZI NICOLA;PIAZZALE ALBERATO;4;DI QUARTIERE;1393215,0625;4992867
POLYGON ((1393707.068 4991836.2,1393715.91 4991911.459,1393716.988 4991912.317,1393717.305 4991915.104,1393716.455 4991916.172,1393717.149 4991922.165,1393719.573 4991921.893,1393720.353 4991928.663,1393717.93 4991928.921,1393721.761 4991962.017,1393730.99 4991967.59,1393838.708 4991910.806,1393839.126 4991909.455,1393843.853 4991906.963,1393845.204 4991907.381,1393856.38 4991901.49,1393831.142 4991779.617,1393817.574 4991781.451,1393822.155 4991813.161,1393784.773 4991819.113,1393760.33 4991822.874,1393760.126 4991820.019,1393731.538 4991824.458,1393732.042 4991828.646,1393733.299 4991828.508,1393733.644 4991832.048,1393731.533 4991832.282,1393731.653 4991833.089,1393707.068 4991836.2));5782;GIARDINO CENISIA;IMPIANTO SPORTIVO CENISIA/GIARDINO CENISIA;VERDE SCOLASTICO;3;COMUNALE;1393781,0625;4991873,5
POLYGON ((1395009.499 4990291.205,1395009.813 4990290.827,1395009.914 4990290.346,1395009.779 4990289.874,1395007.486 4990287.781,1395005.34 4990286.2,1395003.06 4990284.819,1395001.07 4990283.827,1394998.287 4990282.647,1394995.419 4990281.691,1394992.485 4990280.966,1394988.752 4990280.39,1394985.924 4990280.245,1394982.953 4990280.327,1394982.182 4990280.794,1394981.739 4990281.368,1394981.507 4990282.056,1394981.51 4990282.781,1394981.748 4990283.466,1394990.119 4990295.013,1394990.948 4990295.986,1394991.943 4990296.788,1394993.071 4990297.39,1394994.291 4990297.771,1394995.561 4990297.917,1394996.835 4990297.825,1394998.071 4990297.496,1394999.218 4990296.945,1395009.499 4990291.205));6779;CORSO EINAUDI LUIGI;C. EINAUDI / C. G. FERRARIS;AIUOLA SPARTITRAFFICO;1;COMUNALE;1394997,375;4990289
POLYGON ((1395856.449 4990139.618,1395856.194 4990140.42,1395856.485 4990141.209,1395856.727 4990141.439,1395861.726 4990144.117,1395866.193 4990146.007,1395871.596 4990147.73,1395874.714 4990148.497,1395875.492 4990148.348,1395875.99 4990147.733,1395876.042 4990147.517,1395875.876 4990146.743,1395875.25 4990146.258,1395872.251 4990145.426,1395866.525 4990143.398,1395863.436 4990142.048,1395858.058 4990139.223,1395857.223 4990139.121,1395856.449 4990139.618));8773;CORSO MARCONI GUGLIELMO;CORSO MARCONI GUGLIELMO;BANCHINA ALBERATA;8P;COMUNALE;1395864,375;4990144
POLYGON ((1397061.723 4990470.904,1397061.866 4990471.284,1397095.373 4990526.673,1397095.441 4990525.251,1397095.352 4990524.387,1397094.893 4990522.759,1397094.552 4990522.034,1397063.778 4990470.025,1397063.556 4990469.787,1397063.096 4990469.792,1397062.194 4990470.259,1397061.84 4990470.603,1397061.723 4990470.904));9553;CORSO CAIROLI;CORSO CAIROLI/VIA DEI MILLE/VIA MAZZINI;BANCHINA ALBERATA;1;COMUNALE;1397078,625;4990497
POLYGON ((1397385.206 4991371.433,1397344.505 4991431.32,1397349.142 4991434.449,1397346.703 4991438.061,1397346.628 4991438.362,1397346.806 4991439.098,1397347.097 4991439.47,1397349.441 4991441.381,1397349.876 4991441.605,1397350.399 4991441.683,1397351.452 4991441.437,1397351.952 4991441.008,1397395.468 4991376.549,1397395.665 4991376.113,1397395.737 4991375.613,1397395.538 4991374.602,1397395.175 4991374.064,1397393.413 4991372.335,1397392.735 4991371.794,1397391.964 4991371.504,1397391.548 4991371.668,1397390.762 4991372.507,1397389.506 4991374.355,1397385.206 4991371.433));7776;CORSO SAN MAURIZIO;C. S. MAURIZIO / V. BUNIVA / V. GUASTALLA;BANCHINA ALBERATA;1;COMUNALE;1397370,125;4991403,75
POLYGON ((1393211.924 4992883.627,1393212.306 4992894.574,1393212.454 4992895.125,1393212.802 4992895.602,1393213.224 4992895.679,1393213.629 4992895.442,1393223.629 4992883.884,1393223.954 4992883.413,1393224.098 4992882.881,1393223.964 4992882.58,1393223.543 4992882.304,1393223.065 4992882.228,1393212.933 4992882.855,1393212.508 4992882.916,1393212.129 4992883.164,1393211.924 4992883.627));1795;LARGO FABRIZI NICOLA;LARGO FABRIZI NICOLA;PIAZZALE ALBERATO;4;DI QUARTIERE;1393218;4992886,5
POLYGON ((1394369.744 4989228.687,1394369.749 4989229.125,1394369.947 4989229.515,1394370.297 4989229.78,1394386.335 4989237.742,1394388.012 4989239.045,1394389.356 4989240.36,1394390.554 4989241.81,1394407.737 4989231.117,1394411.843 4989228.119,1394405.725 4989216.084,1394404.954 4989215.103,1394404.125 4989214.39,1394403.179 4989213.84,1394402.15 4989213.472,1394401.07 4989213.296,1394399.977 4989213.319,1394398.906 4989213.541,1394397.893 4989213.954,1394370.273 4989228.019,1394369.931 4989228.292,1394369.744 4989228.687));9545;PIAZZALE COSTANTINO IL GRANDE;PIAZZALE COSTANTINO IL GRANDE/CORSO MONTELUNGO;PIAZZALE ALBERATO;1;COMUNALE;1394391,375;4989227,5
POLYGON ((1394742.868 4991848.883,1394754.338 4991843.072,1394753.177 4991840.8,1394763.757 4991835.033,1394786.376 4991823.468,1394783.831 4991818.631,1394783.454 4991817.766,1394770.01 4991791.59,1394731.174 4991812.009,1394725.578 4991814.872,1394742.868 4991848.883));5783;SCUOLA;ASILO NIDO PETER PAN;VERDE SCOLASTICO;3;COMUNALE;1394756,4375;4991820
POLYGON ((1395004.393 4990322.412,1395009.652 4990337.586,1395009.998 4990338.183,1395010.527 4990338.626,1395011.175 4990338.863,1395011.865 4990338.865,1395012.515 4990338.633,1395013.133 4990338.085,1395014.901 4990335.671,1395016.471 4990333.124,1395017.831 4990330.459,1395018.973 4990327.693,1395019.89 4990324.845,1395020.619 4990321.705,1395020.987 4990318.717,1395021.116 4990315.71,1395021.005 4990312.702,1395020.654 4990309.712,1395020.387 4990308.214,1395020.069 4990307.791,1395019.598 4990307.549,1395018.855 4990307.602,1395007.587 4990313.992,1395006.921 4990314.406,1395005.942 4990315.241,1395005.134 4990316.243,1395004.526 4990317.377,1395004.138 4990318.604,1395003.985 4990319.882,1395004.071 4990321.166,1395004.393 4990322.412));6780;CORSO EINAUDI LUIGI;C. EINAUDI / C. G. FERRARIS;AIUOLA SPARTITRAFFICO;1;COMUNALE;1395012,5;4990324,75
POLYGON ((1395886.572 4990143.431,1395885.17 4990140.496,1395883.109 4990137.394,1395880.608 4990134.637,1395877.721 4990132.285,1395874.515 4990130.392,1395872.812 4990129.63,1395869.264 4990128.503,1395865.587 4990127.919,1395861.863 4990127.893,1395858.178 4990128.424,1395854.614 4990129.502,1395851.252 4990131.101,1395850.828 4990131.799,1395850.936 4990132.608,1395851.57 4990133.188,1395852.158 4990133.27,1395855.571 4990132.69,1395859.03 4990132.473,1395861.322 4990132.534,1395864.843 4990132.95,1395868.322 4990133.746,1395870.577 4990134.482,1395875.004 4990136.775,1395877.593 4990138.429,1395881.534 4990141.483,1395885.283 4990145.022,1395886.049 4990145.012,1395886.255 4990144.904,1395886.7 4990144.28,1395886.572 4990143.431));8774;CORSO MARCONI GUGLIELMO;CORSO MARCONI GUGLIELMO;BANCHINA ALBERATA;8P;COMUNALE;1395878,3125;4990136,5
POLYGON ((1397395.273 4991356.881,1397399.815 4991359.951,1397397.926 4991362.746,1397397.168 4991364.438,1397397.185 4991364.909,1397397.444 4991365.348,1397399.966 4991367.501,1397400.545 4991367.851,1397401.16 4991367.943,1397401.723 4991367.668,1397402.182 4991367.186,1397438.829 4991312.787,1397438.993 4991312.329,1397438.922 4991311.848,1397438.712 4991311.531,1397435.107 4991307.856,1397432.49 4991311.77,1397428.626 4991307.543,1397395.273 4991356.881));7777;CORSO SAN MAURIZIO;C. S. MAURIZIO / V. G. DI BAROLO / V. GUASTALLA;BANCHINA ALBERATA;1;COMUNALE;1397417,125;4991334,75
POLYGON ((1392446.632 4993163.059,1392446.899 4993162.235,1392446.874 4993161.386,1392433.602 4993071.254,1392433.397 4993070.222,1392432.888 4993069.236,1392432.41 4993068.747,1392431.577 4993068.279,1392430.672 4993068.174,1392404.303 4993070.881,1392403.818 4993071.011,1392403.182 4993071.453,1392402.643 4993072.102,1392402.076 4993073.208,1392401.956 4993074.351,1392412.886 4993166.067,1392445.281 4993164.036,1392445.757 4993163.892,1392446.22 4993163.573,1392446.632 4993163.059));1796;PIAZZA CAMPANELLA TOMMASO;PIAZZA CAMPANELLA TOMMASO;GIARDINO;4;DI QUARTIERE;1392424,375;4993117,25
POLYGON ((1392546.052 4989359.541,1392552.361 4989371.995,1392556.308 4989379.81,1392567.247 4989374.187,1392568.713 4989373.434,1392580.831 4989367.205,1392579.513 4989364.6,1392577.733 4989365.561,1392575.47 4989361.136,1392576.389 4989360.64,1392572.396 4989352.748,1392571.585 4989351.145,1392570.088 4989348.187,1392577.217 4989344.509,1392565.536 4989320.224,1392562.507 4989321.635,1392570.932 4989338.184,1392571.154 4989338.756,1392571.198 4989339.398,1392571.043 4989340.023,1392570.706 4989340.57,1392570.217 4989340.989,1392546.492 4989352.8,1392546.86 4989354.326,1392548.791 4989358.109,1392546.052 4989359.541));9498;CORSO SEBASTOPOLI;CORSO SEBASTOPOLI/CORSO SIRACUSA;GIARDINO;2;COMUNALE;1392563,5;4989360,25
POLYGON ((1394427.922 4991880.371,1394458.35 4991939.55,1394469.439 4991933.752,1394470.635 4991934.068,1394547.264 4991893.82,1394547.711 4991893.487,1394548.068 4991893.041,1394548.564 4991891.987,1394548.765 4991890.844,1394548.521 4991889.738,1394546.903 4991886.579,1394510.505 4991816.639,1394509.973 4991815.812,1394509.533 4991815.477,1394508.499 4991815.026,1394507.334 4991814.835,1394506.21 4991815.086,1394418.896 4991860.787,1394418.528 4991861.174,1394418.357 4991861.824,1394427.922 4991880.371));5784;SCUOLA;SCUOLA MATERNA VIA COLLEGNO GIACINTO;VERDE SCOLASTICO;3;COMUNALE;1394484,125;4991877
POLYGON ((1394989.972 4990348.14,1394981.479 4990336.04,1394980.545 4990334.928,1394979.538 4990334.122,1394978.399 4990333.516,1394977.167 4990333.131,1394975.886 4990332.98,1394974.599 4990333.069,1394973.35 4990333.394,1394972.183 4990333.944,1394961.601 4990339.903,1394961.275 4990340.285,1394961.16 4990340.775,1394961.282 4990341.262,1394961.525 4990341.571,1394964.358 4990343.972,1394966.901 4990345.783,1394969.575 4990347.393,1394971.214 4990348.175,1394973.894 4990349.237,1394976.652 4990350.073,1394979.471 4990350.676,1394982.33 4990351.043,1394985.209 4990351.171,1394988.089 4990351.059,1394988.858 4990350.961,1394989.462 4990350.633,1394989.917 4990350.118,1394990.17 4990349.479,1394990.189 4990348.792,1394989.972 4990348.14));6781;CORSO EINAUDI LUIGI;C. EINAUDI / C. G. FERRARIS;AIUOLA SPARTITRAFFICO;1;COMUNALE;1394973,9375;4990342
