WKT_GEOM;ID_STALLO;ELEM_RIL;NUM_STALLI;ORDINANZA;NOTE;VIA;NUM_CIVICO;DATA_RIL;COORD_X;COORD_Y
POINT (1395338.40666487 4989127.8828822);975;Stalli disabili;1;2005_01859;ND;CORSO DANTE;42;20151021000000;;
POINT (1395355.29455613 4987339.04774768);976;Stalli disabili;1;;ND;VIA VENTIMIGLIA;52;20151006000000;;
POINT (1395365.22183137 4988873.26466361);977;Stalli disabili;1;2003_00856;ND;VIA GROSSI TOMMASO;19;20151021000000;;
POINT (1395377.3644259 4988473.77801802);978;Stalli disabili;1;2011_00545;ND;VIA NIZZA;167;20150907000000;;
POINT (1395387.3398117 4988506.68886359);979;Stalli disabili;1;2011_00545;ND;VIA NIZZA;163;20150907000000;;
POINT (1395398.70834779 4989187.49003305);980;Stalli disabili;1;2002_03688;ND;VIA LUGARO ERNESTO;4;20151021000000;;
POINT (1395382.53774127 4992498.52737231);983;Stalli disabili;1;2006_04356;ND;CORSO PRINCIPE EUGENIO;38;20150310000000;;
POINT (1395419.07044024 4989087.1649569);985;Stalli disabili;1;2003_00856;ND;VIA GROSSI TOMMASO;3;20151021000000;;
POINT (1395425.84181743 4991502.00950079);986;Stalli disabili;1;2001_03771;ND;VIA AVOGADRO AMEDEO;13;20160125000000;;
POINT (1395442.82988964 4988278.74855489);987;Stalli disabili;1;2001_03814;ND;via genova;14;20150908000000;;
POINT (1395525.46944869 4991681.35391964);991;Stalli disabili;1;;ND;VIA AVOGADRO AMEDEO;30;20150310000000;;
POINT (1395466.55085428 4988705.66572015);992;Stalli disabili;1;2012_00607;ND;VIA CELLINI BENVENUTO;12;20151021000000;;
POINT (1396146.82574364 4992323.45944842);1004;Stalli disabili;1;ND;ND;PIAZZA EMANUELE FILIBERTO;15;20150310000000;;
POINT (1395504.91336047 4989124.47362157);1008;Stalli disabili;1;2002_03676;ND;CORSO DANTE;53;20160111000000;;
POINT (1395526.37679195 4987889.59626369);1014;Stalli disabili;1;2005_03613;ND;CORSO SPEZIA;44;20151002000000;;
POINT (1395530.00359129 4988613.03692456);1015;Stalli disabili;1;2010_05748;ND;VIA MENABREA FEDERICO;4;20160107000000;;
POINT (1395531.0262423 4987904.14739584);1017;Stalli disabili;1;2005_03613;ND;CORSO SPEZIA;47;20151002000000;;
POINT (1395543.73188587 4989113.44316783);1019;Stalli disabili;1;2002_03735;0_24;VIA NIZZA;121;20160125000000;;
POINT (1395552.59876471 4987882.52660735);1029;Stalli disabili;1;2005_03613;ND;CORSO SPEZIA;53;20150908000000;;
POINT (1395541.99589441 4989349.86216092);1032;Stalli disabili;1;2003_00099;ND;VIA BRUGNONE CARLO GIOVANNI;1;20150504000000;;
POINT (1395557.80918065 4987897.11114939);1034;Stalli disabili;1;2005_03613;ND;CORSO SPEZIA;53;20150908000000;;
POINT (1395559.25351935 4988740.28872491);1035;Stalli disabili;1;2006_02685;ND;PIAZZA GRAF ARTURO;0;20160125000000;;
POINT (1395572.43571542 4988858.25072758);1043;Stalli disabili;1;2003_00950;ND;VIA SALUZZO;118;20150504000000;;
POINT (1395578.82138006 4988676.11127862);1045;Stalli disabili;1;2003_00854;ND;VIA CELLINI BENVENUTO;18;20160125000000;;
POINT (1395594.84393209 4988810.03325816);1053;Stalli disabili;1;2003_00950;ND;VIA MADAMA CRISTINA;143;20150721000000;;
POINT (1395629.05955176 4991638.45827785);1057;Stalli disabili;1;2002_00977;ND;VIA PROMIS CARLO;5;20150310000000;;
POINT (1395626.02244066 4989549.59758713);1058;Stalli disabili;1;2013_05685;ND;PIAZZA NIZZA;44;20150504000000;;
POINT (1395637.04230122 4987857.48677731);1060;Stalli disabili;1;2005_03613;ND;CORSO SPEZIA;55;20150908000000;;
POINT (1395641.07268891 4987871.32151751);1061;Stalli disabili;1;2005_03613;ND;CORSO SPEZIA;55;20150908000000;;
POINT (1395659.8871148 4987948.01176983);1062;Stalli disabili;1;2000_00457;ND;VIA SANTENA;9;20160125000000;;
POINT (1395659.16876715 4989266.60998993);1064;Stalli disabili;1;2002_03698;ND;VIA MONTI VINCENZO;7;20151021000000;;
POINT (1395661.75375028 4988575.0765436);1065;Stalli disabili;1;2001_02641;ND;VIA MENABREA FEDERICO;14;20160107000000;;
POINT (1395661.21279702 4988936.91648277);1066;Stalli disabili;1;2006_02685;ND;VIA MADAMA CRISTINA;133;20150721000000;;
POINT (1395667.96221674 4991521.38735529);1076;Stalli disabili;1;2009_02020;ND;VIA BERTOLOTTI DAVIDE;10;20150318000000;;
POINT (1395681.32670499 4990750.05449394);1085;Stalli disabili;1;2008_05212;ND;VIA GIOBERTI VINCENZO;16;20150327000000;;
POINT (1395676.98090236 4992586.55822951);1086;Stalli disabili;1;2007_00501;ND;CORSO PRINCIPE EUGENIO;8;20160125000000;;
POINT (1395679.78073482 4988876.23255155);1088;Stalli disabili;1;2003_00948;ND;VIA GIOTTO;20;20150721000000;;
POINT (1395684.53354874 4992642.2741644);1089;Stalli disabili;1;257__00009;ND;VIA CASELLE;5;20150310000000;;
POINT (1395691.84316191 4989510.44996676);1097;Stalli disabili;1;2013_05684;ND;PIAZZA NIZZA;79;20150504000000;;
POINT (1395721.31332436 4989143.84624636);1138;Stalli disabili;1;2002_03699;ND;VIA FOSCOLO UGO;11;20160125000000;;
POINT (1395737.62906748 4989055.84644446);1144;Stalli disabili;1;2002_03697;ND;VIA GIOTTO;125;20160125000000;;
POINT (1395742.01749018 4988499.26490811);1145;Stalli disabili;1;2003_00953;ND;VIA FOA_ PIO;90;20160125000000;;
POINT (1395763.80900433 4989866.94505769);1151;Stalli disabili;1;2010;ND;VIA NIZZA;49;20150527000000;;
POINT (1395774.21101594 4988884.27663033);1152;Stalli disabili;1;2003_01093;0_24;VIA ORMEA;125;20160125000000;;
POINT (1395776.42090294 4989411.09216787);1153;Stalli disabili;1;2002_03687;ND;VIA DONIZETTI GAETANO;14;20160125000000;;
POINT (1395785.33042761 4988932.28992502);1154;Stalli disabili;1;2002_02369;ND;VIA ORMEA;121;20160125000000;;
POINT (1395803.10448293 4989237.86322368);1155;Stalli disabili;1;2002_03697;ND;VIA MADAMA CRISTINA;111;20160125000000;;
POINT (1395807.07908907 4989034.92955612);1156;Stalli disabili;1;2002_03690;ND;VIA ORMEA;124;20160125000000;;
POINT (1395835.09949278 4989273.73307038);1158;Stalli disabili;1;2002_03988;ND;VIA MADAMA CRISTINA;105;20150721000000;;
POINT (1395836.34266507 4989708.11698181);1159;Stalli disabili;1;2007_05423;ND;VIA BIDONE GIORGIO;9;20150407000000;;
POINT (1395851.44277861 4988996.30364499);1161;Stalli disabili;1;2002_03676;0_24;CORSO DANTE;78;20160125000000;;
POINT (1395871.96996076 4989384.78185242);1164;Stalli disabili;1;2002_03687;ND;VIA DONIZETTI GAETANO;9;20160125000000;;
POINT (1395864.70973414 4989702.68833647);1166;Stalli disabili;1;2006_04754;ND;VIA BIDONE GIORGIO;11;20150527000000;;
POINT (1395885.53696114 4986129.92055528);1168;Stalli disabili;1;;ND;CORSO MONCALIERI;399;20160108000000;;
POINT (1395885.24496073 4989696.71514753);1169;Stalli disabili;1;ND;ND;VIA BIDONE GIORGIO;18;20150527000000;;
POINT (1395884.17964678 4991395.38840478);1171;Stalli disabili;1;2011_01192;ND;VIA LASCARIS;ND;20150326000000;;
POINT (1395897.28451822 4991311.6246393);1172;Stalli disabili;1;2006_00363;ND;VIA DELL_ ARCIVESCOVADO;ND;20150326000000;;
POINT (1395905.2112198 4989094.07108936);1173;Stalli disabili;1;2002_03693;ND;VIA GIURIA PIETRO;46;20160125000000;;
POINT (1395905.62336328 4988704.6310537);1174;Stalli disabili;1;2003_01077;ND;CORSO D_AZEGLIO MASSIMO;53;20160125000000;;
POINT (1394896.30327392 4989462.06464962);2568;Stalli disabili;4;ND;Nessuna;CORSO ROSSELLI CARLO E NELLO;4;20151217000000;;
POINT (1399366.14407755 4992178.57318659);2852;Stalli disabili;4;2012;8_20;VIA DELEDDA;7;20160118000000;;
POINT (1395548.39133071 4987583.46426766);1021;Stalli disabili;5;2008_01373;ND;VIA ZURETTI GIANFRANCO;3;20151006000000;;
POINT (1395707.0784109 4987712.27253829);1121;Stalli disabili;5;;ND;PIAZZA POLONIA;94;20160105000000;;
POINT (1395679.85368104 4991886.52394001);1583;Stalli disabili;5;ND;Nessuna;VIA FABRO ANTONIO;ND;20150327000000;;
POINT (1396746.30525559 4992384.66700385);1673;Stalli disabili;5;ND;Nessuna;VIA BAZZI GIOVANNI ANTONIO;4;20150409000000;;
POINT (1395493.01419407 4988638.38614955);2149;Stalli disabili;5;2008_05522;Nessuna;VIA MADAMA CRISTINA;161;20160126000000;;
POINT (1395522.57370644 4987514.74983845);2716;Stalli disabili;5;ND;Nessuna;VIA ZURETTI GIANFRANCO;3;20160108000000;;
POINT (1395514.95564685 4987550.98155994);1005;Stalli disabili;6;;ND;VIA BIGLIERI GIULIO;50;20151006000000;;
POINT (1395670.86131621 4987723.55428053);1071;Stalli disabili;6;;ND;PIAZZA POLONIA;94;20160105000000;;
POINT (1395670.33726188 4987736.7267009);1075;Stalli disabili;6;;ND;PIAZZA POLONIA;94;20160105000000;;
POINT (1394986.25961871 4989454.47918248);2573;Stalli disabili;6;ND;Nessuna;CORSO TURATI FILIPPO;50;20151217000000;;
POINT (1396093.28371751 4988036.23330233);2714;Stalli disabili;6;ND;Nessuna;CORSO SICILIA;53;20160111000000;;
POINT (1395702.88846925 4987703.88348268);1112;Stalli disabili;7;;ND;PIAZZA POLONIA;94;20160105000000;;
POINT (1394213.59643127 4991837.09046218);1878;Stalli disabili;7;ND;Nessuna;CORSO FERRUCCI FRANCESCO;39;20150505000000;;
POINT (1395748.86251908 4988453.37884173);2299;Stalli disabili;7;ND;Nessuna;CORSO BRAMANTE;92;20150909000000;;
POINT (1395675.99856789 4988474.23462131);2297;Stalli disabili;9;ND;Nessuna;CORSO BRAMANTE;86;20150909000000;;
POINT (1395715.18210941 4988463.31455977);2298;Stalli disabili;9;ND;Nessuna;CORSO BRAMANTE;90;20150909000000;;
POINT (1393517.54669652 4990737.96248948);2141;Stalli disabili;2;ND;Nessuna;VIA CHIOMONTE;3;20150715000000;;
POINT (1392819.28808649 4988591.21951554);2158;Stalli disabili;2;2008_05489;Nessuna;CORSO ORBASSANO;200;20150804000000;;
POINT (1393553.08217511 4987871.00320957);2166;Stalli disabili;2;2013;Nessuna;VIA S_ MARINO;10;20150804000000;;
POINT (1393521.35857091 4990294.68306333);2175;Stalli disabili;2;ND;Nessuna;LARGO RACCONIGI;191;20150806000000;;
POINT (1393695.76152974 4990358.89634319);2176;Stalli disabili;2;ND;Nessuna;VIA OSASCO;66;20150806000000;;
POINT (1393979.76789324 4990221.86285127);2185;Stalli disabili;2;ND;Nessuna;VIA MILLIO FRANCESCO;4;20150806000000;;
POINT (1394219.48703329 4992873.96425228);2206;Stalli disabili;2;ND;Nessuna;CORSO TASSONI ALESSANDRO;45;20150825000000;;
POINT (1394114.61093261 4992379.00029557);2207;Stalli disabili;2;ND;Nessuna;VIA MEDICI GIACOMO;12;20150825000000;;
POINT (1395836.57132612 4988891.35794966);2232;Stalli disabili;2;ND;Salita Discesa Disabili 07_30 _13_00 15_00 _ 18_00;VIA GIURIA PIETRO;43;20150827000000;;
POINT (1395791.34842686 4989603.57069701);2233;Stalli disabili;2;ND;Nessuna;VIA SALUZZO;76;20150827000000;;
POINT (1394385.25817691 4991635.59135142);2235;Stalli disabili;2;ND;Nessuna;CORSO VITTORIO EMANUELE II;141;20150831000000;;
POINT (1395134.80992228 4988191.30613637);2290;Stalli disabili;2;ND;Nessuna;VIA BIZZOZERO GIULIO;1;20150908000000;;
POINT (1395517.40704361 4988279.01364863);2291;Stalli disabili;2;ND;Nessuna;VIA CHERASCO;3;20150908000000;;
POINT (1393331.85084567 4991942.1387931);2292;Stalli disabili;2;ND;Nessuna;VIA BARDONECCHIA;36;20150909000000;;
POINT (1395589.08849122 4988498.86922045);2296;Stalli disabili;2;ND;Nessuna;CORSO BRAMANTE;84;20150909000000;;
POINT (1393396.81093457 4991519.0142389);2302;Stalli disabili;2;ND;Nessuna;VIA FRASSINETO;1;20150909000000;;
POINT (1395122.19475381 4988232.64692632);2307;Stalli disabili;2;ND;Nessuna;VIA ALASSIO;11;20150929000000;;
POINT (1395153.04340785 4987461.09285112);2314;Stalli disabili;2;ND;Nessuna;VIA FINALMARINA;5;20151006000000;;
POINT (1393658.810014 4987222.07897456);2320;Stalli disabili;2;ND;Nessuna;VIA OLIVERO PIER DOMENICO;32;20151019000000;;
POINT (1395470.70721413 4988995.05549365);2330;Stalli disabili;2;2015_80888;Nessuna;VIA PETITTI ILARIONE;15;20160115000000;;
POINT (1392963.73435352 4989436.82560637);2348;Stalli disabili;2;ND;Nessuna;VIA MOMBASIGLIO;77;20151112000000;;
POINT (1392833.19841101 4992264.7282052);2361;Stalli disabili;2;ND;Nessuna;CORSO FRANCIA;186;20151119000000;;
POINT (1392775.67286741 4992620.56438624);2362;Stalli disabili;2;ND;Nessuna;CORSO MONTE GRAPPA;50;20151119000000;;
POINT (1393471.94905755 4988444.54151901);2382;Stalli disabili;2;ND;Nessuna;VIA FILADELFIA;109;20151201000000;;
POINT (1393481.5128554 4988453.02428105);2383;Stalli disabili;2;ND;Nessuna;VIA FILADELFIA;106;20151201000000;;
POINT (1393053.97598184 4987828.31758008);2385;Stalli disabili;2;ND;Nessuna;CORSO COSENZA;48;20151201000000;;
POINT (1393077.1819327 4988409.69604273);2386;Stalli disabili;2;ND;Nessuna;VIA ACCIARINI FILIPPO;20;20151201000000;;
POINT (1392640.08749626 4988656.03154359);2413;Stalli disabili;2;ND;Nessuna;VIA PISCINA;22;20151203000000;;
POINT (1392350.65714342 4991421.10373433);2422;Stalli disabili;2;ND;Nessuna;CORSO MONTE CUCCO;76;20151205000000;;
POINT (1392544.34329233 4991517.10592661);2424;Stalli disabili;2;ND;Nessuna;VIA FATTORI GIOVANNI;23;20151205000000;;
POINT (1392250.13723355 4987649.42290927);2434;Stalli disabili;2;ND;Nessuna;CORSO TAZZOLI ENRICO;84;20151209000000;;
POINT (1392251.61205832 4989850.78892792);2440;Stalli disabili;2;ND;Nessuna;VIA MONFALCONE;172;20151209000000;;
POINT (1392194.97553412 4989909.13630972);2441;Stalli disabili;2;ND;Nessuna;VIA ARBE;29;20151209000000;;
POINT (1392197.32767304 4989179.27464029);2448;Stalli disabili;2;ND;Nessuna;VIA FORNO CANAVESE;5;20151209000000;;
POINT (1391703.58777265 4988661.12777703);2460;Stalli disabili;2;ND;Nessuna;VIA RUBINO EDOARDO;24;20151209000000;;
POINT (1396587.28611859 4994069.40586798);2475;Stalli disabili;2;2015;Nessuna;VIA CIGNA FRANCESCO;115;20151210000000;;
POINT (1396152.86855238 4994086.6341786);2481;Stalli disabili;2;ND;Nessuna;VENEZIA;10;20151210000000;;
POINT (1396718.67083034 4993996.52210418);2486;Stalli disabili;2;2015;Nessuna;VIA BANFO ANTONIO;34;20151210000000;;
POINT (1391640.41130771 4988095.74623081);2496;Stalli disabili;2;ND;Nessuna;VIA GONIN FRANCESCO;39;20151211000000;;
POINT (1391223.11185672 4987840.05236776);2505;Stalli disabili;2;ND;Nessuna;CORSO TAZZOLI ENRICO;215_9;20151211000000;;
POINT (1391150.71871323 4991599.3033562);2506;Stalli disabili;2;ND;Nessuna;VIA CIRENAICA;32;20151214000000;;
POINT (1396889.91700741 4994082.73201289);2509;Stalli disabili;2;ND;Nessuna;VIA VALPRATO;3;20151214000000;;
POINT (1397365.69532045 4994174.16669804);2558;Stalli disabili;2;2005_02127;Nessuna;VIA MONTANARO;60;20151216000000;;
POINT (1397999.31995073 4993530.47229634);2561;Stalli disabili;2;ND;Nessuna;VIA TAMAGNO FRANCESCO;5;20151216000000;;
POINT (1394854.33699647 4989633.8848521);2569;Stalli disabili;2;ND;Nessuna;CORSO RE UMBERTO;115;20151217000000;;
POINT (1395270.03512329 4989942.13087113);2575;Stalli disabili;2;ND;Nessuna;VIA FILANGIERI GAETANO;7;20151217000000;;
POINT (1395094.65552624 4989851.33808167);2581;Stalli disabili;2;ND;Nessuna;VIA VESPUCCI AMERIGO;8;20151217000000;;
POINT (1395326.11708061 4989685.80538333);2588;Stalli disabili;2;ND;Nessuna;VIA CHISONE;ND;20151217000000;;
POINT (1397693.1919908 4994329.20867864);2601;Stalli disabili;2;2014;Nessuna;VIA SANTHIA_;76;20151218000000;;
POINT (1397677.70974758 4994661.20855875);2618;Stalli disabili;2;2012;Nessuna;VIA PORPORA NICOLA;59;20151221000000;;
POINT (1391094.26819276 4992132.09231118);2622;Stalli disabili;2;ND;Nessuna;CORSO FRANCIA;323;20151222000000;;
POINT (1391324.55975578 4992039.7234499);2623;Stalli disabili;2;2011_03762;Nessuna;VIA DE SANCTIS FRANCESCO;10;20151222000000;;
POINT (1392554.25517675 4991053.01839339);2627;Stalli disabili;2;2000;08:00_20:00;VIA MONGINEVRO;130;20151222000000;;
POINT (1395088.32756259 4986467.87514751);2633;Stalli disabili;2;2014_01423;Nessuna;VIA VENTIMIGLIA;152;20151222000000;;
POINT (1398013.38685184 4998107.90321268);2639;Stalli disabili;2;ND;Mancano palina e cartello;STRADA PROVINCIALE DI CUORGNE_;139;20151224000000;;
POINT (1397100.32269087 4996747.22488426);2647;Stalli disabili;2;ND;Nessuna;VIA GERMAGNANO;50;20151224000000;;
POINT (1397956.97308059 4995456.85448161);2660;Stalli disabili;2;2000;Nessuna;VIA RAMAZZINI BERNARDINO;1;20151228000000;;
POINT (1398217.37572848 4995757.65446802);2661;Stalli disabili;2;2002;Nessuna;CORSO GIULIO CESARE;338;20151228000000;;
POINT (1399280.07493353 4994559.84119273);2662;Stalli disabili;2;2012;Nessuna;VIA ENNA;2;20151228000000;;
POINT (1391916.39698272 4991720.89633843);2674;Stalli disabili;2;2011_03761;Nessuna;VIA ALECSANDRI VASILE;27;20151230000000;;
POINT (1392317.52957141 4990394.12780807);2686;Stalli disabili;2;2007;fronte civico 16_A_ pressi cancello Palazzetto dello Sport;VIALE BISTOLFI LEONARDO;16;20160201000000;;
POINT (1394962.6518879 4986089.21953611);2688;Stalli disabili;2;ND;Nessuna;VIA VENTIMIGLIA;194;20160104000000;;
POINT (1396254.16355137 4988528.0385908);2907;Stalli disabili;2;81157;Nessuna;VIALE DOGALI;10;20160125000000;;
POINT (1396210.95860348 4989121.03479933);2701;Stalli disabili;2;ND;Nessuna;VIA PETRARCA FRANCESCO;37;20160107000000;;
POINT (1393547.22212294 4985777.98799969);2702;Stalli disabili;2;ND;Nessuna;VIA VIGLIANI ONORATO;136;20160108000000;;
POINT (1394116.57317874 4985697.80857121);2709;Stalli disabili;2;ND;Nessuna;VIA TORRAZZA PIEMONTE;10;20160108000000;;
POINT (1393619.43837482 4989894.51577217);2711;Stalli disabili;2;2014;parco P_P_ Mennea;PIAZZA MARMOLADA;0;20160108000000;;
POINT (1389528.58637435 4988231.31617137);2746;Stalli disabili;2;ND;Nessuna;VIA PANCALIERI;0;20160112000000;;
POINT (1398498.93470436 4991895.25588437);2764;Stalli disabili;2;2005;Nessuna;VIA ANDORNO;43;20160112000000;;
POINT (1392121.38733876 4992776.97283527);2768;Stalli disabili;2;ND;feriale dalle 08:00 alle 15:00;carrera;80;20160112000000;;
POINT (1391459.70105935 4992739.21741536);2782;Stalli disabili;2;ND;Nessuna;VIA BUFFA DI PERRERO CARLO;19;20160113000000;;
POINT (1396061.65654855 4994029.24878358);2784;Stalli disabili;2;ND;Nessuna;CORSO VENEZIA;1;20160113000000;;
POINT (1396054.94873784 4994150.40944747);2799;Stalli disabili;2;ND;Nessuna;VIA DEL RIDOTTO;9;20160113000000;;
POINT (1395842.47111391 4995249.65998638);2816;Stalli disabili;2;ND;Nessuna;VIA SOSPELLO;118;20160114000000;;
POINT (1395760.04804121 4995202.45369396);2822;Stalli disabili;2;ND;Nessuna;VIA CAMPIGLIA;40;20160114000000;;
POINT (1393101.48316987 4986311.94638863);2831;Stalli disabili;2;ND;Nessuna;VIA PIOBESI;4;20160114000000;;
POINT (1399126.9816622 4992506.28824369);2846;Stalli disabili;2;2009;Nessuna;VIA RAGAZZONI ERNESTO;7;20160118000000;;
POINT (1399457.92811405 4992137.24557582);2853;Stalli disabili;2;2012;Nessuna;CORSO CADORE;20;20160118000000;;
POINT (1399385.13200357 4991801.28643312);2854;Stalli disabili;2;2008;Nessuna;VIA VEZZOLANO;20;20160118000000;;
POINT (1396264.12881278 4994407.94387575);2856;Stalli disabili;2;ND;Nessuna;VIA ADDA;9;20160119000000;;
POINT (1395279.40227239 4994983.6650084);2857;Stalli disabili;2;ND;Nessuna;VIA STRADELLA;180;20160119000000;;
POINT (1395687.9306028 4995912.74720448);2859;Stalli disabili;2;ND;Nessuna;VIA VANINETTI GIUSEPPE;50;20160119000000;;
POINT (1398755.16906521 4990998.53712435);2864;Stalli disabili;2;2015_81628;Nessuna;CORSO SELLA QUINTINO;83;20160120000000;;
POINT (1395437.21682 4996317.51190624);2880;Stalli disabili;2;ND;Nessuna;VIA OLIVETTI ARRIGO;6;20160121000000;;
POINT (1395508.38784168 4996184.79837134);2881;Stalli disabili;2;ND;Nessuna;VIA REISS ROMOLI GUGLIELMO;270;20160121000000;;
POINT (1393669.96929221 4994725.3828203);2886;Stalli disabili;2;ND;Nessuna;CORSO LOMBARDIA;115;20160122000000;;
POINT (1393550.40154887 4994532.98836947);2887;Stalli disabili;2;ND;Nessuna;CORSO LOMBARDIA;95;20160122000000;;
POINT (1393697.01069276 4994714.06887648);2888;Stalli disabili;2;ND;Nessuna;CORSO LOMBARDIA;120;20160122000000;;
POINT (1393594.57435022 4995425.44085153);2893;Stalli disabili;2;ND;Nessuna;VIA FIESOLE;52_3;20160122000000;;
POINT (1396829.06267004 4990145.30971508);2913;Stalli disabili;2;ND;Nessuna;VIALE VIRGILIO;17;20160125000000;;
POINT (1392423.12447536 4994462.8373726);2923;Stalli disabili;2;ND;Nessuna;VIA COSSA PIETRO;293_8;20160126000000;;
POINT (1392439.56134191 4994501.64221084);2924;Stalli disabili;2;ND;Nessuna;VIA COSSA PIETRO;293_8;20160126000000;;
POINT (1391495.21942766 4995132.82721622);2926;Stalli disabili;2;ND;Nessuna;Via Aglietta;35;20160126000000;;
POINT (1399570.52820546 4991531.21824354);2931;Stalli disabili;2;2008_05230;Nessuna;CORSO CASALE;195;20160128000000;;
POINT (1400094.15597241 4992349.01508061);2941;Stalli disabili;2;2012;7_18 salita_discesa;VIA CATALANI ALFREDO;4;20160201000000;;
POINT (1400240.72772986 4992755.48706414);2943;Stalli disabili;2;2001;8_20;STRADA COMUNALE DI SOPERGA;4;20160204000000;;
POINT (1394031.76657112 4988488.50992943);2946;Stalli disabili;2;ND;Nessuna;CORSO FERRARIS GALILEO;266;20160210000000;;
POINT (1395303.3865886 4993964.20489365);2962;Stalli disabili;2;2016_81110;Nessuna;VIA ORVIETO;1_5;20160524000000;;
POINT (1395280.96505896 4991312.47089042);2974;Stalli disabili;2;2016_81102;Nessuna;VIA S_ QUINTINO;34;20160526000000;;
POINT (1395797.22195428 4992778.5353012);2982;Stalli disabili;2;2016_82062-2016_82065;Nessuna;PIAZZA MARIA AUSILIATRICE;1;20160826000000;;
POINT (1396657.97620358 4993829.29205559);2986;Stalli disabili;2;2016_82221-2016_82222;Nessuna;VIA CIGNA FRANCESCO;96;20160826000000;;
POINT (1395697.0340299 4992272.9539805);2987;Stalli disabili;2;ND;Nessuna;VIA DEL CARMINE;12;20160826000000;;
POINT (1389907.3614864 4987966.96424812);774;Stalli disabili;3;2005_04720;ND;VIA PANCALIERI;0;20160112000000;;
POINT (1389979.23483736 4987919.17532161);778;Stalli disabili;3;2012_02146;ND;VIA PANCALIERI;0;20160111000000;;
POINT (1392154.26900188 4985607.76096025);820;Stalli disabili;3;2004_04139;ND;VIA FARINELLI ARTURO;25;20160111000000;;
POINT (1394879.95155928 4988789.39277414);926;Stalli disabili;3;2007_02925;ND;VIA GIORDANO BRUNO;25;20160111000000;;
POINT (1395474.66689095 4991462.56369735);995;Stalli disabili;3;2003_03234;ND;VIA PAPACINO ALESSANDRO VITTORIO;5;20150318000000;;
POINT (1395580.94524139 4987864.55868799);1047;Stalli disabili;3;2007_03449;ND;CORSO SPEZIA;60;20151002000000;;
POINT (1397253.56176991 4991423.05062073);1450;Stalli disabili;3;ND;Nessuna;VIA S_ OTTAVIO;21;20150313000000;;
POINT (1393878.42863187 4988105.65515949);1486;Stalli disabili;3;ND;Nessuna;CORSO UNIONE SOVIETICA;216;20150319000000;;
POINT (1397442.48718127 4991653.61998817);1561;Stalli disabili;3;ND;Nessuna;VIA S_ OTTAVIO;50;20150327000000;;
POINT (1395548.36897617 4990369.0325304);1647;Stalli disabili;3;ND;Nessuna;VIA S_ SECONDO;29;20150401000000;;
POINT (1396689.03136711 4992437.52714256);1685;Stalli disabili;3;ND;Nessuna;VIA PISANO ANDREA;6;20150409000000;;
POINT (1396334.71064458 4992689.5935075);1692;Stalli disabili;3;ND;Nessuna;VIA ANDREIS VITTORIO;26;20150410000000;;
POINT (1397503.21786765 4993017.77335499);1739;Stalli disabili;3;ND;Nessuna;CORSO NOVARA;96;20150416000000;;
POINT (1395638.01184264 4994189.44686787);1775;Stalli disabili;3;ND;Nessuna;VIA GRAMEGNA LUIGI;17;20150421000000;;
POINT (1394860.59032654 4994056.35292966);1781;Stalli disabili;3;ND;Nessuna;VIA BORGARO;1;20150421000000;;
POINT (1394517.63318822 4993826.24515285);1797;Stalli disabili;3;ND;Nessuna;VIA PESSINETTO;12;20150423000000;;
POINT (1394673.53030369 4991244.51240941);1844;Stalli disabili;3;ND;Nessuna;CORSO CASTELFIDARDO;17;20150428000000;;
POINT (1394573.23001017 4993069.77360938);1993;Stalli disabili;3;ND;Nessuna;VIA BOSSI CARLO;24;20150507000000;;
POINT (1394613.72792966 4990730.37460235);2079;Stalli disabili;3;ND;Nessuna;VIA D_OVIDIO ENRICO;10;20150603000000;;
POINT (1393518.3063102 4990584.2811725);2143;Stalli disabili;3;ND;Nessuna;VIA BRACCINI PAOLO;70;20150715000000;;
POINT (1393446.66193371 4992505.31206766);2220;Stalli disabili;3;ND;Nessuna;VIA PILO ROSALINO;52;20150826000000;;
POINT (1393110.42848291 4991400.26451828);2234;Stalli disabili;3;2008_05801;Nessuna;CORSO PESCHIERA;230;20150831000000;;
POINT (1395425.95863639 4988807.90496965);2331;Stalli disabili;3;ND;Nessuna;VIA CANOVA ANTONIO;14;20151021000000;;
POINT (1392462.89361806 4987538.54958731);2431;Stalli disabili;3;ND;Nessuna;CORSO SIRACUSA;231;20151209000000;;
POINT (1392342.90993082 4987586.56188172);2432;Stalli disabili;3;ND;Nessuna;CORSO TAZZOLI ENRICO;84;20151209000000;;
POINT (1398376.12947861 4993473.42847988);2473;Stalli disabili;3;ND;Nessuna;VIA CIMAROSA DOMENICO;39;20151210000000;;
POINT (1396676.09726683 4994333.81626169);2485;Stalli disabili;3;2015;Nessuna;PIAZZA GHIRLANDAIO;45;20151210000000;;
POINT (1394892.69727397 4989678.76486713);2570;Stalli disabili;3;ND;Nessuna;CORSO RE UMBERTO;109;20151217000000;;
POINT (1397629.81211138 4995926.17216327);2607;Stalli disabili;3;ND;Nessuna;VIA CENA GIOVANNI;4;20151221000000;;
POINT (1396983.42420639 4995008.54322666);2613;Stalli disabili;3;ND;Nessuna;VIA GOTTARDO;10;20151221000000;;
POINT (1397108.98126028 4996773.69057647);2645;Stalli disabili;3;ND;Nessuna;VIA GERMAGNANO;50;20151224000000;;
POINT (1397105.34192075 4996763.96948344);2646;Stalli disabili;3;ND;Nessuna;VIA GERMAGNANO;50;20151224000000;;
