ID_A_PEDO;DENOMINAZI;CIRCOSCRIZ;ORD_IST;SUPERFICIE;geometry;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
99;crocetta;1;;49605;POLYGON ((7.663376150358125 45.0627465821269, 7.663288688913732 45.06261624962666, 7.662619411284612 45.06168549763625, 7.662857945219247 45.0616003726342, 7.662869335262024 45.0616032245481, 7.662957487024492 45.0615872168915, 7.66299444085594 45.06158260876711, 7.663091972283478 45.06157341709766, 7.663181204529391 45.06157207662634, 7.663301285295262 45.06158175526853, 7.663725237538232 45.06100745270209, 7.664064705938464 45.06058855475265, 7.664505299027063 45.05999712473255, 7.664509309712454 45.05998961025473, 7.664509453122435 45.05998181649173, 7.664505743230619 45.05997750630242, 7.664499438692407 45.05997444399519, 7.664489079510396 45.05997260348768, 7.664479098002102 45.05997417902817, 7.664158502186771 45.0600973694168, 7.664272048839238 45.06025439082011, 7.664275858093286 45.06025443539107, 7.664278326024164 45.06025808293614, 7.664284581828225 45.06026269297131, 7.664291350802789 45.06026435646498, 7.66429826085629 45.06026378019477, 7.664302316034044 45.06026199130298, 7.664308965992412 45.06025567792945, 7.664312593238358 45.06025580504619, 7.664064705938464 45.06058855475265, 7.664068843658844 45.06054015622541, 7.663902193142253 45.06030195723118, 7.663894490754705 45.06030546774776, 7.663846298932059 45.06023261134195, 7.663815821171546 45.06022859993715, 7.66305123579985 45.06052656882429, 7.663165757057488 45.06067928193288, 7.663309089288359 45.0608089279563, 7.663409607020116 45.06087099213393, 7.663725237538232 45.06100745270209, 7.663638761890435 45.06112459713821, 7.663498614000668 45.06107053887125, 7.663359782249991 45.06101095171295, 7.663206881788798 45.06091687630268, 7.663137316223724 45.06086900097485, 7.663063351773758 45.0608120544219, 7.662968558667854 45.06071421236635, 7.662876810390007 45.06059202039015, 7.662826753327936 45.06051830357522, 7.662867139629545 45.06049575439698, 7.662897224902768 45.06046787171928, 7.662905409965762 45.06043256340671, 7.662900494356014 45.06038037941374, 7.662883047939048 45.06034849044845, 7.662854151561511 45.0603090102494, 7.664866453674061 45.05953273156909, 7.664939206427557 45.05943170158931, 7.664972966794508 45.05943053911972, 7.665207302526601 45.05977402833407, 7.665179377947772 45.05978255945906, 7.665148643228561 45.05976885961487, 7.665122096155312 45.05976513756511, 7.665089757406887 45.05977669562108, 7.665077014189893 45.05978778968507, 7.664496557741027 45.06055077778562, 7.664493576405216 45.06056317420393, 7.664493871464351 45.06057559094872, 7.664497686952662 45.06058627555056, 7.664614903478394 45.06073904573985, 7.664903364082416 45.06115335458591, 7.664583448188859 45.06126728238431, 7.664299671202096 45.06085972477498, 7.664295809558514 45.06085647500007, 7.664287076331785 45.06085352829121, 7.664278156804329 45.0608531268723, 7.664263780553114 45.06085688338446, 7.664257262766429 45.06086024575602, 7.664252476291064 45.06086452855135, 7.664036964531518 45.06114743137044, 7.663627783273337 45.06168315584583, 7.663653820000698 45.06169572990227, 7.663678620034653 45.06170959471695, 7.663702332813799 45.06172487806324, 7.663724406764611 45.06174126742886, 7.664459588300301 45.06147658930735, 7.664466606356673 45.06143430059156, 7.664478729789215 45.06139694150136, 7.664506199023925 45.06134637646531, 7.664528587289373 45.0613176440239, 7.664554309240617 45.06129138102494, 7.664583448188859 45.06126728238431, 7.664903364082416 45.06115335458591, 7.664938321354212 45.06115210710662, 7.664973317096941 45.06115248036565, 7.665017240387709 45.06115564050999, 7.665060852870058 45.06116178555464, 7.665106394668955 45.06117016755173, 7.665150721911179 45.06118107379745, 7.665185330254335 45.06119154232618, 7.665219047931815 45.06120317064639, 7.665949429554168 45.06094221648286, 7.666181748479149 45.06085091777025, 7.666210086724569 45.06084809828863, 7.667035459524682 45.0605523303391, 7.667046021835088 45.06054707967685, 7.66705834561875 45.06053598949866, 7.66706617547729 45.06052316353613, 7.667068469309206 45.06051463873976, 7.667067623847799 45.06050128840364, 7.667346152556963 45.06090481715691, 7.667333002291354 45.06089572499214, 7.667322947563524 45.06089224999378, 7.667306962782146 45.06089090217203, 7.667291177513169 45.0608924462108, 7.667276846767142 45.06089479937434, 7.667263033573856 45.06089838280435, 7.666555310311798 45.06115035633471, 7.666462311058259 45.06118645586416, 7.666444491413051 45.06119901205852, 7.66643421581898 45.06121049516386, 7.66643171019854 45.06123030555629, 7.666245458553648 45.06129370675588, 7.666232744840562 45.06128659993093, 7.66621781933911 45.06128339198726, 7.666201600961489 45.06128334652248, 7.66618595439052 45.06128656633791, 7.665462619183239 45.06154313054922, 7.665457654389168 45.06157472235028, 7.665447701650407 45.06160615682163, 7.665432841413787 45.06163670576789, 7.665418968220566 45.06166031696888, 7.665403420865725 45.06168327847952, 7.665309191710496 45.06177051012551, 7.66526264337628 45.06179607070682, 7.665234725594602 45.06180972386701, 7.665205903480572 45.06182239426703, 7.665149285636351 45.0618451095601, 7.664797385849445 45.06185042798301, 7.664768197529395 45.06184391145, 7.664738945983513 45.06183574686609, 7.664715545646582 45.06182775873533, 7.664695248414758 45.06181959985864, 7.663969469880455 45.06208232814985, 7.663979211699725 45.06217336793345, 7.664847239003249 45.06217223531862, 7.664835751446343 45.06213756159242, 7.664815357660458 45.06204354377054, 7.664797385849445 45.06185042798301, 7.665149285636351 45.0618451095601, 7.665210157204884 45.06217382382585, 7.666103764035539 45.06217109939433, 7.666114513858193 45.06210757426123, 7.666130827613809 45.06206640224946, 7.66615417052692 45.06203046131544, 7.666092672417841 45.06200471812456, 7.666038600524678 45.06198242829888, 7.665892471703374 45.06193383100455, 7.66575222890472 45.06190193738637, 7.665656492335622 45.06188093373261, 7.665541818293264 45.06184955475526, 7.665410833942507 45.06180734502097, 7.665309191710496 45.06177051012551, 7.665403420865725 45.06168327847952, 7.665560574946746 45.06173781135284, 7.665656375658974 45.06176259653491, 7.665723225010171 45.06177886974844, 7.665790150336551 45.06179242530911, 7.665874666786467 45.06181254158624, 7.666093689179439 45.06187966093148, 7.666251274917147 45.06194572002153, 7.666308042448959 45.0619171008416, 7.666345355077087 45.06190307108563, 7.666371527731917 45.06189508631649, 7.666411644750715 45.06188553612098, 7.666452749333983 45.06187885097418, 7.666451640378917 45.06182986898492, 7.666444093038504 45.06176882157182, 7.666423141364774 45.06166646197624, 7.666393204872612 45.0615675980781, 7.666369279760957 45.06150626031064, 7.666339985142638 45.06144042198874, 7.666323417004618 45.06140790346228, 7.666305162313327 45.06137581531245, 7.666254996429775 45.06130356699013, 7.666245458553648 45.06129370675588, 7.66643171019854 45.06123030555629, 7.666449493576414 45.06127119180606, 7.666532384481306 45.06142454020509, 7.666573517080101 45.06153187938641, 7.666604424478425 45.06162942233246, 7.666618008864942 45.06168375299777, 7.666633754372179 45.06175875871323, 7.66664639140819 45.06188660387458, 7.666745108601004 45.06191818245368, 7.666821825834908 45.06196183630067, 7.666907101443106 45.06205257870575, 7.666935139980822 45.06211785310635, 7.666940167149148 45.06214418765717, 7.666941813319194 45.06217062675322, 7.666942215119702 45.06224300575641, 7.666715843426656 45.06224225333784, 7.666655726793226 45.06226092722252, 7.666623689761844 45.06228403949742, 7.666591503301383 45.06231360831105, 7.666578349002778 45.06234457372667, 7.666592870959171 45.06242391797169, 7.663945342726148 45.06242932082847, 7.663889678510169 45.06243940832479, 7.663876052499139 45.06244910566189, 7.663836694508362 45.06249363529816, 7.663781455935683 45.06254813291146, 7.66369102517443 45.06261064410356, 7.663567278142777 45.06267479057177, 7.663376150358125 45.0627465821269));3;Crocetta;Centro - Crocetta
12;montale;5;15;3546;POLYGON ((7.630106197274736 45.10303035777621, 7.630156303298506 45.10303667504967, 7.630272613644435 45.10309471772078, 7.630347045462945 45.1031494763352, 7.630413641692932 45.1032289312997, 7.630463536748832 45.10329190197211, 7.630562503987774 45.10337095305105, 7.630654474392839 45.10341625413558, 7.630722193298193 45.10343869725447, 7.630830239005445 45.10345970666265, 7.6309154883698 45.10346485450997, 7.630916116396346 45.10358194289671, 7.630917213105523 45.10385428611084, 7.630832123595384 45.10385446060054, 7.630139687165421 45.10385655732735, 7.630138587286763 45.10377183908896, 7.630250509129996 45.10376507893253, 7.630208111667335 45.10356900316707, 7.63018132319853 45.10347686542072, 7.630165317353284 45.10346531334338, 7.630198834265218 45.10346109770149, 7.630137719697588 45.10315146548996, 7.630128208530176 45.10315268359555, 7.63011062770359 45.10306884363515, 7.630106197274736 45.10303035777621));15;Le Valette;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
28;isabella;5;;593;POLYGON ((7.649681315193746 45.09505581674637, 7.649231045511319 45.09511188985213, 7.649207475018027 45.09508638843959, 7.649259700857476 45.09499992480819, 7.649286545776251 45.09495609853607, 7.649331725517196 45.09486608588031, 7.649352704621149 45.09480531216821, 7.64938904306127 45.09480620117697, 7.649396460246333 45.09482364403679, 7.649408560819276 45.09483972905159, 7.649424877056389 45.09485381157199, 7.649444773519098 45.09486535298355, 7.649467485381352 45.0948739121589, 7.649479107076906 45.09487581396269, 7.649501954926325 45.09490501543508, 7.649496695003708 45.09491357675371, 7.649492533260423 45.09492568869697, 7.649491388331289 45.09493813338254, 7.649493281835809 45.09495053299862, 7.649498158950532 45.09496251783041, 7.649505888408796 45.09497372626019, 7.649516223960688 45.09498382231463, 7.649528854981147 45.09499250526527, 7.649543406257713 45.09499951862757, 7.649559450695626 45.0950046503114, 7.649576508893583 45.09500775061939, 7.649594062061205 45.09500872339803, 7.649611589922531 45.09500753548791, 7.649628570291934 45.09500423472181, 7.64964447992315 45.09499891392834, 7.649664278823287 45.09498872425754, 7.649681315193746 45.09505581674637));15;Le Valette;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
13;molassi;7;642;1162;POLYGON ((7.68352878049697 45.07871933202519, 7.683581088533354 45.07894658740373, 7.683463444552314 45.07895575364127, 7.683334241054871 45.07911910146333, 7.683300416555072 45.07923094372021, 7.683335695946897 45.07935382686709, 7.683411037069642 45.07942021869881, 7.683519690180259 45.07948832688236, 7.683351712413389 45.0795437030361, 7.683167237696117 45.07936377496119, 7.683143457868349 45.07930885173166, 7.683160856423296 45.07922049434681, 7.68320009558502 45.07908612048486, 7.683323366693775 45.07890505218445, 7.683396924889379 45.07883114198341, 7.683485755055063 45.07875056661383, 7.68352878049697 45.07871933202519));7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
53;catania;7;;517;POLYGON ((7.694757548668671 45.07517358492336, 7.694722832413281 45.07515779516704, 7.694790015613596 45.07508390634172, 7.694825935527467 45.07504543173135, 7.694875221327167 45.07506789977777, 7.695010793663502 45.07513239011089, 7.695157044978055 45.07521666092898, 7.69517157784026 45.07525631723786, 7.69517435252762 45.0752767376684, 7.695164533456134 45.07532522529377, 7.695116479559289 45.07533386670036, 7.694898655775087 45.07523659839124, 7.694831020016291 45.0752063897688, 7.694757548668671 45.07517358492336));7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
85;pisa;7;;810;POLYGON ((7.690282265522791 45.08002711359958, 7.69007711969337 45.0799284063313, 7.69021106591076 45.07990866337044, 7.690612541226995 45.07947313694215, 7.690735947515805 45.07953668774351, 7.690282265522791 45.08002711359958));7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
113;alimonda;7;;548;POLYGON ((7.691443884076168 45.08622847303334, 7.69152393671943 45.08631910124828, 7.691036060038513 45.08654939858165, 7.690959809431276 45.08645552982121, 7.691443884076168 45.08622847303334));7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
114;alimonda;7;;538;POLYGON ((7.690539555362395 45.08581248285362, 7.690475149036881 45.08571393085828, 7.690994146196791 45.08554518664289, 7.691057411867483 45.08564220339778, 7.690539555362395 45.08581248285362));7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
14;santa rita;2;2100;831;POLYGON ((7.64688639699172 45.04723118364134, 7.645951992590971 45.0469800152758, 7.646105475056358 45.04690301692846, 7.646825198751092 45.0471038174624, 7.64688639699172 45.04723118364134));11;Santa Rita;Santa Rita - Mirafiori
57;pascoli;1;;950;POLYGON ((7.658528999510767 45.0505821732825, 7.658552499747198 45.05020506191642, 7.658869088229861 45.0502135359109, 7.658855328331089 45.05051495256898, 7.658528999510767 45.0505821732825));11;Santa Rita;Centro - Crocetta
58;pascoli;1;;990;POLYGON ((7.658579755186488 45.0486436820545, 7.658581290596159 45.04864130815758, 7.658583964513439 45.04863313527539, 7.658602256545095 45.0486292477624, 7.658738199846977 45.04865311441083, 7.658774370928326 45.04866291547355, 7.658794869087679 45.04867077471298, 7.658812681695628 45.04868739319624, 7.658822817128242 45.04871388345995, 7.65879819631718 45.04912090039289, 7.65865605905354 45.04912345012879, 7.658631671089373 45.04912362430129, 7.658602920968885 45.04911568620865, 7.658582101075292 45.04910231492365, 7.658567228882625 45.04908486753789, 7.658563169000173 45.04906740330011, 7.658579755186488 45.0486436820545));11;Santa Rita;Centro - Crocetta
18;avezzana;3;2016;1455;POLYGON ((7.65533004704116 45.0680340815418, 7.656106459429781 45.06775943821965, 7.656219297122037 45.06791929460795, 7.655360745561149 45.06822325277654, 7.655346359309886 45.06820079523452, 7.655326679166532 45.06815437594908, 7.655318916717862 45.06810622469714, 7.655323315642906 45.06805786563058, 7.65533004704116 45.0680340815418));5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
95;bernini;3;1884;1041;POLYGON ((7.656790867527561 45.0756209163458, 7.656505477936626 45.07560892545797, 7.656456314629168 45.07551480383333, 7.656417806615113 45.07541913525709, 7.656436011304949 45.07541590663052, 7.656440703796231 45.07544394620461, 7.656770990882029 45.07541715473475, 7.656773736367134 45.0754341467764, 7.656922383306004 45.07549080572232, 7.65694442198713 45.07548335960263, 7.657095489457037 45.07569264260572, 7.657120190673017 45.07572880471309, 7.656959782468955 45.07578637349688, 7.656969507150982 45.07568854105905, 7.656786122512826 45.07568081143867, 7.656790867527561 45.0756209163458));5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
96;bernini;3;1884;1980;POLYGON ((7.656019741165572 45.07558798853553, 7.655821095408457 45.07558012031568, 7.655813529029639 45.07566601489126, 7.655738834613128 45.07566353306403, 7.655670772140422 45.07567260990604, 7.655647420172228 45.07593027337558, 7.655268770445702 45.07591430057963, 7.655209197779264 45.075910034175, 7.655185304898259 45.07590065205456, 7.655145348385108 45.07587362651064, 7.65513689140462 45.07586478628931, 7.655125629027511 45.07584502103322, 7.655122822689633 45.07582114262802, 7.655127214918598 45.07576552823024, 7.655153170539044 45.07575197147953, 7.655156537478498 45.0757085368946, 7.655173624571258 45.07570920260144, 7.655232730721423 45.0757430879269, 7.655289004476222 45.07568110839711, 7.655332701027317 45.07564294305914, 7.655424995416834 45.07558025353596, 7.655537593183272 45.07552451828009, 7.655597644748319 45.07549968784993, 7.655638946237808 45.07548778797955, 7.655664980181646 45.07548442189125, 7.655766374146364 45.07546327379882, 7.655862563902804 45.07545167809228, 7.655969896838633 45.07544814394377, 7.655986128230867 45.07543263618047, 7.655972529694252 45.07534670844858, 7.65600428701805 45.07534414780081, 7.656049606154094 45.0753684839672, 7.656050784871635 45.07538736921416, 7.656034392330946 45.07540228376146, 7.656019741165572 45.07558798853553));5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
19;chiribiri;3;3316;497;POLYGON ((7.642767833634915 45.06227957236256, 7.642577485037625 45.06229658442279, 7.642457129876063 45.06201747002113, 7.642630856153982 45.06197628283333, 7.642767833634915 45.06227957236256));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
27;mauri;3;;14082;POLYGON ((7.652273988341611 45.05412797624015, 7.652340589075089 45.05422995929931, 7.652332209719109 45.05423291434992, 7.652480153472429 45.05444366819998, 7.653396285844096 45.05412173177458, 7.653317366992153 45.05401045831768, 7.653295582698971 45.05401822182296, 7.653240907178401 45.05390372365242, 7.653482359191497 45.05384821405263, 7.653816805381291 45.05432475524964, 7.654411686080436 45.05411621468477, 7.654488232145036 45.05412464231482, 7.654433088056188 45.05437104324316, 7.654430529212695 45.05438429955014, 7.65439314831867 45.05441215119232, 7.654362102981818 45.05439893086039, 7.654351683097037 45.05440839481566, 7.654281796816709 45.05437438672309, 7.654292462809454 45.05436384973542, 7.654261821327135 45.05434826654977, 7.653579939131384 45.05459004059058, 7.653917749351179 45.05507172505715, 7.653946145878795 45.05511209432213, 7.653265379865989 45.05535361423858, 7.653237084191334 45.05531370040656, 7.652920361968484 45.05486437175068, 7.65284955345517 45.05484737817528, 7.652038356607318 45.05513424555262, 7.652029414677657 45.05524128685478, 7.65201470143043 45.05525719254302, 7.651642085677158 45.05509387911367, 7.651753557479451 45.05505397203822, 7.652432212926913 45.05481360126994, 7.65199367324829 45.0541915849713, 7.652273988341611 45.05412797624015));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
87;di nanni;3;3551;248;POLYGON ((7.647264582210264 45.0620603641409, 7.647257026032373 45.0619593444314, 7.647537616878979 45.06194350449126, 7.647547822362965 45.06204231960617, 7.647264582210264 45.0620603641409));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
88;di nanni;3;3551;3482;POLYGON ((7.647721458899391 45.06292086821583, 7.647557726128106 45.06300001817402, 7.647454981465529 45.06288512225154, 7.64762153747548 45.06280501239295, 7.647153343833363 45.06226785390901, 7.647318836447707 45.06209089348063, 7.64753204203186 45.06208224878662, 7.647540653390743 45.062300483309, 7.647577577276762 45.06229883236609, 7.647592721727993 45.06243112014497, 7.648230615622584 45.06316807985602, 7.648325055933271 45.0631716915678, 7.648117982265323 45.06338236590799, 7.648044371135749 45.06329343745738, 7.647721458899391 45.06292086821583));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
89;di nanni;3;3551;1988;POLYGON ((7.648861215212753 45.06422927029929, 7.648217392978318 45.06349241507466, 7.648181377007927 45.06349916291249, 7.648359754129624 45.06331296936255, 7.649002675310467 45.06404978613767, 7.649049671078289 45.06405306079925, 7.648861215212753 45.06422927029929));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
90;di nanni;3;3551;425;POLYGON ((7.648963935603429 45.06434136843711, 7.648919674063505 45.06434980124991, 7.649109488567909 45.06417577713385, 7.649265826500009 45.06435677804225, 7.649279998636639 45.06437515462209, 7.649064590687572 45.06445858788948, 7.649051318875271 45.06444146712301, 7.648963935603429 45.06434136843711));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
91;lancia;3;4605;16725;POLYGON ((7.641335305678485 45.06083075737734, 7.640943577356366 45.06087186549767, 7.64093570956596 45.06083943213158, 7.640912046850702 45.06073514437974, 7.640832494673032 45.0607434059545, 7.640836222062624 45.06076137264311, 7.640785801296081 45.06076662340111, 7.640780364888272 45.0607431241267, 7.640723776620643 45.06074969989951, 7.640729167285813 45.0607725112874, 7.640610058820364 45.06078634182001, 7.640563482585017 45.06079175528207, 7.640558117379309 45.0607689441896, 7.640501507356872 45.0607754263583, 7.640506883104469 45.06079832759557, 7.640336549799611 45.06081810100886, 7.640331186175906 45.06079522691305, 7.640274830908227 45.06080167599688, 7.640280217771028 45.06082464038877, 7.640108317827697 45.06084459283783, 7.640102965923449 45.06082176387932, 7.640046409580715 45.06082812043844, 7.6400518073441 45.06085115698415, 7.639921363408623 45.0608663010266, 7.639915999733473 45.06084343591249, 7.639903941306323 45.06084461429381, 7.639908449273284 45.06086778546872, 7.63985269003472 45.06087426845027, 7.639848810033224 45.06085792921239, 7.63983643235207 45.06085928393708, 7.639840017575856 45.06087573776082, 7.639765225115995 45.06088495450525, 7.639763147357897 45.06087648538401, 7.63974515904261 45.06087869425902, 7.639720530599261 45.06061227162571, 7.639742674251751 45.0606107931765, 7.639814354273584 45.0606029606612, 7.639818034410045 45.06061755119696, 7.640652884948717 45.06052068162186, 7.640648988083764 45.06050290194339, 7.640851827349994 45.06047862717726, 7.640819413343822 45.06033774329752, 7.640805838858881 45.06033815778282, 7.640800644886308 45.06026739687871, 7.640784712592821 45.06026759251704, 7.640781969213803 45.06023064576838, 7.640769319844779 45.06023061217942, 7.640760660861379 45.06009195455462, 7.640743178152539 45.06009250345321, 7.640741195204135 45.06005560002687, 7.640727453130847 45.06005290693347, 7.64071983445322 45.05991726916569, 7.640689042933837 45.05991746062827, 7.640687368741657 45.05987718934593, 7.640698474550432 45.05987695742602, 7.640694302304691 45.05981090877726, 7.640574066067111 45.05981491388805, 7.640567197102776 45.05971145589312, 7.639622390307302 45.05973727870318, 7.639597835460732 45.05951313270206, 7.640555084518971 45.05948642633815, 7.640549347058664 45.05938380778539, 7.640597515088973 45.0593824550306, 7.640505684989815 45.05898187658209, 7.640388996062536 45.05894222789016, 7.64042304244184 45.05889237899267, 7.640446327873391 45.05885627158053, 7.640469520570758 45.05882022153563, 7.64053307177242 45.05884187576586, 7.640583529540602 45.05882910016621, 7.640504021758051 45.05866577229465, 7.640491037284294 45.05863910528151, 7.640690454343511 45.0586148645282, 7.640711786009533 45.05859472975619, 7.640799547178208 45.05858454962909, 7.640829363144907 45.05859869517691, 7.641017619668657 45.05857613046357, 7.641023729392918 45.05860173610053, 7.641042551709495 45.05868246425403, 7.641048370459504 45.05894660637923, 7.641099521179724 45.05894478482568, 7.641102310179322 45.05894553815838, 7.641104227574512 45.05894716327889, 7.641105247429292 45.05894914678363, 7.641106816108 45.05896227188126, 7.641106852626047 45.05896394662568, 7.641108901443156 45.05897020916809, 7.641113751186422 45.05897564989345, 7.641120844987375 45.05897965005943, 7.641137889930709 45.05898498390263, 7.64113943120388 45.05898586640885, 7.641140161896755 45.05898718934969, 7.641140153811447 45.05898860251489, 7.641139777936351 45.05898999329882, 7.64111882099568 45.05902325703782, 7.641608086454499 45.0591831884976, 7.641600485282161 45.0591953431663, 7.641689765212301 45.05922338964218, 7.641737394138445 45.05922924032527, 7.641739463337343 45.05928773075765, 7.641731070484023 45.05929889198069, 7.641714706727604 45.05930393624912, 7.641657380604354 45.05930586463152, 7.641612507021057 45.05934722442626, 7.641361429693283 45.05926449077311, 7.641029256782629 45.0592734903496, 7.641052292952675 45.05937062248996, 7.641156023977651 45.05936831961805, 7.641180081591632 45.05979808438442, 7.641151468853353 45.0597990580456, 7.641177803615977 45.05992047989847, 7.641185412438954 45.05992034548988, 7.641185633805003 45.05992664022271, 7.641194510191911 45.05992648498311, 7.641194382603004 45.05992282042126, 7.641201883101524 45.05992268386955, 7.641202849293752 45.05993979928677, 7.641199290588647 45.05993990019908, 7.64120203064188 45.05998828074941, 7.641337551271604 45.0599844331576, 7.641334072819157 45.05992289148001, 7.641401022241011 45.05992100326759, 7.641411068035111 45.06026142911531, 7.641412611229956 45.06026813731456, 7.641395520708886 45.06031242013893, 7.641406456815523 45.06035903487915, 7.641418989665504 45.06035755473142, 7.641432009757088 45.06041324094156, 7.641419530060543 45.06041475899451, 7.641470308407572 45.06067147304313, 7.641478277279019 45.06067068143566, 7.641492520887687 45.06072885722636, 7.641484343508459 45.06072984011239, 7.641495261827299 45.06077508631675, 7.641503781131289 45.06081058229508, 7.641335305678485 45.06083075737734));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
92;lancia;3;4605;5166;POLYGON ((7.637884912198591 45.05978435205104, 7.637816247401272 45.05956156069224, 7.638399966813801 45.0595459482562, 7.638393373592229 45.05943031437266, 7.638422151593882 45.05942948818812, 7.638411522204009 45.05924382818763, 7.638434132236794 45.05924317969185, 7.638427674745324 45.05913054585472, 7.638405077629515 45.05913119755819, 7.638393704932327 45.05891914844232, 7.638356596693765 45.05892020861758, 7.638350928095381 45.05882015321056, 7.638307785649465 45.05882138033828, 7.638306627373034 45.05879972876895, 7.638767120461046 45.0587878588241, 7.638768258711294 45.05880934645734, 7.638725397730187 45.05881024522796, 7.638729576798798 45.05891035803096, 7.638694628489 45.05891130739379, 7.638706096427112 45.05912337410059, 7.638683152681016 45.05912400591748, 7.638689338907483 45.05923685254525, 7.638712128536152 45.05923624072054, 7.638722046874566 45.05942182171253, 7.638751092033198 45.05942112647066, 7.63875735544736 45.05953664222585, 7.639415105499011 45.05951916450098, 7.639438483497856 45.05974202728054, 7.637884912198591 45.05978435205104));4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
20;cibrario;4;4906;832;POLYGON ((7.655196257666783 45.08130479612004, 7.655242629340786 45.08133203221544, 7.655311858520613 45.08138471510031, 7.655498650726254 45.08134383339487, 7.65554957788673 45.08131771633675, 7.655566116542158 45.08129135629896, 7.655598696758362 45.0812798578356, 7.655654844254756 45.08126842985993, 7.655630168079755 45.08144721772748, 7.65561730576372 45.08148259569489, 7.655594875141566 45.08150501565002, 7.655571746159824 45.08151820970554, 7.655360803241029 45.08159251817655, 7.65532433597834 45.08159747160791, 7.655294568729703 45.08159196303917, 7.655261009589615 45.08156990980537, 7.655144532182023 45.08131656448852, 7.655196257666783 45.08130479612004));6;San Donato;San Donato - Campidoglio - Parella
46;umbria;4;;557;POLYGON ((7.667670283050035 45.08534025041973, 7.667692995513721 45.08523836504321, 7.668298673815948 45.08505153709653, 7.668361721720736 45.08514126263191, 7.668327920039877 45.08514409991975, 7.667670283050035 45.08534025041973));6;San Donato;San Donato - Campidoglio - Parella
47;umbria;4;;816;POLYGON ((7.669178821081035 45.0842525277156, 7.668437751561978 45.08449856919837, 7.668304399322024 45.08454405806887, 7.668509187999887 45.08427816943379, 7.668622806175429 45.08432580793949, 7.66865913528974 45.0843180761494, 7.669119323962021 45.08416801094823, 7.669178821081035 45.0842525277156));6;San Donato;San Donato - Campidoglio - Parella
56;paravia;4;;913;POLYGON ((7.665890621665536 45.08008544744455, 7.665871353457991 45.08007820248094, 7.665868925129684 45.0800759792857, 7.665866605753355 45.08005576107964, 7.665976890743408 45.07999230644248, 7.666017415507729 45.07999585273977, 7.666090719870677 45.07995445032517, 7.666093563532249 45.07992551379144, 7.666132432108782 45.07990391518865, 7.666138255749508 45.07990291908074, 7.666142102208044 45.07990380023082, 7.666151860753613 45.07990908567466, 7.666179745791426 45.07994884743695, 7.666401713342458 45.08026424734096, 7.666403619165482 45.0802696429743, 7.666402638045883 45.08027508046145, 7.666398999637588 45.08027980608983, 7.666395001998526 45.08028165128442, 7.666392191146682 45.08028298068496, 7.666380439275929 45.08028744827938, 7.6663295670077 45.08030557339177, 7.666324355837692 45.08030592849855, 7.666317593036371 45.08030442316247, 7.666313642037675 45.08030110956955, 7.666299429222316 45.08028074335452, 7.666304786416585 45.08021934564739, 7.666304278813356 45.08018954100606, 7.666291680596001 45.08015869178969, 7.666274944054734 45.08014423297365, 7.666247557636318 45.08013255075619, 7.66621869258806 45.08012568650312, 7.666188350956509 45.08012363963244, 7.666153648578661 45.08013290405724, 7.66617976122449 45.08016995509884, 7.666203388838462 45.0801670882804, 7.666221413340979 45.08017019989987, 7.666241641916534 45.08018131478957, 7.666248338507453 45.08020169961308, 7.666242479723079 45.08027868614028, 7.666231537288017 45.08029403023713, 7.666099406348124 45.0803328625605, 7.665932288079153 45.08009900471344, 7.665890621665536 45.08008544744455));6;San Donato;San Donato - Campidoglio - Parella
74;rocciamelone;4;2914;196;POLYGON ((7.65312152085217 45.08191483447963, 7.653118421852489 45.08190745973192, 7.653131651756319 45.08190437709089, 7.653534585362086 45.08181049042568, 7.653554610282606 45.08186128877385, 7.65354045203299 45.08186470443175, 7.653152501319539 45.08195305185168, 7.65312152085217 45.08191483447963));6;San Donato;San Donato - Campidoglio - Parella
