ID_R_IMP_T;COMPETENZA;DENOMINAZI;POLIVALENT;SOCIETA_SP;INDIRIZZO;CITTA;CAP;CIRCOSCRIZ;URL;DISCIPLINA;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
275;competenza della Circoscrizione;Trecate - Piscina;NO;;VIA VASILE ALECSANDRI 31;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;PISCINA COPERTA;POINT (7.625945000097262 45.07066331739365);45.070663317393645;7.6259450000972615;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
407;competenza della Circoscrizione;Trecate - Piscina;NO;;VIA VASILE ALECSANDRI 31;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;EDIFICI DI PERTINENZA;POINT (7.625945000097262 45.07066331739365);45.070663317393645;7.6259450000972615;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
269;competenza della Circoscrizione;Trecate - Calcio;SI;;VIA TRECATE 46;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;CALCIO;POINT (7.624985205201587 45.07008894586323);45.07008894586323;7.624985205201587;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
270;competenza della Circoscrizione;Trecate - Calcio;SI;;VIA TRECATE 46;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;TENNIS;POINT (7.624985205201587 45.07008894586323);45.07008894586323;7.624985205201587;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
314;competenza della Circoscrizione;Trecate - Calcio;SI;;VIA TRECATE 46;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;CALCETTO;POINT (7.624985205201587 45.07008894586323);45.07008894586323;7.624985205201587;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
315;competenza della Circoscrizione;Trecate - Calcio;SI;;VIA TRECATE 46;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;ROLLER;POINT (7.624985205201587 45.07008894586323);45.07008894586323;7.624985205201587;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
316;competenza della Circoscrizione;Trecate - Calcio;SI;;VIA TRECATE 46;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;BASKET;POINT (7.624985205201587 45.07008894586323);45.07008894586323;7.624985205201587;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
408;competenza della Circoscrizione;Trecate - Calcio;SI;;VIA TRECATE 46;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;EDIFICI DI PERTINENZA;POINT (7.624985205201587 45.07008894586323);45.07008894586323;7.624985205201587;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
409;competenza della Circoscrizione;Trecate - Calcio;SI;;VIA TRECATE 46;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=74;EDIFICI DI PERTINENZA;POINT (7.624985205201587 45.07008894586323);45.07008894586323;7.624985205201587;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
107;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;CALCIO;POINT (7.632228752928119 45.06016686040518);45.060166860405175;7.6322287529281185;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
108;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;ATLETICA;POINT (7.632228752928119 45.06016686040518);45.060166860405175;7.6322287529281185;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
595;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;EDIFICI DI PERTINENZA;POINT (7.632228752928119 45.06016686040518);45.060166860405175;7.6322287529281185;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
596;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;EDIFICI DI PERTINENZA;POINT (7.632228752928119 45.06016686040518);45.060166860405175;7.6322287529281185;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
597;competenza del Settore Sport;Stadio Primo Nebiolo;SI;;VIALE LUIGI HUGUES 15;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=173;EDIFICI DI PERTINENZA;POINT (7.632228752928119 45.06016686040518);45.060166860405175;7.6322287529281185;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
104;competenza del Settore Sport;Palazzo dello Sport Ruffini;SI;;VIALE BURDIN 10;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=172;PALAZZETTO;POINT (7.632951571245369 45.05722034370892);45.05722034370892;7.6329515712453695;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
577;competenza del Settore Sport;Palazzo dello Sport Ruffini;SI;;VIALE BURDIN 10;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=172;EDIFICI DI PERTINENZA;POINT (7.632951571245369 45.05722034370892);45.05722034370892;7.6329515712453695;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
62;competenza del Settore Sport;Tamburello;NO;ATS Amatori Tamburello;CORSO TRAPANI 196/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=202;TAMBURELLO;POINT (7.634522972364277 45.05974570050324);45.059745700503235;7.634522972364277;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
598;competenza del Settore Sport;Tamburello;NO;ATS Amatori Tamburello;CORSO TRAPANI 196/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=202;EDIFICI DI PERTINENZA;POINT (7.634522972364277 45.05974570050324);45.059745700503235;7.634522972364277;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
599;competenza del Settore Sport;Tamburello;NO;ATS Amatori Tamburello;CORSO TRAPANI 196/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=202;EDIFICI DI PERTINENZA;POINT (7.634522972364277 45.05974570050324);45.059745700503235;7.634522972364277;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
626;competenza della Circoscrizione;Trecate - Bocciofila;NO;Associazione Trecate;VIA TRECATE 44 int. 5/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=62;BOCCIOFILA;POINT (7.62397553016105 45.07033196771071);45.070331967710715;7.62397553016105;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
175;competenza della Circoscrizione;Bocciofila Avvenire San Paolo;NO;;VIA MALTA 39;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=73;BOCCIOFILA;POINT (7.64744630579362 45.05863306019529);45.05863306019529;7.64744630579362;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
398;competenza della Circoscrizione;Bocciofila Avvenire San Paolo;NO;;VIA MALTA 39;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=73;EDIFICI DI PERTINENZA;POINT (7.64744630579362 45.05863306019529);45.05863306019529;7.64744630579362;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
258;competenza della Circoscrizione;Bocciofila La Ciminiera;NO;;VIA SPALATO 14;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=58;BOCCIOFILA;POINT (7.653434440524509 45.06085178337946);45.06085178337946;7.653434440524509;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
401;competenza della Circoscrizione;Bocciofila La Ciminiera;NO;;VIA SPALATO 14;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=58;EDIFICI DI PERTINENZA;POINT (7.653434440524509 45.06085178337946);45.06085178337946;7.653434440524509;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
239;competenza della Circoscrizione;Bocciofila Monte Sabotino;SI;;VIA S. PAOLO 160;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=56;BOCCIOFILA;POINT (7.635814680846813 45.05698845057324);45.056988450573236;7.635814680846813;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
240;competenza della Circoscrizione;Ex Zust Ambrosetti;SI;;VIA S. PAOLO 160;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=211;PALESTRA;POINT (7.635814680846813 45.05698845057324);45.056988450573236;7.635814680846813;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
241;competenza della Circoscrizione;Ex Zust Ambrosetti;SI;;VIA S. PAOLO 160;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=211;CALCETTO;POINT (7.635814680846813 45.05698845057324);45.056988450573236;7.635814680846813;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
242;competenza della Circoscrizione;Ex Zust Ambrosetti;SI;;VIA S. PAOLO 160;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=211;TENNIS;POINT (7.635814680846813 45.05698845057324);45.056988450573236;7.635814680846813;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
420;competenza della Circoscrizione;Ex Zust Ambrosetti;SI;;VIA S. PAOLO 160;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=211;EDIFICI DI PERTINENZA;POINT (7.635814680846813 45.05698845057324);45.056988450573236;7.635814680846813;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
421;competenza della Circoscrizione;Ex Zust Ambrosetti;SI;;VIA S. PAOLO 160;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=211;EDIFICI DI PERTINENZA;POINT (7.635814680846813 45.05698845057324);45.056988450573236;7.635814680846813;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
422;competenza della Circoscrizione;Ex Zust Ambrosetti;SI;;VIA S. PAOLO 160;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=211;EDIFICI DI PERTINENZA;POINT (7.635814680846813 45.05698845057324);45.056988450573236;7.635814680846813;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
77;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;CALCIO;POINT (7.644608124201951 45.06035097763553);45.06035097763553;7.644608124201951;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
78;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;BOCCIOFILA;POINT (7.644608124201951 45.06035097763553);45.06035097763553;7.644608124201951;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
79;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;TENNIS;POINT (7.644608124201951 45.06035097763553);45.06035097763553;7.644608124201951;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
581;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;EDIFICI DI PERTINENZA;POINT (7.644608124201951 45.06035097763553);45.06035097763553;7.644608124201951;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
582;competenza del Settore Sport;Centro Sportivo Robilant (ex Lancia);SI;Centro sportivo Robilant;PIAZZA DI ROBILANT CARLO 16;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=196;EDIFICI DI PERTINENZA;POINT (7.644608124201951 45.06035097763553);45.06035097763553;7.644608124201951;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
131;competenza del Settore Sport;Centro Arrampicata Torino;NO;C.A.T. SSD a R.L.;VIA PAOLO BRACCINI 18;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=258;ARRAMPICATA;POINT (7.654213984661826 45.05976047368575);45.05976047368575;7.654213984661826;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
125;competenza della Circoscrizione;Bocciofila Costa;NO;;VIA BARDONECCHIA 18/A;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=71;BOCCIOFILA;POINT (7.645833816048243 45.0727725031817);45.0727725031817;7.645833816048243;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
399;competenza della Circoscrizione;Bocciofila Costa;NO;;VIA BARDONECCHIA 18/A;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=71;EDIFICI DI PERTINENZA;POINT (7.645833816048243 45.0727725031817);45.0727725031817;7.645833816048243;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
159;competenza della Circoscrizione;Bocciofila La Concordia;NO;;VIA FREJUS 36/A;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=59;BOCCIOFILA;POINT (7.650080842243875 45.07100656827404);45.07100656827404;7.650080842243875;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
410;competenza della Circoscrizione;Bocciofila La Concordia;NO;;VIA FREJUS 36/A;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=59;EDIFICI DI PERTINENZA;POINT (7.650080842243875 45.07100656827404);45.07100656827404;7.650080842243875;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
142;competenza della Circoscrizione;Cenisia;NO;;VIA CESANA 12;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=67;CALCIO;POINT (7.651020023407834 45.07162908909774);45.07162908909774;7.651020023407834;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
317;competenza della Circoscrizione;Cenisia;NO;;VIA CESANA 12;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=67;CALCETTO;POINT (7.651020023407834 45.07162908909774);45.07162908909774;7.651020023407834;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
411;competenza della Circoscrizione;Cenisia;NO;;VIA CESANA 12;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=67;EDIFICI DI PERTINENZA;POINT (7.651020023407834 45.07162908909774);45.07162908909774;7.651020023407834;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
16;competenza della Circoscrizione;Artiglieri da Montagna;NO;;CORSO FRANCESCO FERRUCCI 63/A;TORINO;10138;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=68;CALCIO;POINT (7.655952418581518 45.0699340562598);45.069934056259804;7.655952418581518;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
320;competenza della Circoscrizione;Artiglieri da Montagna;NO;;CORSO FRANCESCO FERRUCCI 63/A;TORINO;10138;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=68;CALCETTO;POINT (7.655952418581518 45.0699340562598);45.069934056259804;7.655952418581518;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
321;competenza della Circoscrizione;Artiglieri da Montagna;NO;;CORSO FRANCESCO FERRUCCI 63/A;TORINO;10138;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=68;BOCCIOFILA;POINT (7.655952418581518 45.0699340562598);45.069934056259804;7.655952418581518;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
414;competenza della Circoscrizione;Artiglieri da Montagna;NO;;CORSO FRANCESCO FERRUCCI 63/A;TORINO;10138;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=68;EDIFICI DI PERTINENZA;POINT (7.655952418581518 45.0699340562598);45.069934056259804;7.655952418581518;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
415;competenza della Circoscrizione;Artiglieri da Montagna;NO;;CORSO FRANCESCO FERRUCCI 63/A;TORINO;10138;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=68;EDIFICI DI PERTINENZA;POINT (7.655952418581518 45.0699340562598);45.069934056259804;7.655952418581518;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
416;competenza della Circoscrizione;Artiglieri da Montagna;NO;;CORSO FRANCESCO FERRUCCI 63/A;TORINO;10138;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=68;EDIFICI DI PERTINENZA;POINT (7.655952418581518 45.0699340562598);45.069934056259804;7.655952418581518;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
417;competenza della Circoscrizione;Artiglieri da Montagna;NO;;CORSO FRANCESCO FERRUCCI 63/A;TORINO;10138;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=68;EDIFICI DI PERTINENZA;POINT (7.655952418581518 45.0699340562598);45.069934056259804;7.655952418581518;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
283;competenza della Circoscrizione;Palestra scolastica Padovani;NO;;VIA VILLAR FOCCHIARDO 18;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=263;PALESTRA;POINT (7.645991923675936 45.07321253361408);45.07321253361408;7.645991923675936;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
282;competenza della Circoscrizione;Piscina Vigone;NO;;VIA VIGONE 70;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=63;PISCINA COPERTA;POINT (7.647607848503798 45.06833129949626);45.068331299496265;7.647607848503798;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
701;competenza della Circoscrizione;Riverside Tennis;NO;;CORSO MONCALIERI 506 int. 10;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=155;PISCINA SCOPERTA;POINT (7.678543651092236 45.0179894232581);45.0179894232581;7.6785436510922365;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
704;competenza della Circoscrizione;Riverside Tennis;NO;;CORSO MONCALIERI 506 int. 10;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=155;TENNIS;POINT (7.678543651092236 45.0179894232581);45.0179894232581;7.6785436510922365;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
80;competenza della Circoscrizione;SIS Societa' Incremento Sportivo;NO;;PARCO IGNAZIO MICHELOTTI 21/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=207;BOCCIOFILA;POINT (7.707909396055963 45.0672698863316);45.0672698863316;7.707909396055963;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
513;competenza della Circoscrizione;SIS Societa' Incremento Sportivo;NO;;PARCO IGNAZIO MICHELOTTI 21/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=207;EDIFICI DI PERTINENZA;POINT (7.707909396055963 45.0672698863316);45.0672698863316;7.707909396055963;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
514;competenza della Circoscrizione;SIS Societa' Incremento Sportivo;NO;;PARCO IGNAZIO MICHELOTTI 21/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=207;EDIFICI DI PERTINENZA;POINT (7.707909396055963 45.0672698863316);45.0672698863316;7.707909396055963;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
28;competenza della Circoscrizione;Crimea;NO;;CORSO MONCALIERI 74;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=206;BOCCIOFILA;POINT (7.690168355896716 45.05395926988003);45.05395926988003;7.6901683558967155;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
515;competenza della Circoscrizione;Crimea;NO;;CORSO MONCALIERI 74;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=206;EDIFICI DI PERTINENZA;POINT (7.690168355896716 45.05395926988003);45.05395926988003;7.6901683558967155;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
516;competenza della Circoscrizione;Crimea;NO;;CORSO MONCALIERI 74;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=206;EDIFICI DI PERTINENZA;POINT (7.690168355896716 45.05395926988003);45.05395926988003;7.6901683558967155;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
50;competenza della Circoscrizione;Oltre Po;NO;;CORSO SICILIA 23/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=269;BOCCIOFILA;POINT (7.682924201349475 45.04219321526443);45.04219321526443;7.682924201349475;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
517;competenza della Circoscrizione;Oltre Po;NO;;CORSO SICILIA 23/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=269;EDIFICI DI PERTINENZA;POINT (7.682924201349475 45.04219321526443);45.04219321526443;7.682924201349475;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
49;competenza della Circoscrizione;Master Club Fioccardo;NO;;VIA ORISTANO 24;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=198;BOCCIOFILA;POINT (7.676876362276374 45.01835752721863);45.01835752721863;7.676876362276374;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
586;competenza della Circoscrizione;Master Club Fioccardo;NO;;VIA ORISTANO 24;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=198;EDIFICI DI PERTINENZA;POINT (7.676876362276374 45.01835752721863);45.01835752721863;7.676876362276374;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
53;competenza della Circoscrizione;C.B.S. Scuola Calcio (Cavoretto);NO;;CORSO SICILIA 58/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=148;CALCIO;POINT (7.680374404886498 45.03832091006358);45.038320910063575;7.680374404886498;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
348;competenza della Circoscrizione;C.B.S. Scuola Calcio (Cavoretto);NO;;CORSO SICILIA 58/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=148;CALCETTO;POINT (7.680374404886498 45.03832091006358);45.038320910063575;7.680374404886498;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
