Categoria criminologa,Sottocategoria Criminologica,CIRCOSCRIZ,Localita,Area Verde,Data,Ora
Convivenza Civile,Comportamenti molesti,8,THOVEZ/ENRICO (VIALE),,2016-10-27,
Convivenza Civile,Comportamenti molesti,3,RACCONIGI/(CORSO),,2016-11-12,
Convivenza Civile,Comportamenti molesti,7,BRESCIA/(CORSO),,2016-11-14,
Convivenza Civile,Comportamenti molesti,1,GALLERIA S. FEDERICO/,,2016-11-18,
Convivenza Civile,Comportamenti molesti,7,NOVARA/(CORSO),,2016-11-27,
Convivenza Civile,Comportamenti molesti,7,PESARO/(VIA),,2016-11-29,11.25
Convivenza Civile,Comportamenti molesti,7,ARTISTI/(VIA),,2016-12-01,10.04
Convivenza Civile,Comportamenti molesti,6,OXILIA/NINO (VIA),,2016-12-14,
Convivenza Civile,Comportamenti molesti,6,SCARLATTI/ALESSANDRO (VIA),,2016-12-19,
Convivenza Civile,Disturbi altri animali,4,FRANCIA/(CORSO),,2016-07-14,
Convivenza Civile,Disturbi altri animali,3,SAFFI/AURELIO (VIA),,2016-09-10,
Convivenza Civile,Disturbi altri animali,8,GIOTTO/(VIA),,2016-09-28,
Convivenza Civile,Disturbi altri animali,7,SELLA/QUINTINO (CORSO),,2016-11-16,
Convivenza Civile,Disturbi Cani,4,BELLARDI/LUDOVICO (VIA),,2016-07-04,
Convivenza Civile,Disturbi Cani,8,DE AMICIS/EDMONDO (PIAZZA),,2016-07-05,
Convivenza Civile,Disturbi Cani,8,MORGARI/ODDINO (VIA),,2016-07-06,
Convivenza Civile,Disturbi Cani,9,PIACENZA/(VIA),,2016-07-07,
Convivenza Civile,Disturbi Cani,4,AVELLINO/(VIA),,2016-07-11,
Convivenza Civile,Disturbi Cani,1,MASSENA/ANDREA (VIA),,2016-07-14,
Convivenza Civile,Disturbi Cani,1,DONATI/VITALIANO (VIA),,2016-07-28,
Convivenza Civile,Disturbi Cani,5,BERRINO/MICHELE (VIA),,2016-08-05,
Convivenza Civile,Disturbi Cani,7,FONTANESI/ANTONIO (VIA),,2016-08-28,
Convivenza Civile,Disturbi Cani,6,TANARO/(VIA),,2016-08-29,
Convivenza Civile,Disturbi Cani,,,Area Verde,2016-09-05,
Convivenza Civile,Disturbi Cani,6,BRANDIZZO/(VIA),,2016-09-05,
Convivenza Civile,Disturbi Cani,5,REISS ROMOLI/GUGLIELMO (VIA),,2016-09-14,
Convivenza Civile,Disturbi Cani,3,MORETTA/(VIA),,2016-09-22,
Convivenza Civile,Disturbi Cani,5,BREGLIO/(VIA),,2016-09-26,
Convivenza Civile,Disturbi Cani,4,PIEDICAVALLO/(VIA),,2016-10-06,
Convivenza Civile,Disturbi Cani,6,STRAMBINO/(VIA),,2016-10-19,
Convivenza Civile,Disturbi Cani,5,CHIESA DELLA SALUTE/(VIA),,2016-10-28,
Convivenza Civile,Disturbi Cani,5,BIBIANA/(VIA),,2016-10-31,
Convivenza Civile,Disturbi Cani,6,MONTANARO/(VIA),,2016-11-03,
Convivenza Civile,Disturbi Cani,4,SERVAIS/GIOVANNI (VIA),,2016-11-10,
Convivenza Civile,Disturbi Cani,3,CASALIS/GOFFREDO (VIA),,2016-11-17,
Convivenza Civile,Disturbi Cani,4,APPIO CLAUDIO/(CORSO),,2016-11-18,
Convivenza Civile,Disturbi Cani,1,CERNAIA/(VIA),,2016-12-01,13.37
Convivenza Civile,Disturbi Cani,7,COLLETTA/PIETRO (LUNGO DORA),,2016-12-02,14.51
Convivenza Civile,Disturbi Cani,3,VIGONE/(VIA),,2016-12-13,
Convivenza Civile,Disturbi Cani,7,CIRIE'/(VIA),,2016-12-22,
Convivenza Civile,Disturbi da locali,1,ARSENALE/(VIA),,2016-07-01,10.48
Convivenza Civile,Disturbi da locali,7,S. OTTAVIO/(VIA),,2016-07-02,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-07-02,
Convivenza Civile,Disturbi da locali,,,,2016-07-04,
Convivenza Civile,Disturbi da locali,3,VITTORIO EMANUELE II/(CORSO),,2016-07-04,
Convivenza Civile,Disturbi da locali,2,BOSTON/(VIA),,2016-07-05,
Convivenza Civile,Disturbi da locali,8,GALLIARI/BERNARDINO (VIA),,2016-07-07,
Convivenza Civile,Disturbi da locali,3,VILLA GIUSTI/(VIA),,2016-07-08,
Convivenza Civile,Disturbi da locali,3,ERITREA/(VIA),,2016-07-10,
Convivenza Civile,Disturbi da locali,10,CASTELLO DI MIRAFIORI/(STRADA),,2016-07-11,
Convivenza Civile,Disturbi da locali,5,VERONESE/PAOLO (VIA),,2016-07-12,
Convivenza Civile,Disturbi da locali,6,PALERMO/(CORSO),,2016-07-12,
Convivenza Civile,Disturbi da locali,5,VEROLENGO/(VIA),,2016-07-15,
Convivenza Civile,Disturbi da locali,7,REGGIO/(VIA),,2016-07-17,
Convivenza Civile,Disturbi da locali,5,CHIESA DELLA SALUTE/(VIA),,2016-07-19,
Convivenza Civile,Disturbi da locali,3,PRONDA/(STRADA DELLA),,2016-07-20,
Convivenza Civile,Disturbi da locali,5,NOLE/(VIA),,2016-07-20,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2016-07-20,
Convivenza Civile,Disturbi da locali,3,BRUNELLESCHI/FILIPPO (CORSO),,2016-07-21,
Convivenza Civile,Disturbi da locali,4,NETRO/(VIA),,2016-07-22,
Convivenza Civile,Disturbi da locali,5,GLADIOLI/(VIA DEI),,2016-07-22,
Convivenza Civile,Disturbi da locali,7,NIETZSCHE/FEDERICO (VIA),,2016-07-22,
Convivenza Civile,Disturbi da locali,1,BELLEZIA/GIAN FRANCESCO (VIA),,2016-07-23,
Convivenza Civile,Disturbi da locali,4,BALME/(VIA),,2016-07-23,
Convivenza Civile,Disturbi da locali,9,BRAMANTE/(CORSO),,2016-07-25,
Convivenza Civile,Disturbi da locali,8,RONCHI/(STRADA DEI),,2016-07-27,
Convivenza Civile,Disturbi da locali,1,BELLEZIA/GIAN FRANCESCO (VIA),,2016-07-28,
Convivenza Civile,Disturbi da locali,5,LANZO/(STRADA),,2016-07-28,
Convivenza Civile,Disturbi da locali,4,UMBRIA/(CORSO),,2016-08-09,
Convivenza Civile,Disturbi da locali,8,VAL S. MARTINO/(STRADA),,2016-08-10,
Convivenza Civile,Disturbi da locali,8,PELLICO/SILVIO (VIA),,2016-08-12,
Convivenza Civile,Disturbi da locali,8,PELLICO/SILVIO (VIA),,2016-08-12,
Convivenza Civile,Disturbi da locali,8,PELLICO/SILVIO (VIA),,2016-08-12,10.5
Convivenza Civile,Disturbi da locali,6,GIULIO CESARE/(CORSO),,2016-08-23,
Convivenza Civile,Disturbi da locali,9,MARONCELLI/PIERO (CORSO),,2016-08-27,
Convivenza Civile,Disturbi da locali,1,S. QUINTINO/(VIA),,2016-08-29,
Convivenza Civile,Disturbi da locali,5,LANZO/(VIA),,2016-08-30,
Convivenza Civile,Disturbi da locali,1,CARMINE/(VIA DEL),,2016-08-31,
Convivenza Civile,Disturbi da locali,1,RODI/(VIA),,2016-09-03,
Convivenza Civile,Disturbi da locali,1,PRINCIPE AMEDEO/(VIA),,2016-09-04,
Convivenza Civile,Disturbi da locali,7,BIELLA/(VIA),,2016-09-06,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-09-06,
Convivenza Civile,Disturbi da locali,3,RACCONIGI/(CORSO),,2016-09-07,
Convivenza Civile,Disturbi da locali,8,GALLIARI/BERNARDINO (VIA),,2016-09-08,
Convivenza Civile,Disturbi da locali,3,S. ANTONINO/(VIA),,2016-09-12,
Convivenza Civile,Disturbi da locali,1,BOGINO/CONTE GIAMBATTISTA (VIA),,2016-09-14,
Convivenza Civile,Disturbi da locali,5,SOSPELLO/(VIA),,2016-09-15,
Convivenza Civile,Disturbi da locali,8,NIZZA/(VIA),,2016-09-15,9.05
Convivenza Civile,Disturbi da locali,6,ROSSI/LAURO (VIA),,2016-09-16,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-09-17,
Convivenza Civile,Disturbi da locali,4,GHEMME/(VIA),,2016-09-19,
Convivenza Civile,Disturbi da locali,9,BOSSOLI/CARLO (VIA),,2016-09-19,
Convivenza Civile,Disturbi da locali,7,BALBO/CESARE (VIA),,2016-09-20,
Convivenza Civile,Disturbi da locali,7,CASALE/(CORSO),,2016-09-20,
Convivenza Civile,Disturbi da locali,3,S. ANTONINO/(VIA),,2016-09-21,
Convivenza Civile,Disturbi da locali,3,CARAGLIO/(VIA),,2016-09-22,
Convivenza Civile,Disturbi da locali,1,VERDI/GIUSEPPE (VIA),,2016-09-23,
Convivenza Civile,Disturbi da locali,10,ARTOM/EMANUELE (VIA),,2016-09-26,
Convivenza Civile,Disturbi da locali,3,FRANCIA/(CORSO),,2016-09-27,
Convivenza Civile,Disturbi da locali,3,POLLENZO/(VIA),,2016-09-28,
Convivenza Civile,Disturbi da locali,6,VERCELLI/(CORSO),,2016-09-28,
Convivenza Civile,Disturbi da locali,1,BONAFOUS/ALFONSO (VIA),,2016-10-02,
Convivenza Civile,Disturbi da locali,1,MONTECUCCOLI/RAIMONDO (VIA),,2016-10-05,
Convivenza Civile,Disturbi da locali,6,VERCELLI/(CORSO),,2016-10-10,
Convivenza Civile,Disturbi da locali,8,D'AZEGLIO/MASSIMO (CORSO),,2016-10-10,
Convivenza Civile,Disturbi da locali,4,UMBRIA/(CORSO),,2016-10-12,
Convivenza Civile,Disturbi da locali,1,ARCIVESCOVADO/(VIA DELL'),,2016-10-13,
Convivenza Civile,Disturbi da locali,2,ORBASSANO/(CORSO),,2016-10-20,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-10-20,
Convivenza Civile,Disturbi da locali,1,PESCATORE/MATTEO (VIA),,2016-10-22,
Convivenza Civile,Disturbi da locali,2,BUENOS AIRES/(VIA),,2016-10-26,
Convivenza Civile,Disturbi da locali,2,ORBASSANO/(CORSO),,2016-10-27,
Convivenza Civile,Disturbi da locali,8,NIZZA/(VIA),,2016-11-01,11.27
Convivenza Civile,Disturbi da locali,3,FREJUS/(VIA),,2016-11-02,
Convivenza Civile,Disturbi da locali,8,BERTHOLLET/CLAUDIO LUIGI (VIA),,2016-11-02,
Convivenza Civile,Disturbi da locali,8,BERTHOLLET/CLAUDIO LUIGI (VIA),,2016-11-02,
Convivenza Civile,Disturbi da locali,1,S. MASSIMO/(VIA),,2016-11-07,
Convivenza Civile,Disturbi da locali,3,CUMIANA/(VIA),,2016-11-07,
Convivenza Civile,Disturbi da locali,5,MATTIROLO/LUIGI (PIAZZA),,2016-11-07,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-11-07,
Convivenza Civile,Disturbi da locali,9,BENGASI/(PIAZZA),,2016-11-07,
Convivenza Civile,Disturbi da locali,6,OXILIA/NINO (VIA),,2016-11-10,
Convivenza Civile,Disturbi da locali,4,CIBRARIO/LUIGI (VIA),,2016-11-15,
Convivenza Civile,Disturbi da locali,5,CHIESA DELLA SALUTE/(VIA),,2016-11-18,
Convivenza Civile,Disturbi da locali,1,PESCATORE/MATTEO (VIA),,2016-11-27,
Convivenza Civile,Disturbi da locali,5,CHIESA DELLA SALUTE/(VIA),,2016-11-28,
Convivenza Civile,Disturbi da locali,1,ROSINE/(VIA DELLE),,2016-11-29,
Convivenza Civile,Disturbi da locali,1,MAZZINI/GIUSEPPE (VIA),,2016-11-30,
Convivenza Civile,Disturbi da locali,1,DES AMBROIS/LUIGI (VIA),,2016-12-02,
Convivenza Civile,Disturbi da locali,7,BRESCIA/(CORSO),,2016-12-02,
Convivenza Civile,Disturbi da locali,7,S. GIULIA/(VIA),,2016-12-05,
Convivenza Civile,Disturbi da locali,8,SALUZZO/(LARGO),,2016-12-05,
Convivenza Civile,Disturbi da locali,8,PRINCIPE TOMMASO/(VIA),,2016-12-10,
Convivenza Civile,Disturbi da locali,8,BERTHOLLET/CLAUDIO LUIGI (VIA),,2016-12-12,
Convivenza Civile,Disturbi da locali,1,MAZZINI/GIUSEPPE (VIA),,2016-12-16,
Convivenza Civile,Disturbi da locali,8,NIZZA/(VIA),,2016-12-16,
Convivenza Civile,Disturbi da locali,9,DANEO/EDOARDO (VIA),,2016-12-17,
Convivenza Civile,Disturbi da locali,1,VANCHIGLIA/(VIA),,2016-12-19,
Convivenza Civile,Disturbi da locali,5,STRADELLA/(VIA),,2016-12-26,
Convivenza Civile,Disturbi da locali,6,STRADELLA/(VIA),,2016-12-26,
Convivenza Civile,Disturbi da locali,8,BERTHOLLET/CLAUDIO LUIGI (VIA),,2016-12-29,
Convivenza Civile,Disturbi da locali,1,MURAZZI DEL PO/,,2016-12-30,
Convivenza Civile,Rumori molesti,8,S. ANSELMO/(VIA),,2016-07-01,
Convivenza Civile,Rumori molesti,3,ISSIGLIO/(VIA),,2016-07-04,
Convivenza Civile,Rumori molesti,5,GROSSETO/(CORSO),,2016-07-04,
Convivenza Civile,Rumori molesti,10,SETTEMBRINI/LUIGI (CORSO),,2016-07-04,
Convivenza Civile,Rumori molesti,6,PORPORA/NICOLA (VIA),,2016-07-05,
Convivenza Civile,Rumori molesti,3,BARGE/(VIA),,2016-07-06,
Convivenza Civile,Rumori molesti,4,RIVARA/(VIA),,2016-07-07,
Convivenza Civile,Rumori molesti,1,ARBARELLO/VINCENZO (PIAZZA),,2016-07-13,
Convivenza Civile,Rumori molesti,5,LOMBARDIA/(CORSO),,2016-07-14,
Convivenza Civile,Rumori molesti,5,CHIESA DELLA SALUTE/(VIA),,2016-07-18,
Convivenza Civile,Rumori molesti,7,REGINA MARGHERITA/(CORSO),,2016-07-18,
Convivenza Civile,Rumori molesti,4,CAPELLI/CARLO (VIA),,2016-07-19,
Convivenza Civile,Rumori molesti,4,PINELLI/PIERDIONIGI (VIA),,2016-07-19,8.19
Convivenza Civile,Rumori molesti,5,VIBO'/(VIA),,2016-07-21,
Convivenza Civile,Rumori molesti,9,GENOVA/(VIA),,2016-07-21,
Convivenza Civile,Rumori molesti,4,INVORIO/(VIA),,2016-07-22,
Convivenza Civile,Rumori molesti,6,BOLOGNA/(VIA),,2016-07-22,
Convivenza Civile,Rumori molesti,8,D'AZEGLIO/MASSIMO (CORSO),Area Verde,2016-07-22,
Convivenza Civile,Rumori molesti,5,CHIESA DELLA SALUTE/(VIA),,2016-07-25,
Convivenza Civile,Rumori molesti,1,VITTORIO AMEDEO II/(VIA),,2016-07-26,
Convivenza Civile,Rumori molesti,3,SERRANO/(VIA),,2016-07-27,
Convivenza Civile,Rumori molesti,2,BOSTON/(VIA),,2016-07-28,
Convivenza Civile,Rumori molesti,9,NIZZA/(VIA),,2016-07-28,
Convivenza Civile,Rumori molesti,4,REGINA MARGHERITA/(CORSO),,2016-07-29,
Convivenza Civile,Rumori molesti,7,CASALE/(CORSO),Area Verde,2016-08-01,
Convivenza Civile,Rumori molesti,3,FIDIA/(VIA),,2016-08-02,
Convivenza Civile,Rumori molesti,1,BELLEZIA/GIAN FRANCESCO (VIA),,2016-08-03,
Convivenza Civile,Rumori molesti,9,NIZZA/(VIA),,2016-08-06,
Convivenza Civile,Rumori molesti,9,SIDOLI/GIUDITTA (VIA),,2016-08-08,
Convivenza Civile,Rumori molesti,4,MASERA/(VIA),,2016-08-08,8.56
Convivenza Civile,Rumori molesti,5,SANSOVINO/ANDREA (VIA),,2016-08-11,
Convivenza Civile,Rumori molesti,8,CANOVA/ANTONIO (VIA),,2016-08-12,
Convivenza Civile,Rumori molesti,8,CANOVA/ANTONIO (VIA),,2016-08-12,13.03
Convivenza Civile,Rumori molesti,6,STRADELLA/(VIA),,2016-08-16,
Convivenza Civile,Rumori molesti,2,MONTE LUNGO/(CORSO),,2016-08-22,18.04
Convivenza Civile,Rumori molesti,5,MORTARA/(CORSO),,2016-08-29,
Convivenza Civile,Rumori molesti,1,ASSIETTA/(VIA),,2016-09-05,
Convivenza Civile,Rumori molesti,1,SACCHI/PAOLO (VIA),,2016-09-05,
Convivenza Civile,Rumori molesti,1,SACCHI/PAOLO (VIA),,2016-09-05,
Convivenza Civile,Rumori molesti,7,VIGEVANO/(CORSO),,2016-09-06,
Convivenza Civile,Rumori molesti,2,AGRICOLA/ATTILIO (VIA),,2016-09-07,
Convivenza Civile,Rumori molesti,7,GIULIO CESARE/(CORSO),,2016-09-07,
Convivenza Civile,Rumori molesti,7,GIULIO CESARE/(CORSO),,2016-09-08,
Convivenza Civile,Rumori molesti,8,CORREGGIO/(VIA),,2016-09-13,
Convivenza Civile,Rumori molesti,1,STATI UNITI/(CORSO),,2016-09-14,
Convivenza Civile,Rumori molesti,4,COLLEGNO/GIACINTO (VIA),,2016-09-14,
Convivenza Civile,Rumori molesti,10,CHIALA/LUIGI (VIA),,2016-09-14,
Convivenza Civile,Rumori molesti,8,BELFIORE/(VIA),,2016-09-15,
Convivenza Civile,Rumori molesti,6,SOFIA/(PIAZZA),,2016-09-16,
Convivenza Civile,Rumori molesti,8,PRINCIPE TOMMASO/(VIA),,2016-09-19,
Convivenza Civile,Rumori molesti,5,LANZO/(VIA),,2016-09-20,
Convivenza Civile,Rumori molesti,1,CARIGNANO/(PIAZZA),,2016-09-23,
Convivenza Civile,Rumori molesti,3,RACCONIGI/(LARGO),,2016-09-23,
Convivenza Civile,Rumori molesti,5,CAPPONI/GINO (VIA),,2016-09-23,
Convivenza Civile,Rumori molesti,9,MARONCELLI/PIERO (CORSO),,2016-09-23,
Convivenza Civile,Rumori molesti,1,BERTOLA/ANTONIO GIUSEPPE (VIA),,2016-09-26,
Convivenza Civile,Rumori molesti,3,CARSO/(VIA),,2016-09-27,
Convivenza Civile,Rumori molesti,4,GALVANI/LUIGI (VIA),,2016-09-27,
Convivenza Civile,Rumori molesti,4,PIANEZZA/(VIA),,2016-10-03,
Convivenza Civile,Rumori molesti,6,PETRELLA/ERRICO (VIA),,2016-10-03,
Convivenza Civile,Rumori molesti,,,Area Verde,2016-10-05,
Convivenza Civile,Rumori molesti,1,ACCADEMIA ALBERTINA/(VIA),,2016-10-05,
Convivenza Civile,Rumori molesti,3,FERRUCCI/FRANCESCO (CORSO),,2016-10-06,
Convivenza Civile,Rumori molesti,4,RE GIANFRANCESCO (VIA),,2016-10-10,
Convivenza Civile,Rumori molesti,8,SICILIA/(CORSO),,2016-10-10,
Convivenza Civile,Rumori molesti,3,DE SANCTIS/FRANCESCO (VIA),,2016-10-13,
Convivenza Civile,Rumori molesti,1,CAIROLI/(CORSO),,2016-10-14,
Convivenza Civile,Rumori molesti,1,STATUTO/(PIAZZA),,2016-10-14,
Convivenza Civile,Rumori molesti,3,MURIALDO/DON LEONARDO (VIA),,2016-10-16,
Convivenza Civile,Rumori molesti,9,TUNISI/(VIA),,2016-10-17,
Convivenza Civile,Rumori molesti,7,GIAVENO/(VIA),,2016-10-19,
Convivenza Civile,Rumori molesti,7,GIAVENO/(VIA),,2016-10-19,
Convivenza Civile,Rumori molesti,7,REGIO PARCO/(LARGO),,2016-10-25,
Convivenza Civile,Rumori molesti,3,FATTORI/GIOVANNI (VIA),,2016-10-27,
Convivenza Civile,Rumori molesti,7,PRIOCCA/CLEMENTE DAMIANO (VIA),,2016-10-27,
Convivenza Civile,Rumori molesti,7,UNDICI FEBBRAIO/(CORSO),,2016-10-27,
Convivenza Civile,Rumori molesti,8,D'AZEGLIO/MASSIMO (CORSO),,2016-10-27,
Convivenza Civile,Rumori molesti,3,INGHILTERRA/(CORSO),,2016-11-02,
Convivenza Civile,Rumori molesti,7,REGINA MARGHERITA/(CORSO),,2016-11-04,
Convivenza Civile,Rumori molesti,1,PORTA PALATINA/(VIA),,2016-11-08,
Convivenza Civile,Rumori molesti,9,CAIO PLINIO/(CORSO),,2016-11-09,
Convivenza Civile,Rumori molesti,4,REGINA MARGHERITA/(CORSO),,2016-11-16,
Convivenza Civile,Rumori molesti,7,MONTEBELLO/(VIA),,2016-11-17,
Convivenza Civile,Rumori molesti,1,SICCARDI/GIUSEPPE (CORSO),,2016-11-23,
Convivenza Civile,Rumori molesti,2,PORTONE/(STRADA DEL),,2016-11-28,
Convivenza Civile,Rumori molesti,5,FORLI'/(VIA),,2016-11-29,
Convivenza Civile,Rumori molesti,1,CABOTO/SEBASTIANO (VIA),,2016-11-30,
Convivenza Civile,Rumori molesti,7,PINEROLO/(VIA),,2016-12-01,8.54
Convivenza Civile,Rumori molesti,1,LAGRANGE/GIUSEPPE LUIGI (VIA),,2016-12-02,
Convivenza Civile,Rumori molesti,8,DONIZETTI/GAETANO (VIA),,2016-12-02,10.52
Convivenza Civile,Rumori molesti,3,CESANA/(VIA),,2016-12-12,
Convivenza Civile,Rumori molesti,1,LAGRANGE/GIUSEPPE LUIGI (VIA),,2016-12-17,
Convivenza Civile,Rumori molesti,8,MARCONI/GUGLIELMO (CORSO),,2016-12-19,
Convivenza Civile,Rumori molesti,10,TOGLIATTI/PALMIRO (VIA),,2016-12-19,
Convivenza Civile,Rumori molesti,3,CARSO/(VIA),,2016-12-22,
Convivenza Civile,Rumori molesti,3,CAVALLERMAGGIORE/(VIA),,2016-12-29,12.34
Convivenza Civile,Uso improprio parti comuni,7,GIULIO CESARE/(CORSO),,2016-07-04,
Convivenza Civile,Uso improprio parti comuni,7,REGINA MARGHERITA/(CORSO),,2016-07-09,
Convivenza Civile,Uso improprio parti comuni,7,FORTINO/(STRADA DEL),,2016-09-05,
Convivenza Civile,Uso improprio parti comuni,3,INGHILTERRA/(CORSO),,2016-09-29,
Convivenza Civile,Uso improprio parti comuni,5,PRIMULE/(VIA DELLE),,2016-09-29,
Convivenza Civile,Uso improprio parti comuni,1,ARQUATA/(VIA),,2016-10-11,
Convivenza Civile,Uso improprio parti comuni,6,GALLINA/GIACINTO (VIA),,2016-10-20,
Qualità Urbana,Altro,6,MONTE ROSA/(VIA),,2016-07-01,10.17
Qualità Urbana,Altro,2,S. MARINO/(VIA),,2016-07-01,11.39
Qualità Urbana,Altro,3,ASIAGO/(VIA),,2016-07-01,12.58
Qualità Urbana,Altro,7,VANCHIGLIA/(VIA),,2016-07-01,13.5
Qualità Urbana,Altro,3,RACCONIGI/(CORSO),,2016-07-04,11.44
Qualità Urbana,Altro,1,PRINCIPE ODDONE/(CORSO),,2016-07-04,12.05
Qualità Urbana,Altro,6,GERMAGNANO/(VIA),,2016-07-06,
Qualità Urbana,Altro,2,FILADELFIA/(VIA),,2016-07-06,10.18
Qualità Urbana,Altro,1,SICCARDI/GIUSEPPE (CORSO),,2016-07-06,10.55
Qualità Urbana,Altro,4,S. GIOVANNI BOSCO/(VIA),,2016-07-06,11.14
Qualità Urbana,Altro,4,FRANCIA/(CORSO),,2016-07-07,
Qualità Urbana,Altro,7,AOSTA/(VIA),,2016-07-08,
Qualità Urbana,Altro,8,VILLA GLORI/(VIA),,2016-07-08,10.21
Qualità Urbana,Altro,3,MONGINEVRO/(VIA),,2016-07-15,
Qualità Urbana,Altro,6,SANTHIA'/(VIA),,2016-07-15,12.41
Qualità Urbana,Altro,1,PRINCIPE ODDONE/(CORSO),,2016-07-15,13.11
Qualità Urbana,Altro,6,SCARLATTI/ALESSANDRO (VIA),,2016-07-15,13.54
Qualità Urbana,Altro,2,ALLAMANO/CANONICO GIUSEPPE (CORSO),,2016-07-18,
Qualità Urbana,Altro,8,BELFIORE/(VIA),,2016-07-18,
Qualità Urbana,Altro,6,TROYA/VINCENZO (VIA),,2016-07-21,
Qualità Urbana,Altro,6,BOLOGNA/(VIA),Area Verde,2016-07-26,
Qualità Urbana,Altro,6,PALERMO/(CORSO),,2016-07-28,
Qualità Urbana,Altro,1,VENTI SETTEMBRE/(VIA),,2016-08-04,11.33
Qualità Urbana,Altro,8,LANZA/GIOVANNI (CORSO),,2016-08-08,
Qualità Urbana,Altro,1,DE GASPERI/ALCIDE (CORSO),,2016-08-08,9.41
Qualità Urbana,Altro,8,S. VITO REVIGLIASCO/(STRADA),Area Verde,2016-08-08,14.54
Qualità Urbana,Altro,4,S. ROCCHETTO/(VIA),,2016-08-08,15.12
Qualità Urbana,Altro,1,REGINA MARGHERITA/(CORSO),,2016-08-09,
Qualità Urbana,Altro,1,S. QUINTINO/(VIA),,2016-08-09,12.04
Qualità Urbana,Altro,4,CIBRARIO/LUIGI (VIA),,2016-08-12,10.38
Qualità Urbana,Altro,7,PADOVA/(VIA),,2016-08-16,
Qualità Urbana,Altro,9,VINOVO/(VIA),,2016-08-22,11.0
Qualità Urbana,Altro,5,SANSOVINO/ANDREA (VIA),,2016-08-22,11.41
Qualità Urbana,Altro,4,BOSSI/CARLO (VIA),,2016-08-23,10.37
Qualità Urbana,Altro,6,MALONE/(VIA),,2016-08-23,13.3
Qualità Urbana,Altro,2,BALTIMORA/(VIA),,2016-08-24,9.45
Qualità Urbana,Altro,7,NOVARA/(CORSO),,2016-08-24,14.05
Qualità Urbana,Altro,8,BRAMANTE/(CORSO),,2016-08-24,14.54
Qualità Urbana,Altro,8,MONCALIERI/(CORSO),Area Verde,2016-08-24,10.33
Qualità Urbana,Altro,4,MIGLIETTI/VINCENZO MARIA (VIA),,2016-08-24,10.12
Qualità Urbana,Altro,9,NIZZA/(VIA),,2016-08-25,10.11
Qualità Urbana,Altro,4,MIGLIETTI/VINCENZO MARIA (VIA),,2016-08-26,9.43
Qualità Urbana,Altro,2,S. MARINO/(VIA),,2016-08-26,11.59
Qualità Urbana,Altro,2,S. MARINO/(VIA),,2016-08-26,12.04
Qualità Urbana,Altro,1,LAGRANGE/GIUSEPPE LUIGI (VIA),,2016-08-26,13.22
Qualità Urbana,Altro,1,GARIBALDI/GIUSEPPE (VIA),,2016-08-29,8.42
Qualità Urbana,Altro,1,GARIBALDI/GIUSEPPE (VIA),,2016-08-29,8.47
Qualità Urbana,Altro,3,INGHILTERRA/(CORSO),,2016-08-30,10.48
Qualità Urbana,Altro,,,,2016-09-02,
Qualità Urbana,Altro,4,SVIZZERA/(CORSO),,2016-09-03,
Qualità Urbana,Altro,5,VEROLENGO/(VIA),,2016-09-05,
Qualità Urbana,Altro,4,COSSA/PIETRO (VIA),,2016-09-06,
Qualità Urbana,Altro,7,CUNEO/(VIA),,2016-09-06,
Qualità Urbana,Altro,3,BEAUMONT/CLAUDIO (VIA),,2016-09-09,10.47
Qualità Urbana,Altro,5,BRAMAFAME/(STRADA DEL),,2016-09-09,11.12
Qualità Urbana,Altro,3,DI NANNI/DANTE (VIA),,2016-09-12,
Qualità Urbana,Altro,7,CASALE/(CORSO),,2016-09-12,
Qualità Urbana,Altro,8,DE AMICIS/EDMONDO (PIAZZA),,2016-09-12,
Qualità Urbana,Altro,4,MEINA/(VIA),,2016-09-13,
Qualità Urbana,Altro,7,GABETTI/GIUSEPPE (CORSO),,2016-09-13,
Qualità Urbana,Altro,1,DUCA DEGLI ABRUZZI/(CORSO),,2016-09-14,
Qualità Urbana,Altro,3,BIONAZ/(VIA),,2016-09-14,
Qualità Urbana,Altro,7,VERCELLI/(CORSO),,2016-09-16,
Qualità Urbana,Altro,7,DOGLIANI/(VIA),,2016-09-20,
Qualità Urbana,Altro,3,INGHILTERRA/(CORSO),,2016-09-23,
Qualità Urbana,Altro,7,PRIOCCA/CLEMENTE DAMIANO (VIA),,2016-09-23,
Qualità Urbana,Altro,1,SAVONAROLA/GEROLAMO (VIA),,2016-09-27,
Qualità Urbana,Altro,3,BEAULARD/(VIA),,2016-09-28,
Qualità Urbana,Altro,3,FENOGLIO GIUSEPPE (BEPPE) (VIA),,2016-09-28,
Qualità Urbana,Altro,6,CAVAGNOLO/(VIA),,2016-09-29,
Qualità Urbana,Altro,8,D'AZEGLIO/MASSIMO (CORSO),,2016-09-30,
Qualità Urbana,Altro,,,,2016-10-03,11.0
Qualità Urbana,Altro,3,CAVALLI/GIOVANNI CARLO (VIA),,2016-10-04,
