Categoria criminologa,Sottocategoria Criminologica,CIRCOSCRIZ,Localita,Area Verde,Data,Ora
Convivenza Civile,Altro,7,DENZA/PADRE FRANCESCO (VIA),,2016-07-08,11.29
Convivenza Civile,Altro,5,GROSSETO/(CORSO),,2016-07-09,
Convivenza Civile,Altro,7,BRESCIA/(CORSO),,2016-07-10,
Convivenza Civile,Altro,5,FOLIGNO/(VIA),,2016-07-11,
Convivenza Civile,Altro,8,ASTI/(VIA),,2016-07-11,
Convivenza Civile,Altro,1,GARIBALDI/GIUSEPPE (VIA),,2016-07-12,
Convivenza Civile,Altro,4,CASALEGGIO/MARIO (VIA),,2016-07-12,
Convivenza Civile,Altro,5,MATTIROLO/LUIGI (PIAZZA),,2016-07-12,
Convivenza Civile,Altro,8,BERTHOLLET/CLAUDIO LUIGI (VIA),,2016-07-12,
Convivenza Civile,Altro,2,DE BERNARDI/LAMBERTO (VIA),,2016-07-14,
Convivenza Civile,Altro,,,Area Verde,2016-07-16,
Convivenza Civile,Altro,6,VALPRATO/(VIA),,2016-07-16,
Convivenza Civile,Altro,,,,2016-07-18,
Convivenza Civile,Altro,1,GIOVANNI DA VERAZZANO/(VIA),,2016-07-18,
Convivenza Civile,Altro,2,GONIN/FRANCESCO (VIA),,2016-07-18,
Convivenza Civile,Altro,6,MARTORELLI/RENATO (VIA),,2016-07-18,
Convivenza Civile,Altro,7,SOPERGA/(STRADA DI),,2016-07-18,
Convivenza Civile,Altro,6,CIMAROSA/DOMENICO (VIA),,2016-07-19,
Convivenza Civile,Altro,8,PETRARCA/FRANCESCO (VIA),,2016-07-19,
Convivenza Civile,Altro,4,GHEMME/(VIA),,2016-07-21,
Convivenza Civile,Altro,4,LIVORNO/(VIA),,2016-07-21,
Convivenza Civile,Altro,5,S. PANCRAZIO/(VIA),,2016-07-21,
Convivenza Civile,Altro,7,CIGLIANO/(VIA),,2016-07-21,
Convivenza Civile,Altro,,,,2016-07-22,
Convivenza Civile,Altro,1,DORIA/ANDREA (VIA),,2016-07-22,
Convivenza Civile,Altro,7,PERUGIA/(VIA),,2016-07-22,
Convivenza Civile,Altro,4,CARRERA/VALENTINO (VIA),,2016-07-23,
Convivenza Civile,Altro,3,RACCONIGI/(CORSO),,2016-07-24,
Convivenza Civile,Altro,5,LANZO/(STRADA),,2016-07-25,
Convivenza Civile,Altro,4,FIANO/(VIA),,2016-07-26,
Convivenza Civile,Altro,4,GRAVERE/(VIA),,2016-07-27,
Convivenza Civile,Altro,6,BIASONI/(STRADA DEI),,2016-07-27,
Convivenza Civile,Altro,3,DI NANNI/DANTE (VIA),,2016-07-28,
Convivenza Civile,Altro,3,MONTE CUCCO/(CORSO),,2016-07-28,
Convivenza Civile,Altro,8,FOA'/PIO (VIA),,2016-07-28,
Convivenza Civile,Altro,1,REGINA MARGHERITA/(CORSO),,2016-07-29,
Convivenza Civile,Altro,8,GALLIARI/BERNARDINO (VIA),,2016-07-29,
Convivenza Civile,Altro,1,VITTORIO VENETO/(PIAZZA),,2016-07-30,
Convivenza Civile,Altro,8,CALVO/EDOARDO (VIA),,2016-07-30,
Convivenza Civile,Altro,3,MONGINEVRO/(VIA),,2016-08-01,
Convivenza Civile,Altro,6,BOLOGNA/(VIA),,2016-08-01,
Convivenza Civile,Altro,3,SPALATO/(VIA),,2016-08-02,
Convivenza Civile,Altro,5,CAMPIGLIA/(VIA),,2016-08-02,
Convivenza Civile,Altro,4,COSSA/PIETRO (VIA),,2016-08-03,
Convivenza Civile,Altro,5,BORGARO/(VIA),,2016-08-03,
Convivenza Civile,Altro,5,BORSI/GIOSUE' (VIA),,2016-08-03,
Convivenza Civile,Altro,7,BELGIO/(CORSO),,2016-08-03,
Convivenza Civile,Altro,7,MONGRANDO/(VIA),,2016-08-03,
Convivenza Civile,Altro,8,MADAMA CRISTINA/(VIA),,2016-08-03,
Convivenza Civile,Altro,9,PASSO BUOLE/(VIA),,2016-08-03,
Convivenza Civile,Altro,2,VEGLIA/(VIA),,2016-08-04,
Convivenza Civile,Altro,5,TOSCANA/(LARGO),,2016-08-04,
Convivenza Civile,Altro,6,COGNE/(VIA),,2016-08-04,
Convivenza Civile,Altro,1,CARLO ALBERTO/(PIAZZA),,2016-08-04,14.55
Convivenza Civile,Altro,7,CASALE/(CORSO),,2016-08-05,
Convivenza Civile,Altro,8,RONCHI AI CUNIOLI ALTI/(STRADA DAI),,2016-08-05,12.1
Convivenza Civile,Altro,3,BEAUMONT/CLAUDIO (VIA),,2016-08-08,
Convivenza Civile,Altro,6,SANTHIA'/(VIA),,2016-08-09,
Convivenza Civile,Altro,1,EMANUELE FILIBERTO/(PIAZZA),,2016-08-10,
Convivenza Civile,Altro,1,STATUTO/(PIAZZA),,2016-08-11,
Convivenza Civile,Altro,1,PRINCIPE AMEDEO/(VIA),,2016-08-11,9.42
Convivenza Civile,Altro,6,REISS ROMOLI/GUGLIELMO (VIA),,2016-08-11,12.15
Convivenza Civile,Altro,6,ARRIVORE/(STRADA DELL'),,2016-08-12,
Convivenza Civile,Altro,7,FIRENZE/(LUNGO DORA),,2016-08-12,
Convivenza Civile,Altro,6,COLONNA/VITTORIA (VIA),,2016-08-16,
Convivenza Civile,Altro,6,VIGEVANO/(CORSO),,2016-08-16,
Convivenza Civile,Altro,8,RIBET/GIOVANNI (VIA),,2016-08-16,
Convivenza Civile,Altro,9,CORRADINO/CORRADO (VIA),,2016-08-16,
Convivenza Civile,Altro,6,AMBROSIO/ARTURO (VIA),,2016-08-18,
Convivenza Civile,Altro,6,VERCELLI/(CORSO),,2016-08-18,
Convivenza Civile,Altro,1,EGIDI/PIETRO (VIA),,2016-08-19,
Convivenza Civile,Altro,2,SIRACUSA/(CORSO),,2016-08-19,
Convivenza Civile,Altro,6,BOLOGNA/(VIA),,2016-08-19,
Convivenza Civile,Altro,8,SALUZZO/(VIA),,2016-08-19,
Convivenza Civile,Altro,7,PISANO/ANDREA (VIA),,2016-08-22,13.5
Convivenza Civile,Altro,7,NOVARA/(CORSO),,2016-08-24,13.43
Convivenza Civile,Altro,1,REGINA MARGHERITA/(CORSO),,2016-08-24,14.2
Convivenza Civile,Altro,4,PEYRON/AMEDEO (PIAZZA),,2016-08-24,14.29
Convivenza Civile,Altro,6,CARO ANNIBAL/(VIA) (LEGGI ANNIBAL CARO),,2016-08-25,11.16
Convivenza Civile,Altro,2,COSENZA/(CORSO),,2016-08-26,13.0
Convivenza Civile,Altro,1,BERTOLA/ANTONIO GIUSEPPE (VIA),,2016-08-27,
Convivenza Civile,Altro,2,ORBASSANO/(CORSO),,2016-08-28,
Convivenza Civile,Altro,6,LEINI'/(VIA),,2016-08-28,
Convivenza Civile,Altro,4,PEROTTI/GIUSEPPE (PIAZZA),,2016-08-29,
Convivenza Civile,Altro,9,CAIO PLINIO/(CORSO),,2016-08-29,
Convivenza Civile,Altro,2,BOSTON/(VIA),,2016-08-30,12.03
Convivenza Civile,Altro,4,GALVANI/LUIGI (VIA),,2016-08-31,
Convivenza Civile,Altro,6,CRISPI/FRANCESCO (PIAZZA),,2016-09-01,
Convivenza Civile,Altro,7,COMO/(VIA),,2016-09-01,
Convivenza Civile,Altro,5,RANDACCIO/GIOVANNI (VIA),,2016-09-02,
Convivenza Civile,Altro,5,STOPPANI/ANTONIO (VIA),,2016-09-04,
Convivenza Civile,Altro,4,ASCOLI/GRAZIADIO (VIA),,2016-09-05,
Convivenza Civile,Altro,4,CEVA/(VIA),,2016-09-05,
Convivenza Civile,Altro,5,COSSA/PIETRO (VIA),,2016-09-05,
Convivenza Civile,Altro,7,CASALE/(CORSO),,2016-09-05,
Convivenza Civile,Altro,3,DI NANNI/DANTE (VIA),,2016-09-06,
Convivenza Civile,Altro,3,LIONE/(CORSO),,2016-09-06,
Convivenza Civile,Altro,6,QUERCE/(VIA DELLE),,2016-09-06,
Convivenza Civile,Altro,4,TASSONI/ALESSANDRO (CORSO),,2016-09-07,
Convivenza Civile,Altro,6,BERTOLLA/(STRADA),,2016-09-07,
Convivenza Civile,Altro,1,CAMERANA/GIOVANNI (VIA),,2016-09-08,
Convivenza Civile,Altro,1,LAGRANGE/GIUSEPPE LUIGI (VIA),,2016-09-08,
Convivenza Civile,Altro,1,MAZZINI/GIUSEPPE (VIA),,2016-09-08,
Convivenza Civile,Altro,1,TRIESTE/(CORSO),,2016-09-08,
Convivenza Civile,Altro,3,BRUNELLESCHI/FILIPPO (CORSO),,2016-09-08,
Convivenza Civile,Altro,5,LIGURIA/(LUNGO DORA),,2016-09-08,
Convivenza Civile,Altro,5,SOSPELLO/(VIA),,2016-09-08,
Convivenza Civile,Altro,7,MONDOVI'/(VIA),,2016-09-08,
Convivenza Civile,Altro,6,CAVAGNOLO/(VIA),,2016-09-09,
Convivenza Civile,Altro,6,CIGNA/FRANCESCO (VIA),,2016-09-09,
Convivenza Civile,Altro,6,PALESTRINA/PIER LUIGI (VIA),,2016-09-12,
Convivenza Civile,Altro,1,VITTORIO EMANUELE II/(CORSO),,2016-09-13,
Convivenza Civile,Altro,3,BRUNELLESCHI/FILIPPO (CORSO),,2016-09-13,
Convivenza Civile,Altro,4,GAMBA/ENRICO (CORSO),,2016-09-13,
Convivenza Civile,Altro,6,VALPRATO/(VIA),,2016-09-13,
Convivenza Civile,Altro,8,PICCO/ALBERTO (CORSO),,2016-09-13,
Convivenza Civile,Altro,8,TIZIANO VECELLIO/(VIA),,2016-09-13,
Convivenza Civile,Altro,9,UNIONE SOVIETICA/(CORSO),,2016-09-14,
Convivenza Civile,Altro,1,GARIBALDI/GIUSEPPE (VIA),,2016-09-15,
Convivenza Civile,Altro,1,VITTORIO EMANUELE II/(CORSO),,2016-09-15,
Convivenza Civile,Altro,3,BEAUMONT/CLAUDIO (VIA),,2016-09-15,
Convivenza Civile,Altro,6,VERONESE/PAOLO (VIA),,2016-09-15,
Convivenza Civile,Altro,7,PIOSSASCO/(VIA),,2016-09-15,
Convivenza Civile,Altro,9,PAOLI/PASQUALE (VIA),,2016-09-15,
Convivenza Civile,Altro,1,GIOBERTI/VINCENZO (VIA),,2016-09-16,
Convivenza Civile,Altro,1,S. MAURIZIO/(CORSO),,2016-09-16,
Convivenza Civile,Altro,5,ASSISI/(VIA),,2016-09-16,
Convivenza Civile,Altro,6,LEMMI/FRANCESCO (VIA),,2016-09-17,
Convivenza Civile,Altro,6,PUCCINI/GIACOMO (VIA),,2016-09-18,
Convivenza Civile,Altro,6,GIULIO CESARE/(CORSO),,2016-09-19,
Convivenza Civile,Altro,7,BORGO DORA/(VIA),,2016-09-19,
Convivenza Civile,Altro,4,GRAVERE/(VIA),,2016-09-20,
Convivenza Civile,Altro,6,SALASSA/(VIA),,2016-09-20,
Convivenza Civile,Altro,7,VERCELLI/(CORSO),,2016-09-20,
Convivenza Civile,Altro,9,BAIARDI/PIETRO (VIA),,2016-09-21,
Convivenza Civile,Altro,1,EMANUELE FILIBERTO/(PIAZZA),,2016-09-22,
Convivenza Civile,Altro,1,VITTORIO VENETO/(PIAZZA),,2016-09-22,
Convivenza Civile,Altro,6,VIGEVANO/(CORSO),,2016-09-22,
Convivenza Civile,Altro,8,S. VINCENZO/(STRADA),,2016-09-22,
Convivenza Civile,Altro,3,CAVALLI/GIOVANNI CARLO (VIA),,2016-09-23,
Convivenza Civile,Altro,4,RIVOLI/(PIAZZA),,2016-09-23,
Convivenza Civile,Altro,6,GIULIO CESARE/(CORSO),,2016-09-23,
Convivenza Civile,Altro,7,VAL S. MARTINO SUPERIORE/(STRADA),,2016-09-23,
Convivenza Civile,Altro,9,TRAIANO/(CORSO),,2016-09-23,
Convivenza Civile,Altro,3,ADAMELLO/(VIA),,2016-09-24,
Convivenza Civile,Altro,4,SVIZZERA/(CORSO),,2016-09-25,
Convivenza Civile,Altro,1,ARQUATA/(VIA),,2016-09-26,
Convivenza Civile,Altro,4,CASALIS/GOFFREDO (VIA),,2016-09-26,
Convivenza Civile,Altro,4,TASSONI/ALESSANDRO (CORSO),,2016-09-26,
Convivenza Civile,Altro,1,GIOBERTI/VINCENZO (VIA),,2016-09-27,
Convivenza Civile,Altro,4,TASSONI/ALESSANDRO (CORSO),,2016-09-27,
Convivenza Civile,Altro,5,LORENZINI/CARLO (VIA),,2016-09-27,
Convivenza Civile,Altro,9,FILADELFIA/(VIA),,2016-09-27,14.42
Convivenza Civile,Altro,,,,2016-09-28,
Convivenza Civile,Altro,5,MOLISE/(CORSO),,2016-09-29,
Convivenza Civile,Altro,6,SCOTELLARO/ROCCO (VIA),,2016-09-29,
Convivenza Civile,Altro,5,CINCINNATO/L. QUINZIO (CORSO),,2016-09-30,12.09
Convivenza Civile,Altro,3,RACCONIGI/(LARGO),,2016-10-03,
Convivenza Civile,Altro,6,PALESTRINA/PIER LUIGI (VIA),,2016-10-08,
Convivenza Civile,Altro,8,MADAMA CRISTINA/(PIAZZA),,2016-10-08,
Convivenza Civile,Altro,1,VENTI SETTEMBRE/(VIA),,2016-10-10,
Convivenza Civile,Altro,4,MASSAUA/(PIAZZA),,2016-10-10,
Convivenza Civile,Altro,6,BRANDIZZO/(VIA),,2016-10-10,
Convivenza Civile,Altro,6,GALLINA/GIACINTO (VIA),,2016-10-10,
Convivenza Civile,Altro,1,S. TOMMASO/(VIA),,2016-10-12,
Convivenza Civile,Altro,1,TORRICELLI EVANGELISTA/(VIA),,2016-10-12,
Convivenza Civile,Altro,2,COSENZA/(CORSO),,2016-10-12,
Convivenza Civile,Altro,4,SACCO E VANZETTI/(CORSO),,2016-10-12,
Convivenza Civile,Altro,1,BONAFOUS/ALFONSO (VIA),,2016-10-13,
Convivenza Civile,Altro,6,WUILLERMIN/RENATO (VIA),,2016-10-13,
Convivenza Civile,Altro,1,MATTEOTTI/GIACOMO (CORSO),,2016-10-14,
Convivenza Civile,Altro,1,S. TERESA/(VIA),,2016-10-14,
Convivenza Civile,Altro,7,VERONA/(CORSO),,2016-10-14,
Convivenza Civile,Altro,8,VOLANTE/GUIDO (STRADA),,2016-10-14,
Convivenza Civile,Altro,6,SCOTELLARO/ROCCO (VIA),,2016-10-15,
Convivenza Civile,Altro,4,ASINARI DI BERNEZZO/VITTORIO (VIA),,2016-10-17,
Convivenza Civile,Altro,6,BOTTESINI/GIOVANNI (PIAZZA),,2016-10-17,
Convivenza Civile,Altro,7,REPUBBLICA/(PIAZZA DELLA),,2016-10-17,
Convivenza Civile,Altro,7,S. GIULIA/(VIA),,2016-10-17,
Convivenza Civile,Altro,8,SOMMEILLER/GERMANO (CORSO),,2016-10-17,
Convivenza Civile,Altro,10,VIGLIANI/ONORATO (VIA),,2016-10-17,
Convivenza Civile,Altro,9,THONON/(VIA),,2016-10-18,
Convivenza Civile,Altro,4,RIVARA/(VIA),,2016-10-19,
Convivenza Civile,Altro,9,VENTIMIGLIA/(VIA),,2016-10-19,
Convivenza Civile,Altro,1,CADORNA/LUIGI (LUNGO PO),,2016-10-20,
Convivenza Civile,Altro,1,RATTAZZI/URBANO (VIA),,2016-10-20,
Convivenza Civile,Altro,4,TELESIO/BERNARDINO (CORSO),,2016-10-20,
Convivenza Civile,Altro,7,CATANIA/(VIA),,2016-10-20,
Convivenza Civile,Altro,7,PISA/(VIA),,2016-10-20,
Convivenza Civile,Altro,7,REGGIO/(VIA),,2016-10-20,
Convivenza Civile,Altro,10,ROVEDA/GIOVANNI (VIA),,2016-10-20,
Convivenza Civile,Altro,9,VENTIMIGLIA/(VIA),,2016-10-21,
Convivenza Civile,Altro,5,LOMBARDIA/(CORSO),,2016-10-21,13.3
Convivenza Civile,Altro,1,RATTAZZI/URBANO (VIA),,2016-10-23,
Convivenza Civile,Altro,1,MAZZINI/GIUSEPPE (VIA),,2016-10-24,
Convivenza Civile,Altro,7,CASALE/(CORSO),,2016-10-24,
Convivenza Civile,Altro,7,TORTONA/(CORSO),,2016-10-24,
Convivenza Civile,Altro,8,S. MARGHERITA/(STRADA),,2016-10-24,13.34
Convivenza Civile,Altro,3,LIONE/(CORSO),,2016-10-25,
Convivenza Civile,Altro,5,GANDINO/GIOVANNI BATTISTA (VIA),,2016-10-25,
Convivenza Civile,Altro,9,ARDUINO GASPARE - VERA - LIBERA (VIA),,2016-10-25,
Convivenza Civile,Altro,1,VITTORIO EMANUELE II/(CORSO),,2016-10-26,
Convivenza Civile,Altro,3,LANCIA/VINCENZO (VIA),,2016-10-26,
Convivenza Civile,Altro,8,RAFFAELLO/(CORSO),,2016-10-26,
Convivenza Civile,Altro,7,GIULIO CESARE/(CORSO),,2016-10-27,
Convivenza Civile,Altro,2,TEMPIO PAUSANIA/(VIA),,2016-11-01,
Convivenza Civile,Altro,3,DUCHESSA JOLANDA/(VIA),,2016-11-02,
Convivenza Civile,Altro,8,BERTHOLLET/CLAUDIO LUIGI (VIA),,2016-11-02,
Convivenza Civile,Altro,6,RESPIGHI/OTTORINO (PIAZZA),,2016-11-04,
Convivenza Civile,Altro,7,VOGHERA/(LUNGO DORA),,2016-11-04,12.14
Convivenza Civile,Altro,1,VITTORIO EMANUELE II/(CORSO),,2016-11-05,
Convivenza Civile,Altro,8,D'AZEGLIO/MASSIMO (CORSO),,2016-11-06,
Convivenza Civile,Altro,1,MARIA VITTORIA/(VIA),,2016-11-07,
Convivenza Civile,Altro,1,MAZZINI/GIUSEPPE (VIA),,2016-11-07,
Convivenza Civile,Altro,3,BARDONECCHIA/(VIA),,2016-11-07,
Convivenza Civile,Altro,5,POTENZA/(CORSO),,2016-11-07,
Convivenza Civile,Altro,7,GIULIO CESARE/(CORSO),,2016-11-07,
Convivenza Civile,Altro,1,MEDITERRANEO/(CORSO),,2016-11-08,
Convivenza Civile,Altro,1,STATI UNITI/(CORSO),,2016-11-09,
Convivenza Civile,Altro,3,BRUNELLESCHI/FILIPPO (CORSO),,2016-11-09,
Convivenza Civile,Altro,6,VIGEVANO/(CORSO),,2016-11-09,
Convivenza Civile,Altro,8,MONCALIERI/(CORSO),,2016-11-09,
Convivenza Civile,Altro,1,CONSOLATA/(VIA DELLA),,2016-11-10,
Convivenza Civile,Altro,1,S. DOMENICO/(VIA),,2016-11-10,
Convivenza Civile,Altro,4,TELESIO/BERNARDINO (CORSO),,2016-11-10,
Convivenza Civile,Altro,5,TERRANEO/GIOVANNI TOMMASO (VIA),Area Verde,2016-11-10,
Convivenza Civile,Altro,6,CEBROSA/(STRADA DELLA),,2016-11-10,
Convivenza Civile,Altro,,,Area Verde,2016-11-11,
Convivenza Civile,Altro,2,RENI/GUIDO (VIA),,2016-11-11,
Convivenza Civile,Altro,4,SVIZZERA/(CORSO),,2016-11-11,
Convivenza Civile,Altro,1,ROERO DI CORTANZE/ERCOLE TOMMASO (VIA),,2016-11-14,
Convivenza Civile,Altro,4,EXILLES/(VIA),,2016-11-14,
Convivenza Civile,Altro,7,REGINA MARGHERITA/(CORSO),,2016-11-14,
Convivenza Civile,Altro,8,S. VITO REVIGLIASCO/(STRADA),Area Verde,2016-11-14,
Convivenza Civile,Altro,4,FRANCIA/(CORSO),,2016-11-15,
Convivenza Civile,Altro,4,FRANCIA/(CORSO),,2016-11-15,
Convivenza Civile,Altro,5,LUINI/BERNARDINO (VIA),,2016-11-15,
Convivenza Civile,Altro,8,NIZZA/(VIA),,2016-11-15,
Convivenza Civile,Altro,1,MILANO/(VIA),,2016-11-16,
Convivenza Civile,Altro,1,PIAVE/(VIA),,2016-11-16,
Convivenza Civile,Altro,4,GAMBA/ENRICO (CORSO),,2016-11-16,
Convivenza Civile,Altro,2,D'ARBOREA/ELEONORA (VIA),,2016-11-17,
Convivenza Civile,Altro,5,VIBO'/(VIA),,2016-11-17,
Convivenza Civile,Altro,7,OSLAVIA/(VIA),,2016-11-17,
Convivenza Civile,Altro,6,LAZIO/(LUNGO STURA),,2016-11-22,
Convivenza Civile,Altro,8,THOVEZ/ENRICO (VIALE),,2016-11-22,
Convivenza Civile,Altro,1,CAVOUR (VIA),,2016-11-23,
Convivenza Civile,Altro,2,COSENZA/(CORSO),,2016-11-23,
Convivenza Civile,Altro,3,VANDALINO/(VIA),,2016-11-23,
Convivenza Civile,Altro,4,PILO/ROSOLINO (VIA),,2016-11-23,
Convivenza Civile,Altro,6,LEONCAVALLO/RUGGERO (VIA),,2016-11-23,
Convivenza Civile,Altro,10,CASTELLO DI MIRAFIORI/(STRADA),,2016-11-23,
Convivenza Civile,Altro,1,ORFANE/(VIA DELLE),,2016-11-24,
Convivenza Civile,Altro,2,SANREMO/(VIA),,2016-11-24,
Convivenza Civile,Altro,4,CIBRARIO/LUIGI (VIA),,2016-11-24,
Convivenza Civile,Altro,8,NIZZA/(VIA),,2016-11-24,
Convivenza Civile,Altro,1,PO/(VIA),,2016-11-25,
Convivenza Civile,Altro,8,BELFIORE/(VIA),,2016-11-25,
Convivenza Civile,Altro,9,PAOLI/PASQUALE (VIA),,2016-11-25,
Convivenza Civile,Altro,3,MONTE CUCCO/(CORSO),,2016-11-28,
Convivenza Civile,Altro,5,PRIMULE/(VIA DELLE),,2016-11-28,
Convivenza Civile,Altro,5,VEROLENGO/(VIA),,2016-11-28,
Convivenza Civile,Altro,2,VEGLIA/(VIA),,2016-11-28,10.56
Convivenza Civile,Altro,1,MILANO/(VIA),,2016-11-29,
Convivenza Civile,Altro,1,ROMA/(VIA),,2016-11-29,
Convivenza Civile,Altro,3,LANCIA/VINCENZO (VIA),,2016-11-29,
Convivenza Civile,Altro,9,VALENZA/(VIA),,2016-11-29,
Convivenza Civile,Altro,1,S. CROCE/(VIA),,2016-11-30,
Convivenza Civile,Altro,4,SOSTEGNO/(VIA),,2016-12-04,
Convivenza Civile,Altro,1,MAZZINI/GIUSEPPE (VIA),,2016-12-04,11.51
Convivenza Civile,Altro,7,S. MAURIZIO/(CORSO),,2016-12-05,12.11
Convivenza Civile,Altro,3,MATTIE/(VIA),,2016-12-06,
Convivenza Civile,Altro,6,QUITTENGO/(VIA),,2016-12-06,
Convivenza Civile,Altro,7,GIULIA DI BAROLO/(VIA),,2016-12-06,
Convivenza Civile,Altro,4,ROSAI/OTTONE(CORSO),,2016-12-07,
Convivenza Civile,Altro,1,CONSOLATA/(PIAZZA DELLA),,2016-12-08,
Convivenza Civile,Altro,2,BOSTON/(VIA),,2016-12-09,
Convivenza Civile,Altro,7,SASSI/(STRADA DI),,2016-12-09,
Convivenza Civile,Altro,1,DE GASPERI/ALCIDE (CORSO),,2016-12-12,
Convivenza Civile,Altro,4,RIVOLI/(PIAZZA),,2016-12-12,
Convivenza Civile,Altro,4,COSSA/PIETRO (VIA),,2016-12-13,
Convivenza Civile,Altro,1,GIOBERTI/VINCENZO (VIA),,2016-12-15,
Convivenza Civile,Altro,3,RACCONIGI/(CORSO),,2016-12-19,
Convivenza Civile,Altro,7,ALBERA/DON PAOLO (PIAZZA),,2016-12-19,
Convivenza Civile,Altro,7,MODENA/(VIA),,2016-12-19,
Convivenza Civile,Altro,1,S. TERESA/(VIA),,2016-12-20,
Convivenza Civile,Altro,9,TUNISI/(VIA),,2016-12-20,
Convivenza Civile,Altro,1,POMBA/GIUSEPPE (VIA),,2016-12-21,
Convivenza Civile,Altro,1,CARLO ALBERTO/(VIA),,2016-12-23,
Convivenza Civile,Altro,3,BARDONECCHIA/(VIA),,2016-12-23,10.34
Convivenza Civile,Altro,4,S. DONATO/(VIA),,2016-12-23,14.44
Convivenza Civile,Altro,5,VAL DELLA TORRE/(VIA),,2016-12-27,
Convivenza Civile,Altro,8,MADAMA CRISTINA/(VIA),,2016-12-27,
Convivenza Civile,Altro,1,CORPUS DOMINI/(PIAZZA),,2016-12-28,
Convivenza Civile,Altro,1,DE GASPERI/ALCIDE (CORSO),,2016-12-28,
Convivenza Civile,Altro,1,VERDI/GIUSEPPE (VIA),,2016-12-29,
Convivenza Civile,Altro,5,CHIESA DELLA SALUTE/(VIA),,2016-12-29,
Convivenza Civile,Altro,5,SAORGIO/(VIA),,2016-12-29,
Convivenza Civile,Altro,6,ULIVI/(VIA DEGLI),,2016-12-29,
Convivenza Civile,Altro,3,VITTORIO EMANUELE II/(CORSO),,2016-12-30,
Convivenza Civile,Comportamenti molesti,9,SPAZZAPAN/LUIGI (VIA),,2016-07-04,
Convivenza Civile,Comportamenti molesti,7,GIULIA DI BAROLO/(VIA),,2016-07-13,
Convivenza Civile,Comportamenti molesti,7,S. GIULIA/(PIAZZA),,2016-07-13,
Convivenza Civile,Comportamenti molesti,8,SALUZZO/(VIA),,2016-07-14,
Convivenza Civile,Comportamenti molesti,6,VIGEVANO/(CORSO),,2016-07-20,
Convivenza Civile,Comportamenti molesti,3,CIALDINI/ENRICO (VIA),,2016-07-21,
Convivenza Civile,Comportamenti molesti,4,LECCE/(CORSO),,2016-07-21,
Convivenza Civile,Comportamenti molesti,6,BELGIOIOSO/CRISTINA (VIA),,2016-07-22,
Convivenza Civile,Comportamenti molesti,7,PALERMO/(CORSO),,2016-07-22,
Convivenza Civile,Comportamenti molesti,9,PIO VII/(VIA),,2016-07-22,
Convivenza Civile,Comportamenti molesti,9,VENTIMIGLIA/(VIA),,2016-07-23,
Convivenza Civile,Comportamenti molesti,1,CARLO FELICE/(PIAZZA),,2016-07-26,
Convivenza Civile,Comportamenti molesti,6,VERCELLI/(CORSO),,2016-07-26,
Convivenza Civile,Comportamenti molesti,5,STAMPALIA/(PIAZZA),,2016-08-01,
Convivenza Civile,Comportamenti molesti,1,BARBAROUX/GIUSEPPE (VIA),,2016-08-02,
Convivenza Civile,Comportamenti molesti,10,JONA/LUCIANO (PIAZZETTA),,2016-08-04,
Convivenza Civile,Comportamenti molesti,8,PELLICO/SILVIO (VIA),,2016-08-12,11.08
Convivenza Civile,Comportamenti molesti,6,VERCELLI/(CORSO),,2016-08-18,
Convivenza Civile,Comportamenti molesti,6,VERCELLI/(CORSO),,2016-08-19,
Convivenza Civile,Comportamenti molesti,6,SEMPIONE/(LARGO),Area Verde,2016-09-01,
Convivenza Civile,Comportamenti molesti,3,FREJUS/(VIA),,2016-09-03,
Convivenza Civile,Comportamenti molesti,6,ROSSI/ERNESTO (VIA),,2016-09-09,
Convivenza Civile,Comportamenti molesti,3,ALECSANDRI/VASILE (VIA),Area Verde,2016-09-13,9.1
Convivenza Civile,Comportamenti molesti,4,SVIZZERA/(CORSO),,2016-09-14,9.59
Convivenza Civile,Comportamenti molesti,2,MONFALCONE/(VIA),,2016-09-15,
Convivenza Civile,Comportamenti molesti,6,MONTE ROSA/(VIA),,2016-09-17,
Convivenza Civile,Comportamenti molesti,8,SALUZZO/(VIA),,2016-09-21,
Convivenza Civile,Comportamenti molesti,2,ORBASSANO/(CORSO),,2016-09-23,
Convivenza Civile,Comportamenti molesti,5,COPPINO/MICHELE (VIA),,2016-09-24,
Convivenza Civile,Comportamenti molesti,7,S. OTTAVIO/(VIA),,2016-09-27,
Convivenza Civile,Comportamenti molesti,6,PALESTRINA/PIER LUIGI (VIA),,2016-09-28,
Convivenza Civile,Comportamenti molesti,3,DELLA ROBBIA/LUCA (VIA),,2016-09-29,
Convivenza Civile,Comportamenti molesti,6,SEMPIONE/(LARGO),,2016-10-02,
Convivenza Civile,Comportamenti molesti,5,SANSOVINO/ANDREA (VIA),,2016-10-06,
Convivenza Civile,Comportamenti molesti,3,FATTORI/GIOVANNI (VIA),,2016-10-07,
Convivenza Civile,Comportamenti molesti,7,FORNI/(STRADA DEI),,2016-10-07,
Convivenza Civile,Comportamenti molesti,8,MARCONI/GUGLIELMO (CORSO),,2016-10-10,
Convivenza Civile,Comportamenti molesti,2,AGNELLI/GIOVANNI (CORSO),,2016-10-18,
Convivenza Civile,Comportamenti molesti,1,FERRARIS/GALILEO (CORSO),Area Verde,2016-10-25,
Convivenza Civile,Comportamenti molesti,4,MOGADISCIO/(VIA),,2016-10-27,
