DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;QUARTIERE;geometry;LATITUDE;LONGITUDE
AGENZIE AFFARI;ONORANZE FUNEBRI BEATO COTTOLENGO;VIA VANCHIGLIA 22/D;No;437;11;7;0;10124;;POINT (7.699337973937558 45.06842255499091);45.06842255499091;7.699337973937558
AGENZIE AFFARI;;VIA VANCHIGLIA 35;No;425;11;7;640;10124;;POINT (7.700395737753746 45.06941083067719);45.069410830677185;7.700395737753746
AGENZIE AFFARI;;VIA VENARIA 51 bis/D;No;1913;46;5;0;10148;;POINT (7.66023400457932 45.10883690259267);45.10883690259267;7.66023400457932
AGENZIE VIAGGIO;ABBEY TRAVEL;VIA VALDIERI 20;No;1428;33;3;230;10139;;POINT (7.652281458884472 45.07026413474042);45.07026413474042;7.652281458884472
AGENZIE VIAGGIO;HOPPETE;CORSO VALDOCCO 2;No;181;05;1;23;10122;;POINT (7.673961885561099 45.07557173232981);45.075571732329806;7.673961885561099
AGENZIE VIAGGIO;BARAZZONI VIAGGI;VIA VANDALINO 23/C;No;2073;51;3;0;10141;;POINT (7.620495900139944 45.07169404010014);45.07169404010014;7.620495900139944
AGENZIE VIAGGIO;VALVIAGGI;VIA VANDALINO 74/B;No;2386;63;3;0;10142;;POINT (7.615992444268021 45.07172974503813);45.071729745038134;7.615992444268021
AGENZIE AFFARI;;VIA VANDALINO 101;No;3509;63;3;313;10142;;POINT (7.612856145040172 45.07136613395003);45.07136613395003;7.612856145040172
AGENZIE AFFARI;;VIA VALGIOIE 24;No;2044;50;4;404;10146;;POINT (7.632882249223873 45.076882796762);45.076882796762;7.632882249223873
AGENZIE AFFARI;;VIA PAOLO VERONESE 132;No;3548;67;5;534;10148;;POINT (7.682588915453668 45.10745864546621);45.10745864546621;7.682588915453668
AGENZIE AFFARI;;VIA VILLA GIUSTI 56;No;3008;63;3;305;10142;;POINT (7.622109111109956 45.06041014528285);45.06041014528285;7.622109111109956
AGENZIE AFFARI;PUNTO CAMPER;VIA PAOLO VERONESE 254;No;3543;66;5;530;10148;;POINT (7.670005403457139 45.10996819677851);45.10996819677851;7.6700054034571385
AGENZIE AFFARI;;VIA PAOLO VERONESE 324 int. 4;No;2436;66;5;530;10148;;POINT (7.662409198958703 45.11199389136733);45.111993891367334;7.662409198958703
AGENZIE AFFARI;;VIA ONORATO VIGLIANI 9/H;No;2736;61;8;0;10135;;POINT (7.637043623850098 45.02247140766969);45.02247140766969;7.637043623850098
AGENZIE AFFARI;;VIA ONORATO VIGLIANI 35 int. 15;No;2734;61;8;856;10135;;POINT (7.64043708058102 45.02237501072099);45.022375010720985;7.6404370805810204
AGENZIE AFFARI;;VIA ONORATO VIGLIANI 91/B;No;2973;61;8;0;10135;;POINT (7.64547497031136 45.01827296127372);45.01827296127372;7.64547497031136
TRATTENIMENTI;IL SCOPPIATO;VIA VILLARBASSE 26;No;1496;33;3;246;10141;;POINT (7.649961132070836 45.06359814268267);45.06359814268267;7.649961132070836
AGENZIE AFFARI;;VIA AMERIGO VESPUCCI 34 bis;No;1165;26;1;58;10129;;POINT (7.662296642083102 45.05625742947466);45.056257429474655;7.662296642083102
AGENZIE AFFARI;;VIA ONORATO VIGLIANI 171/A;No;2980;61;2;0;10127;;POINT (7.653846353677048 45.01766660951299);45.01766660951299;7.653846353677048
AGENZIE VIAGGIO;TI.DE TRAVEL;VIA CANDIDO VIBERTI 11;No;2085;51;3;271;10141;;POINT (7.636529879746213 45.06797945223787);45.06797945223787;7.636529879746213
AGENZIE AFFARI;;CORSO VINZAGLIO 12 bis;No;296;08;1;37;10121;;POINT (7.667582430624011 45.06971916985791);45.06971916985791;7.6675824306240115
AGENZIE AFFARI;;VIA VEROLENGO 136;No;3380;47;5;476;10149;;POINT (7.658139166072466 45.09525754398344);45.09525754398344;7.658139166072466
AGENZIE VIAGGIO;;VIA VEROLENGO 138;No;3380;47;5;476;10149;;POINT (7.657960204292023 45.09526773646236);45.09526773646236;7.6579602042920225
AGENZIE VIAGGIO;CISALPINA VIAGGI (C/O BASIC VILLAGE);CORSO VERONA 21;No;1007;23;7;686;10152;;POINT (7.696704950813492 45.07871038871166);45.078710388711656;7.696704950813492
AGENZIE AFFARI;;CORSO VERONA 22;No;1014;23;7;687;10152;;POINT (7.696507702294808 45.0783250900401);45.0783250900401;7.696507702294808
TRATTENIMENTI;IL PAPARAZZO;VIA GIOVANNI VIRGINIO 1/A;No;73;03;1;0;10124;;POINT (7.688373786797301 45.06975090142505);45.06975090142505;7.688373786797301
AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 96/L;No;313;08;1;0;10121;;POINT (7.667507149573199 45.06712506855346);45.06712506855346;7.667507149573199
AGENZIE AFFARI;REMONDINO S.R.L.;CORSO VITTORIO EMANUELE II 98 scala A;No;313;08;1;39;10121;;POINT (7.667114348477913 45.06732510853204);45.06732510853204;7.667114348477913
AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 102;No;312;08;1;40;10121;;POINT (7.665707961160527 45.06771369951285);45.06771369951285;7.6657079611605266
AGENZIE VIAGGIO;SORTIE VOYAGE;CORSO VITTORIO EMANUELE II 164/D;No;1371;31;3;0;10138;;POINT (7.652492898585328 45.072459359859);45.072459359858996;7.652492898585328
AGENZIE VIAGGIO;CHIESA VIAGGI;VIA VENTI SETTEMBRE 8/C;No;139;04;1;0;10121;;POINT (7.678754991044581 45.06447350878592);45.064473508785916;7.678754991044581
AGENZIE AFFARI;;LARGO VITTORIO EMANUELE II 82;No;316;08;1;36;10121;;POINT (7.671709393095709 45.06581296424116);45.06581296424116;7.671709393095709
AGENZIE VIAGGIO;MULTI LEVEL TRAVEL;CORSO ROMANIA 460;No;2549;78;6;621;10156;;POINT (7.713976763214369 45.11969276997192);45.11969276997192;7.713976763214369
AGENZIE AFFARI;;PIAZZA VITTORIO VENETO 1;No;220;06;1;26;10124;;POINT (7.693897201968846 45.06610390159379);45.06610390159379;7.693897201968846
TRATTENIMENTI;ZENITH;PIAZZA VITTORIO VENETO 13/E;No;225;06;1;0;10124;;POINT (7.695744844222383 45.06529951106053);45.06529951106053;7.695744844222383
AGENZIE AFFARI;;PIAZZA VITTORIO VENETO 16 scala B;No;234;06;1;27;10123;;POINT (7.694727041722253 45.06433637606796);45.064336376067956;7.694727041722253
AGENZIE AFFARI;;VIA VENTI SETTEMBRE 68/H;No;45;01;1;0;10122;;POINT (7.683394652893975 45.07127946812967);45.071279468129674;7.683394652893975
AGENZIE VIAGGIO;"""FRANCO ROSSO ITALIA SRL""";VIA VENTI SETTEMBRE 70;No;45;01;1;3;10122;;POINT (7.683500886534783 45.07143842914256);45.07143842914256;7.683500886534783
TRATTENIMENTI;;PIAZZA VITTORIO VENETO 23/F;No;226;06;1;0;10124;;POINT (7.697030690542404 45.06446557246026);45.064465572460264;7.697030690542404
TRATTENIMENTI;FLORA;PIAZZA VITTORIO VENETO 24;No;235;06;1;27;10123;;POINT (7.695997561741604 45.0637029747005);45.063702974700504;7.695997561741604
TRATTENIMENTI;CIACOLON;VIALE VENTICINQUE APRILE 11;No;2483;70;8;775;10133;;POINT (7.685918567171236 45.03372010259055);45.03372010259055;7.685918567171236
AGENZIE VIAGGIO;AGENZIA VIAGGI E TURISMO CLEOPATRA;VIA VITTORIO AMEDEO II 4/H;No;263;08;1;0;10121;;POINT (7.670677357116452 45.07201156784635);45.072011567846346;7.670677357116452
AGENZIE VIAGGIO;SMILING SUN TRAVEL;CORSO VITTORIO EMANUELE II 9/E;No;323;09;8;0;10125;;POINT (7.685939720524652 45.05996340342185);45.059963403421854;7.685939720524652
TRATTENIMENTI;CLUB 21;CORSO VITTORIO EMANUELE II 21/A;No;322;09;8;0;10125;;POINT (7.684259271925329 45.06056914107533);45.060569141075334;7.684259271925329
TRATTENIMENTI;CLUB 21;CORSO VITTORIO EMANUELE II 21/A;No;322;09;8;0;10125;;POINT (7.684259271925329 45.06056914107533);45.060569141075334;7.684259271925329
AGENZIE AFFARI;;LUNGO DORA VOGHERA 52;No;972;22;7;669;10153;;POINT (7.712576917896043 45.07357176176527);45.07357176176527;7.712576917896043
AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 28;No;256;07;1;33;10123;;POINT (7.686037864771825 45.06040553359304);45.06040553359304;7.6860378647718255
AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 28;No;256;07;1;33;10123;;POINT (7.686037864771825 45.06040553359304);45.06040553359304;7.6860378647718255
TRATTENIMENTI;SIX NATIONS (MURPHY'S PUB);CORSO VITTORIO EMANUELE II 28;No;256;07;1;33;10123;;POINT (7.686037864771825 45.06040553359304);45.06040553359304;7.6860378647718255
AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 36;No;255;07;1;33;10123;;POINT (7.684392650696575 45.06099850027766);45.060998500277655;7.684392650696575
AGENZIE AFFARI;;VIA ZUMAGLIA 13 bis;No;1353;30;4;379;10145;;POINT (7.64359474085633 45.07740673654924);45.077406736549236;7.64359474085633
AGENZIE AFFARI;;CORSO DUCA DEGLI ABRUZZI 66;No;1169;26;1;60;10129;;POINT (7.658429685505199 45.05688972346978);45.05688972346978;7.658429685505199
AGENZIE AFFARI;;VIA CURTATONE 5;No;599;15;8;744;10131;;POINT (7.694746778639849 45.05809106881735);45.058091068817355;7.694746778639849
AGENZIE AFFARI;;VIA ALESSANDRO VOLTA 3;No;146;04;1;16;10121;;POINT (7.677704857786945 45.06412831558322);45.06412831558322;7.677704857786945
AGENZIE VIAGGIO;WORLD HUNTING SOCIETY SRL;VIA ALESSANDRO VOLTA 3;No;146;04;1;16;10121;;POINT (7.677704857786945 45.06412831558322);45.06412831558322;7.677704857786945
AGENZIE AFFARI;ALL MEDIA;VIA CARDINALE FOSSATI MAURILIO 5;No;2881;51;3;270;10141;;POINT (7.634794095169788 45.06948632339248);45.06948632339248;7.634794095169788
TRATTENIMENTI;RISTORANTE LA VOLPE;STRADA LANZO 255;No;2426;66;5;525;10148;;POINT (7.654216409247822 45.12280260974982);45.12280260974982;7.654216409247822
AGENZIE AFFARI;;VIA CHIESA DELLA SALUTE 6/B;No;1812;42;5;0;10147;;POINT (7.677770091697906 45.09252064553471);45.09252064553471;7.677770091697906
TRATTENIMENTI;CAFÉ PEROTTI;VIA GIUSEPPE BARBAROUX 6;No;45;01;1;3;10122;;POINT (7.683406408448159 45.07106189887986);45.07106189887986;7.683406408448159
AGENZIE AFFARI;;VIA GIORGIO BIDONE 22/C;No;860;19;8;0;10125;;POINT (7.678372755675534 45.05261898537177);45.052618985371765;7.678372755675534
AGENZIE VIAGGIO;COMPASVIAGGI;CORSO SEBASTOPOLI 211;No;2718;59;2;151;10137;;POINT (7.639658653668275 45.0468794411064);45.0468794411064;7.639658653668275
AGENZIE VIAGGIO;NKS;VIA PIETRO PALMIERI 29;No;723;17;3;193;10138;;POINT (7.661365319479543 45.07539415759796);45.07539415759796;7.661365319479543
AGENZIE AFFARI;;VIA GUIDO RENI 153/A;No;3479;59;2;0;10137;;POINT (7.629402711856978 45.04432491630605);45.044324916306046;7.629402711856978
TRATTENIMENTI;BAR DANIELI;CORSO MONTE CUCCO 14;No;2874;51;3;283;10139;;POINT (7.634911237807591 45.07417895006725);45.07417895006725;7.634911237807591
AGENZIE AFFARI;;VIA CELESTE NEGARVILLE 25/C;No;3072;91;2;0;10135;;POINT (7.611384626874239 45.01848484219887);45.01848484219887;7.611384626874239
AGENZIE AFFARI;;VIA NIZZA 164;No;2237;57;8;821;10126;;POINT (7.669567980202906 45.03862414928538);45.038624149285376;7.669567980202906
AGENZIE VIAGGIO;YOUABROAD;CORSO GIOVANNI LANZA 94;No;3197;15;8;743;10133;;POINT (7.692384161090449 45.05386311363466);45.053863113634655;7.692384161090449
AGENZIE AFFARI;LA FIACCOLA;VIA MADAMA CRISTINA 15;No;344;09;8;731;10125;;POINT (7.683311631944225 45.05809945534035);45.05809945534035;7.683311631944225
AGENZIE AFFARI;;VIA STRADELLA 38;No;1811;42;5;426;10147;;POINT (7.676778668852648 45.0925266213186);45.092526621318605;7.6767786688526485
TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV2;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;;POINT (7.69175423562484 45.06854661738237);45.068546617382374;7.69175423562484
TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV3;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;;POINT (7.69175423562484 45.06854661738237);45.068546617382374;7.69175423562484
TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV4;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;;POINT (7.69175423562484 45.06854661738237);45.068546617382374;7.69175423562484
TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV1;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;;POINT (7.69175423562484 45.06854661738237);45.068546617382374;7.69175423562484
AGENZIE VIAGGIO;AGENZIA VIAGGI SOUSSI DI NIFKIREN MERIAM;CORSO GIULIO CESARE 8/C;No;480;12;7;0;10152;;POINT (7.685440153435187 45.07905951171939);45.07905951171939;7.685440153435187
AGENZIE VIAGGIO;NUOVA PREMIER VIAGGI;CORSO GIULIO CESARE 201;No;2830;41;6;598;10155;;POINT (7.69881366698259 45.10027593037995);45.10027593037995;7.69881366698259
AGENZIE VIAGGIO;GULP!;CORSO GROSSETO 202/C;No;3816;46;5;0;10148;;POINT (7.66872796844638 45.10527353223941);45.10527353223941;7.6687279684463805
TRATTENIMENTI;MIAMI;VIA FILIPPO BURZIO 8;No;3139;05;1;17;10122;;POINT (7.671181793396324 45.07831772513197);45.078317725131974;7.671181793396324
TRATTENIMENTI;BOURREAU BOURRE;VIA GIAN FRANCESCO BELLEZIA 33/A;No;13;01;1;0;10122;;POINT (7.681653062829761 45.07565443017931);45.075654430179306;7.681653062829761
AGENZIE AFFARI;;VIA ALFONSO BONAFOUS 5;No;240;06;1;29;10123;;POINT (7.694760494537579 45.06339137746058);45.063391377460576;7.694760494537579
AGENZIE VIAGGIO;WEP;CORSO VITTORIO EMANUELE II 12;No;258;07;1;31;10123;;POINT (7.688543670856849 45.05950536732355);45.059505367323545;7.688543670856849
TRATTENIMENTI;JUICE-COCKTAIL-MUSIC;VIA LORENZO VALERIO 5/B;No;3138;05;1;0;10122;;POINT (7.677939749197497 45.07672942749233);45.07672942749233;7.677939749197497
TRATTENIMENTI;RE SOLE;CORSO MONCALIERI 349/A;No;2467;69;8;0;10133;;POINT (7.676497042513538 45.02588126884091);45.025881268840905;7.676497042513538
TRATTENIMENTI;GELATERIA RE SOLE;CORSO MONCALIERI 349/A;No;2467;69;8;0;10133;;POINT (7.676497042513538 45.02588126884091);45.025881268840905;7.676497042513538
TRATTENIMENTI;TUTTOPASTA;VIA GIUSEPPE PARINI 9/B;No;143;04;1;0;10121;;POINT (7.675591032372329 45.06491954164785);45.064919541647846;7.675591032372329
AGENZIE AFFARI;;CORSO PALERMO 25/E;No;1024;23;7;0;10152;;POINT (7.692593777180101 45.07978985285253);45.07978985285253;7.692593777180101
AGENZIE AFFARI;;VIA CHATILLON 36/A;No;1702;39;6;0;10155;;POINT (7.690650947156412 45.09613851109271);45.09613851109271;7.690650947156412
AGENZIE AFFARI;SERVIZI ASSICURATIVI DI CASATI B. D.;VIA MONFALCONE 91;No;2322;59;2;154;10136;;POINT (7.640305299671184 45.05074271769505);45.05074271769505;7.6403052996711835
AGENZIE VIAGGIO;IL SOLLEONE;VIA PAOLO SACCHI 22;No;385;10;1;43;10128;;POINT (7.675586484734613 45.06045998573479);45.06045998573479;7.675586484734613
AGENZIE VIAGGIO;GIACHINO LINEA VERDE;VIA SEBASTIANO CABOTO 35;No;1177;26;1;63;10129;;POINT (7.659315977765782 45.05599403253793);45.05599403253793;7.6593159777657815
AGENZIE AFFARI;UNICREDIT BANCA S.P.A.;VIA SEBASTIANO CABOTO 35;No;1177;26;1;63;10129;;POINT (7.659315977765782 45.05599403253793);45.05599403253793;7.6593159777657815
TRATTENIMENTI;PUB LA PIAZZA;VIA JACOPO DURANDI 13;No;3202;16;4;328;10144;;POINT (7.659988640440131 45.08178645072376);45.08178645072376;7.659988640440131
AGENZIE AFFARI;;STRADA DELLA PRONDA 66 int. 2 int. B;No;2750;63;3;303;10142;;POINT (7.613948141259121 45.06648244587608);45.06648244587608;7.613948141259121
AGENZIE AFFARI;;CORSO BRAMANTE 78/E;No;2225;57;8;0;10126;;POINT (7.672182246391454 45.04227371758018);45.04227371758018;7.672182246391454
AGENZIE AFFARI;;CORSO VERCELLI 226;No;3554;68;6;607;10155;;POINT (7.697257561310051 45.10721862380212);45.10721862380212;7.697257561310051
AGENZIE AFFARI;;PIAZZA DANTE LIVIO BIANCO 8;No;2953;60;2;160;10137;;POINT (7.635587892339454 45.03608782719327);45.03608782719327;7.635587892339454
AGENZIE VIAGGIO;CISALPINA VIAGGI;CORSO PALESTRO 2/L;No;192;05;1;0;10122;;POINT (7.673097780723567 45.07494033554033);45.074940335540326;7.673097780723567
AGENZIE AFFARI;;VIA PASSO BUOLE 65/A;No;2364;61;8;0;10127;;POINT (7.654306081398835 45.02414878681148);45.02414878681148;7.654306081398835
AGENZIE AFFARI;;CORSO PALERMO 75;No;1062;24;7;699;10152;;POINT (7.692979217691919 45.0853404585696);45.0853404585696;7.692979217691919
AGENZIE AFFARI;;VIA ORMEA 99;No;885;20;8;758;10126;;POINT (7.678128582237035 45.0487838020881);45.0487838020881;7.678128582237035
AGENZIE AFFARI;;VIA NIZZA 127 bis/E;No;913;20;8;0;10126;;POINT (7.672768326960028 45.04619667205144);45.046196672051444;7.6727683269600275
AGENZIE AFFARI;;VIA NIZZA 147/E;No;930;20;8;0;10126;;POINT (7.672045442949379 45.04431808407051);45.04431808407051;7.672045442949379
TRATTENIMENTI;CENTO 90 DUE;CORSO MONCALIERI 192;No;2476;70;8;773;10133;;POINT (7.684553424584693 45.04299801009473);45.042998010094735;7.684553424584693
TRATTENIMENTI;IL MAGAZZINO DI GILGAMESH;PIAZZA MONCENISIO 13/B;No;1263;29;4;0;10143;;POINT (7.652779641453632 45.08227549241557);45.08227549241557;7.652779641453632
AGENZIE VIAGGIO;SOULTRAVELLING;VIA LESEGNO 41;No;2116;53;2;106;10136;;POINT (7.642974589367621 45.05049041368025);45.05049041368025;7.642974589367621
AGENZIE AFFARI;AETERNA;VIA LUIGI CIBRARIO 44/A;No;675;16;4;0;10144;;POINT (7.660754240104319 45.07986900455499);45.079869004554986;7.660754240104319
AGENZIE AFFARI;AUTODAY;VIA ANDREA SANSOVINO 290;No;1901;46;5;466;10148;;POINT (7.657432868378681 45.11158050715842);45.11158050715842;7.657432868378681
TRATTENIMENTI;VECCHIA CAPUA;CORSO ENRICO TAZZOLI 88;No;3485;60;2;169;10137;;POINT (7.632678627618695 45.03335299403242);45.03335299403242;7.632678627618695
AGENZIE AFFARI;;CORSO TRAIANO 97;No;3492;61;8;845;10135;;POINT (7.64889349709362 45.02273844935921);45.02273844935921;7.64889349709362
AGENZIE AFFARI;;VIA ONORATO VIGLIANI 224;No;2310;58;8;840;10127;;POINT (7.660367535188073 45.01736154968357);45.01736154968357;7.660367535188073
AGENZIE VIAGGIO;CISALPINA TOURS SCOPRI VIVERE E VIAGGIARE;CORSO VITTORIO EMANUELE II 68 bis/B;No;144;04;1;0;10121;;POINT (7.67550884820947 45.06425598520666);45.06425598520666;7.67550884820947
AGENZIE AFFARI;;VIA ILARIONE PETITTI 3/A;No;918;20;8;762;10126;;POINT (7.67053634222102 45.04691223592008);45.046912235920075;7.67053634222102
AGENZIE AFFARI;;STRADA DEL DROSSO 33 int. 8;No;2644;90;2;881;10135;;POINT (7.62065297467828 45.0138695327063);45.0138695327063;7.62065297467828
AGENZIE AFFARI;;CORSO UMBRIA 16;No;1132;25;4;346;10144;;POINT (7.6698283846985 45.08286037357142);45.08286037357142;7.6698283846985005
AGENZIE VIAGGIO;SPADARO GRUPPO INCENTIVE TRAVEL;CORSO LIONE 85 int. 11/C;No;1572;35;3;0;10141;;POINT (7.652953604895777 45.05491541642277);45.05491541642277;7.652953604895777
AGENZIE VIAGGIO;ISP COMMUNICATION;LUNGO DORA PIETRO COLLETTA 67;No;1586;36;7;708;10153;;POINT (7.711396116591241 45.07531708916392);45.075317089163924;7.711396116591241
AGENZIE VIAGGIO;MISTRAL TOUR INTERNAZIONALE;LUNGO DORA PIETRO COLLETTA 67;No;1586;36;7;708;10153;;POINT (7.711396116591241 45.07531708916392);45.075317089163924;7.711396116591241
AGENZIE AFFARI;;VIA DELLA CONSOLATA 17/E;No;160;05;1;0;10122;;POINT (7.678707598344255 45.07699748349413);45.076997483494125;7.678707598344255
AGENZIE VIAGGIO;LOCALWONDERS TRAVEL;VIA VAL DELLA TORRE 49 int. 15 int. A;No;3833;47;5;479;10149;;POINT (7.657336033186744 45.09307953137277);45.09307953137277;7.657336033186744
AGENZIE AFFARI;;VIA EUSEBIO BAVA 8 scala A;No;223;06;1;27;10124;;POINT (7.697671999577606 45.06559580484749);45.06559580484749;7.697671999577606
AGENZIE AFFARI;;VIA FRANCESCO CIGNA 116/E;No;3323;39;6;0;10155;;POINT (7.685872366073085 45.09240192558029);45.09240192558029;7.685872366073085
AGENZIE AFFARI;;VIA CERVINO 16;No;3323;39;6;0;10155;;POINT (7.686751860442437 45.09139967950701);45.091399679507006;7.686751860442437
AGENZIE AFFARI;;VIA FREJUS 1 scala A;No;1429;33;3;226;10139;;POINT (7.653589074385945 45.07109431275563);45.071094312755626;7.653589074385945
AGENZIE AFFARI;;CORSO BELGIO 176/C;No;2656;22;7;0;10153;;POINT (7.72563225585387 45.0749226035647);45.0749226035647;7.72563225585387
AGENZIE AFFARI;;VIA NICOLA FABRIZI 54 scala A;No;1273;29;4;364;10143;;POINT (7.649042887215477 45.08063778266568);45.080637782665676;7.649042887215477
TRATTENIMENTI;CHEZ ZEINA;VIA VITTORIO ANDREIS 18 int. 18/N;No;468;12;7;0;10152;;POINT (7.68315551346558 45.08096589444491);45.08096589444491;7.6831555134655805
AGENZIE AFFARI;;CORSO TRAIANO 170/F;No;2374;61;2;0;10127;;POINT (7.655586762997201 45.01981377700773);45.01981377700773;7.655586762997201
AGENZIE AFFARI;;STRADA DI SETTIMO 358/A;No;2652;79;6;0;10156;;POINT (7.742134825140855 45.12017336294099);45.12017336294099;7.742134825140855
AGENZIE VIAGGIO;;VIA NIZZA 230 int. 14;No;2249;57;8;814;10126;;POINT (7.667040390777145 45.03492119674794);45.03492119674794;7.667040390777145
AGENZIE VIAGGIO;ANTICHI SPLENDORI;VIA MICHELE BUNIVA 9 ter/B;No;434;11;7;0;10124;;POINT (7.697759149849773 45.06937519467429);45.069375194674286;7.697759149849773
AGENZIE AFFARI;AUTOEUROPEO SAS;CORSO ORBASSANO 402 int. 16/D;No;3823;62;2;0;10137;;POINT (7.616595606192695 45.03434397563777);45.03434397563777;7.616595606192695
AGENZIE AFFARI;;CORSO MEDITERRANEO 69 int. 8/C;No;1572;35;3;0;10129;;POINT (7.653922327236036 45.05449302557333);45.05449302557333;7.653922327236036
AGENZIE AFFARI;IL LUME INTERNATIONAL;VIA PRAGELATO 20/B;No;1411;32;3;0;10139;;POINT (7.644154130147053 45.06910209195828);45.06910209195828;7.6441541301470535
AGENZIE AFFARI;;VIA CARLO NOE' 7;No;3167;12;7;652;10152;;POINT (7.685917452618252 45.07818166742544);45.07818166742544;7.685917452618252
AGENZIE AFFARI;;VIA VITTORIO ANDREIS 18 int. 18/P;No;468;12;7;0;10152;;POINT (7.683260974025629 45.080981738561);45.080981738561;7.683260974025629
AGENZIE VIAGGIO;;CORSO MORTARA 24;No;1864;44;5;452;10149;;POINT (7.67429453050746 45.09036670792195);45.09036670792195;7.67429453050746
AGENZIE AFFARI;;VIA CARLO ALBERTO 13/C;No;93;03;1;9;10123;;POINT (7.685828716194535 45.06780432912245);45.067804329122445;7.685828716194535
AGENZIE VIAGGIO;RED TRAVEL ITALIA;VIA ONORATO VIGLIANI 11 int. 9/C;No;2736;61;8;0;10135;;POINT (7.637641676023406 45.02330839121066);45.023308391210655;7.6376416760234065
AGENZIE VIAGGIO;;CORSO ORBASSANO 470 int. 6;No;2651;92;2;0;10137;;POINT (7.612598419487385 45.03176498436751);45.031764984367506;7.612598419487385
AGENZIE AFFARI;;CORSO S. MAURIZIO 50/C;No;223;06;1;0;10124;;POINT (7.698064735272725 45.06583843375591);45.065838433755914;7.698064735272725
AGENZIE AFFARI;;VIA ANDREA VOCHIERI 8/E;No;770;17bis;3;0;10138;;POINT (7.655947429216303 45.06634524866224);45.06634524866224;7.655947429216303
TRATTENIMENTI;PRO POLIS;STRADA DEL NOBILE 86;No;2596;83;8;780;10131;;POINT (7.714867977141468 45.05101684760891);45.05101684760891;7.714867977141468
AGENZIE VIAGGIO;GRANDI ALLOTMENT;VIA ASSIETTA 14;No;370;10;1;0;10128;;POINT (7.673707952089488 45.06286937949262);45.06286937949262;7.6737079520894875
